id,name,code,level,qualification_group,education_level,skill_level,date_from,active,parent_id/id
bg_ncop_21206003,Математик,21206003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2120
bg_ncop_21206004,Биометрик,21206004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2120
bg_ncop_21206005,Демограф,21206005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2120
bg_ncop_21206006,Статистик,21206006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2120
bg_ncop_21206007,Статистик икономическа статистика,21206007,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2120
bg_ncop_21206008,Статистик математическа статистика,21206008,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2120
bg_ncop_21316001,Бактериолог,21316001,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316002,Бактериолог селско стопанство,21316002,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316003,Бактериолог риболов,21316003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316004,Бактериолог почви,21316004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316005,Бактериолог производствен,21316005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316006,Биолог,21316006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316007,Биолог морски,21316007,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316008,Биолог питейна вода,21316008,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316009,Ботаник,21316009,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316010,Ботаник еколог,21316010,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316011,Ботаник микролог,21316011,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316012,Ботаник почва,21316012,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316013,Ботаник таксономист,21316013,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316014,Ботаник хистолог,21316014,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316015,Генетик растения,21316015,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316016,Биолог ембриология,21316016,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316017,Ентомолог,21316017,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316018,Зоолог,21316018,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316019,Ихтиолог,21316019,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316020,Миколог,21316020,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316021,Орнитолог,21316021,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316022,Риболог,21316022,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316023,Таксономист,21316023,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316024,Фитолог,21316024,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316025,Хидробиолог,21316025,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316026,Хистолог растения,21316026,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316027,Цитолог растения,21316027,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21317028,Биолог молекулярен,21317028,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21317029,Биолог генетик,21317029,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21317030,Генетик животни,21317030,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21317031,Инженер генетик,21317031,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21317032,Биолог паразитология,21317032,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21317033,Хистолог животни,21317033,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21317034,Цитолог животни,21317034,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21315035,Специалист по мониторинг на клинични изпитвания,21315035,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316036,Биофизик,21316036,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316037,Биохимик,21316037,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316038,Патолог растения,21316038,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316039,Физиолог,21316039,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316040,Физиолог растения,21316040,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316041,Биолог фармакология,21316041,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316042,Фармаколог токсикология,21316042,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316043,Биолог биохимия,21316043,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316044,Биолог биофизика,21316044,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316045,Биолог вирусология,21316045,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316046,Биолог клинична химия,21316046,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316047,Биолог лабораторна имунология,21316047,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316048,Биолог лечебни растения и билково дело,21316048,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316049,Биолог медицинска зоология,21316049,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316050,Биолог микробиология,21316050,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316051,Биолог радиационна хигиена,21316051,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316052,Биолог радиобиология,21316052,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316053,Биолог токсикология,21316053,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316054,Биолог организация и икономика на фармацевтичното производство,21316054,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316055,Биолог анатомия хистология и цитология,21316055,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21316056,Биолог медицинска биология,21316056,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2131
bg_ncop_21326001,Лесоинженер,21326001,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326002,Агроном,21326002,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326003,Агроном агроекология,21326003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326004,Агроном агрохимия и почвознание,21326004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326005,Агроном лозарство градинарство и овощарство,21326005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326006,Агроном полевъдство,21326006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326007,Агроном поливно земеделие и борба с ерозията,21326007,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326008,Агроном растителна защита,21326008,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326009,Агроном селекция и семепроизводство,21326009,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326010,Агроном технически култури,21326010,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326011,Агроном тропическо земеделие,21326011,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326012,Агроном цветопроизводство,21326012,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326013,Зооинженер (зоотехник),21326013,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326014,Лесничей,21326014,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326015,Озеленител,21326015,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21326016,Помолог,21326016,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21325017,Специалист ловно стопанство,21325017,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2132
bg_ncop_21336001,Еколог,21336001,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2133
bg_ncop_21336002,Анализатор замърсяване на въздуха,21336002,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2133
bg_ncop_21336003,Експерт консервация на околната среда,21336003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2133
bg_ncop_21336004,Консултант екология,21336004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2133
bg_ncop_21336005,Съветник екология,21336005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2133
bg_ncop_21336006,Одитор екология,21336006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2133
bg_ncop_21336007,Изследовател екология,21336007,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2133
bg_ncop_21336008,Научен работник екология,21336008,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2133
bg_ncop_21336009,Анализатор качество на водата,21336009,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2133
bg_ncop_21416001,Инженер производство,21416001,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2141
bg_ncop_21416002,Инженер производствена ефективност,21416002,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2141
bg_ncop_21416003,Инженер производствено планиране прогнозиране и развитие,21416003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2141
bg_ncop_21416004,Инженер-технолог опаковане на продукция,21416004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2141
bg_ncop_21417005,Ръководител производствени  технологии,21417005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2141
bg_ncop_21417006,Инженер координатор по заваряване,21417006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2141
bg_ncop_21426001,Инженер хидролог,21426001,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426002,Инженер водоснабдяване и канализация,21426002,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426003,Инженер железопътно строителство,21426003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426004,Инженер инвеститорски контрол,21426004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426005,Инженер иригации,21426005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426006,Инженер конструктор в строителството,21426006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426007,Инженер мостово строителство,21426007,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426008,Инженер пристанищно строителство,21426008,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426009,Инженер строителство на сгради и съоръжения,21426009,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426010,Инженер пътно строителство,21426010,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426011,Инженер санитарно строителство,21426011,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426012,Инженер строителен,21426012,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426013,Инженер строителни конструкции,21426013,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426014,Инженер строителство във вода,21426014,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426015,Инженер строителство на комини,21426015,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426016,Инженер строителство на куполи и кули,21426016,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426017,Инженер технолог в строителството,21426017,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426018,Инженер-технолог производство на стоманобетонови конструкции,21426018,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426019,Инженер тунелно строителство,21426019,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426020,Инженер хидроенергийно строителство,21426020,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426021,Инженер хидромелиоративно строителство,21426021,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426022,Инженер проектант,21426022,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426023,Инженер сграден фонд,21426023,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21426024,Фасаден инженер,21426024,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2142
bg_ncop_21436001,Инженер контрол по замърсяване на въздуха,21436001,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2143
bg_ncop_21436002,Инженер екология,21436002,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2143
bg_ncop_21436003,Инженер пречистване на води,21436003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2143
bg_ncop_21436004,Специалист възстановяване на околната среда,21436004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2143
bg_ncop_21447004,Ръководител на експлоатацията авиация,21447004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21443005,Ръководител участък в метрополитен,21443005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21443006,Ръководител сектор в метрополитен,21443006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21447007,Ръководител участък транспорт,21447007,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21447008,Ръководител на участък железопътен транспорт,21447008,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21445009,Началник служба в метрополитен,21445009,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446010,Дизайнер на автомобили,21446010,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446011,Дизайнер на самолети,21446011,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446012,Инженер криогеник,21446012,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446013,Инженер механик,21446013,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446014,Инженер автоматизация на производството,21446014,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446015,Инженер газови турбини,21446015,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446016,Инженер двигатели с вътрешно горене (без дизелови),21446016,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446017,Инженер дизелови двигатели,21446017,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446018,Инженер контролно-измервателни прибори и апаратура,21446018,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446019,Инженер самолетостроене,21446019,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446020,Инженер водни турбини,21446020,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446021,Инженер индустриални машини и системи,21446021,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446022,Инженер инструментална екипировка,21446022,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446023,Инженер климатични инсталации,21446023,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446024,Експерт климатични и механични системи,21446024,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446025,Инженер корабни двигатели,21446025,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446026,Инженер корабни машини и механизми,21446026,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446027,Инженер корабостроене и кораборемонт,21446027,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446028,Инженер локомотивни двигатели,21446028,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446029,Инженер минни машини,21446029,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446030,Инженер отоплителни вентилационни и охладителни системи,21446030,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446031,Инженер парни и водогрейни котли,21446031,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446032,Инженер парни турбини,21446032,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446033,Инженер руднична вентилация и аеродинамика,21446033,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446034,Инженер самолетни двигатели,21446034,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446035,Инженер селскостопанско машиностроене,21446035,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446036,Инженер смазочни системи,21446036,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446037,Инженер сондажни машини,21446037,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446038,Инженер хидравлични и пневматични машини,21446038,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446039,Инженер топлоенергетика,21446039,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446040,Инженер газопреносна газоразпределителна мрежа,21446040,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446041,Инженер поддръжка,21446041,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446042,Инженер конструктор,21446042,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446043,Инженер по авиационно материално техническо снабдяване,21446043,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446044,Инженер механобезопасност и технически надзор,21446044,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446045,Инженер железопътен транспорт,21446045,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446046,Конструктор на плавателни съдове,21446046,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446047,Експерт по корабоплаване,21446047,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446048,Авиоинженер,21446048,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446049,Машинен инженер,21446049,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446050,Инженер поддръжка асансьорна техника,21446050,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21446051,Технолог координатор по заваряване,21446051,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21445052,Мениджър недвижима собственост,21445052,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2144
bg_ncop_21456001,Инженер химик,21456001,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456002,Инженер химик (нефт и природен газ),21456002,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456003,Инженер химик в производство и разпределение на природен газ,21456003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456004,Инженер обработка на светлочувствителни материали,21456004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456005,Инженер очистване на вода,21456005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456006,Инженер технология на боите и лаковете,21456006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456007,Инженер технология на горивата,21456007,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456008,Инженер технология на изкуствените влакна,21456008,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456009,Инженер технология на каучука и каучуковите изделия,21456009,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456010,Инженер технология на органичния синтез и полимерите,21456010,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456011,Инженер технология на пластмасите,21456011,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456012,Инженер технология на целулозното и хартиеното производство,21456012,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456013,Инженер химически процеси,21456013,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456014,Инженер химически процеси в хранително-вкусовата промишленост,21456014,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21456015,Инженер-химик организация и икономика на фармацевтичното производство,21456015,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2145
bg_ncop_21466001,Аналитик металургични процеси,21466001,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466002,Инженер маркшайдер,21466002,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466003,Инженер металург,21466003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466004,Инженер металург (добив на цветни и редки метали),21466004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466005,Инженер металург (добив на черни метали),21466005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466006,Инженер металург (радиоактивни материали),21466006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466007,Инженер металург (технология на леенето),21466007,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466008,Инженер минен,21466008,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466009,Инженер минен диспечер,21466009,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466010,Инженер минен (добив на въглища),21466010,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466011,Инженер минен (добив на метални руди),21466011,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466012,Инженер минен (технология на минното производство),21466012,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466013,Инженер минна електромеханика,21466013,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466014,Инженер минно строителство,21466014,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466015,Инженер обогатяване и брикетиране на въглища,21466015,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466016,Инженер обогатяване на полезни изкопаеми,21466016,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466017,Инженер разработване и експлоатация на находища на нефт и природен газ,21466017,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21466018,Инженер минен проектант,21466018,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2146
bg_ncop_21496001,Аналитик комуникации (без компютърни),21496001,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496002,Аналитик системи (без компютърни),21496002,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496003,Дизайнер системи (без компютърни),21496003,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496004,Звукоинженер,21496004,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496005,Стандартизатор,21496005,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496006,Специалист металограф,21496006,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496007,Технолог по безразрушителен контрол,21496007,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496008,Технолог вибродиагностика,21496008,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496009,Инженер техническа безопасност,21496009,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496010,Инженер изследване на труда,21496010,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496011,Инженер оценяване и остойностяване на обекти и други,21496011,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496012,Инженер патентен,21496012,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496013,Инженер системи (без компютърни),21496013,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496014,Инженер-инспектор балнеотехнически съоръжения,21496014,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496015,Инженер (инструктор) по специално въоръжение и техника,21496015,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496016,Инженер дефектоскопист,21496016,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496017,Инженер вибродиагностика,21496017,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496018,Инженер дефектоскопист по съдове с повишена опасност,21496018,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496019,Инженер-технолог дървообработване,21496019,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496020,Инженер-технолог керамично производство,21496020,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496021,Инженер-технолог кожарско и обувно производство,21496021,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496022,Инженер-технолог полиграфическо производство,21496022,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496023,Инженер-технолог стъклопроизводство,21496023,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496024,Инженер-технолог текстилно производство,21496024,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496025,Инженер-технолог хранително-вкусова промишленост,21496025,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496026,Инженер-технолог циментово производство,21496026,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496027,Инженер-технолог шивашко производство,21496027,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496028,Инженер-технолог електротехнически изделия,21496028,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496029,Инженер медицинска радиологична физика,21496029,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496030,Инженер медицинска санитарна физика,21496030,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
bg_ncop_21496031,Инженер санитарно инженерство,21496031,occupation,specialist,higher,4,2025-01-01,true,bg_ncop_2149
