id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,l10n_bg_structure_type,country_id/id,zipcode,l10n_bg_has_tax_office
l10n_bg.15312,15312,l10n_bg_city.village,Годешево,BLG42-04,cityhall,base.bg,,False
l10n_bg.15326,15326,l10n_bg_city.village,Годлево,BLG37-03,cityhall,base.bg,,False
l10n_bg.15432,15432,l10n_bg_city.village,Голема Раковица,SFO17-03,cityhall,base.bg,,False
l10n_bg.15415,15415,l10n_bg_city.village,Големаново,VID22-01,cityhall,base.bg,,False
l10n_bg.15429,15429,l10n_bg_city.village,Големанци,HKV34-06,cityhall,base.bg,,False
l10n_bg.15494,15494,l10n_bg_city.village,Големо Бабино,VRC21-05,cityhall,base.bg,,False
l10n_bg.15504,15504,l10n_bg_city.village,Големо Бучино,PER32-05,cityhall,base.bg,,False
l10n_bg.15518,15518,l10n_bg_city.village,Големо Малово,SFO16-05,cityhall,base.bg,,False
l10n_bg.15535,15535,l10n_bg_city.village,Големо село,KNL04-06,cityhall,base.bg,,False
l10n_bg.15552,15552,l10n_bg_city.village,Голец,LOV36-08,cityhall,base.bg,,False
l10n_bg.15566,15566,l10n_bg_city.village,Голеш,SLS15-02,cityhall,base.bg,,False
l10n_bg.15597,15597,l10n_bg_city.village,Голица,VAR13-04,cityhall,base.bg,,False
l10n_bg.15607,15607,l10n_bg_city.village,Голобрад,KRZ02-05,cityhall,base.bg,,False
l10n_bg.15610,15610,l10n_bg_city.village,Голобрадово,HKV30-06,cityhall,base.bg,,False
l10n_bg.15457,15457,l10n_bg_city.village,Голям Върбовник,KNL04-05,cityhall,base.bg,,False
l10n_bg.15727,15727,l10n_bg_city.village,Голям Девесил,KRZ15-06,cityhall,base.bg,,False
l10n_bg.15758,15758,l10n_bg_city.village,Голям извор,LOV33-07,cityhall,base.bg,,False
l10n_bg.15761,15761,l10n_bg_city.village,Голям извор,RAZ29-05,cityhall,base.bg,,False
l10n_bg.15775,15775,l10n_bg_city.village,Голям извор,HKV30-15,cityhall,base.bg,,False
l10n_bg.15789,15789,l10n_bg_city.village,Голям манастир,JAM25-08,cityhall,base.bg,,False
l10n_bg.15953,15953,l10n_bg_city.village,Голям Поровец,RAZ14-04,cityhall,base.bg,,False
l10n_bg.15970,15970,l10n_bg_city.village,Голям чардак,PDV33-01,cityhall,base.bg,,False
l10n_bg.15655,15655,l10n_bg_city.village,Голяма Брестница,LOV38-03,cityhall,base.bg,,False
l10n_bg.15669,15669,l10n_bg_city.village,Голяма вода,RAZ29-04,cityhall,base.bg,,False
l10n_bg.15703,15703,l10n_bg_city.village,Голяма Желязна,LOV34-07,cityhall,base.bg,,False
l10n_bg.15713,15713,l10n_bg_city.village,Голяма Чинка,KRZ15-05,cityhall,base.bg,,False
l10n_bg.15792,15792,l10n_bg_city.village,Голямо Асеново,HKV09-06,cityhall,base.bg,,False
l10n_bg.15802,15802,l10n_bg_city.village,Голямо Белово,PAZ04-02,cityhall,base.bg,,False
l10n_bg.15829,15829,l10n_bg_city.village,Голямо Враново,RSE33-04,cityhall,base.bg,,False
l10n_bg.15833,15833,l10n_bg_city.village,Голямо градище,TGV23-01,cityhall,base.bg,,False
l10n_bg.15864,15864,l10n_bg_city.village,Голямо Дряново,SZR12-02,cityhall,base.bg,,False
l10n_bg.15878,15878,l10n_bg_city.village,Голямо Каменяне,KRZ15-07,cityhall,base.bg,,False
l10n_bg.15881,15881,l10n_bg_city.village,Голямо Крушево,JAM03-03,cityhall,base.bg,,False
l10n_bg.15895,15895,l10n_bg_city.village,Голямо ново,TGV35-42,cityhall,base.bg,,False
l10n_bg.15521,15521,l10n_bg_city.village,Голямо Пещене,VRC10-06,cityhall,base.bg,,False
l10n_bg.15919,15919,l10n_bg_city.village,Голямо Соколово,TGV35-10,cityhall,base.bg,,False
l10n_bg.15922,15922,l10n_bg_city.village,Голямо църквище,TGV22-43,cityhall,base.bg,,False
l10n_bg.15936,15936,l10n_bg_city.village,Голямо Чочовени,SLV20-12,cityhall,base.bg,,False
l10n_bg.15984,15984,l10n_bg_city.village,Голяновци,SFO26-04,cityhall,base.bg,,False
l10n_bg.15998,15998,l10n_bg_city.village,Гомотарци,VID09-10,cityhall,base.bg,,False
l10n_bg.16002,16002,l10n_bg_city.village,Горан,LOV18-07,cityhall,base.bg,,False
l10n_bg.16050,16050,l10n_bg_city.village,Горен чифлик,VAR13-05,cityhall,base.bg,,False
l10n_bg.16064,16064,l10n_bg_city.village,Горица,BGS17-05,cityhall,base.bg,,False
l10n_bg.18575,18575,l10n_bg_city.village,Горица,DOB12-08,cityhall,base.bg,,False
l10n_bg.16105,16105,l10n_bg_city.village,Горичево,RAZ16-04,cityhall,base.bg,,False
l10n_bg.16122,16122,l10n_bg_city.village,Горна Бешовица,VRC27-04,cityhall,base.bg,,False
l10n_bg.18513,18513,l10n_bg_city.village,Горна Биркова,PAZ08-23,cityhall,base.bg,,False
l10n_bg.16136,16136,l10n_bg_city.village,Горна Брезница,BLG28-01,cityhall,base.bg,,False
l10n_bg.18561,18561,l10n_bg_city.village,Горна Василица,SFO25-01,cityhall,base.bg,,False
l10n_bg.16153,16153,l10n_bg_city.village,Горна Вереница,MON29-09,cityhall,base.bg,,False
l10n_bg.16198,16198,l10n_bg_city.village,Горна Гращица,KNL29-09,cityhall,base.bg,,False
l10n_bg.16208,16208,l10n_bg_city.village,Горна Диканя,PER36-05,cityhall,base.bg,,False
l10n_bg.18527,18527,l10n_bg_city.village,Горна Дъбева,PAZ08-07,cityhall,base.bg,,False
l10n_bg.16225,16225,l10n_bg_city.village,Горна Кабда,TGV35-11,cityhall,base.bg,,False
l10n_bg.16239,16239,l10n_bg_city.village,Горна Ковачица,MON36-02,cityhall,base.bg,,False
l10n_bg.16256,16256,l10n_bg_city.village,Горна Кремена,VRC27-05,cityhall,base.bg,,False
l10n_bg.16267,16267,l10n_bg_city.village,Горна крепост,KRZ16-08,cityhall,base.bg,,False
l10n_bg.16287,16287,l10n_bg_city.village,Горна кула,KRZ15-08,cityhall,base.bg,,False
l10n_bg.16290,16290,l10n_bg_city.village,Горна Липница,VTR22-06,cityhall,base.bg,,False
l10n_bg.16300,16300,l10n_bg_city.village,Горна Лука,MON36-11,cityhall,base.bg,,False
l10n_bg.16328,16328,l10n_bg_city.village,Горна махала,PDV12-03,cityhall,base.bg,,False
l10n_bg.16345,16345,l10n_bg_city.village,Горна Митрополия,PVN10-05,cityhall,base.bg,,False
l10n_bg.16376,16376,l10n_bg_city.village,Горна Росица,GAB29-07,cityhall,base.bg,,False
l10n_bg.16393,16393,l10n_bg_city.village,Горна Студена,VTR28-05,cityhall,base.bg,,False
l10n_bg.16420,16420,l10n_bg_city.village,Горна Хубавка,TGV22-10,cityhall,base.bg,,False
l10n_bg.16448,16448,l10n_bg_city.village,Горни Богров,SOF46-50,cityhall,base.bg,,False
l10n_bg.16451,16451,l10n_bg_city.village,Горни Вадин,VRC31-02,cityhall,base.bg,,False
l10n_bg.16496,16496,l10n_bg_city.village,Горни Главанак,HKV18-02,cityhall,base.bg,,False
l10n_bg.16513,16513,l10n_bg_city.village,Горни Домлян,PDV13-07,cityhall,base.bg,,False
l10n_bg.16537,16537,l10n_bg_city.village,Горни Дъбник,PVN11-02,cityhall,base.bg,,False
l10n_bg.16571,16571,l10n_bg_city.village,Горни Лом,VID37-02,cityhall,base.bg,,False
l10n_bg.16599,16599,l10n_bg_city.village,Горни Окол,SFO39-05,cityhall,base.bg,,False
l10n_bg.16639,16639,l10n_bg_city.village,Горни Цибър,MON11-04,cityhall,base.bg,,False
l10n_bg.16540,16540,l10n_bg_city.village,Горник,PVN37-03,cityhall,base.bg,,False
l10n_bg.16674,16674,l10n_bg_city.village,Горно Абланово,RSE03-04,cityhall,base.bg,,False
l10n_bg.16688,16688,l10n_bg_city.village,Горно Александрово,SLV20-13,cityhall,base.bg,,False
l10n_bg.16691,16691,l10n_bg_city.village,Горно Белево,SZR04-03,cityhall,base.bg,,False
l10n_bg.16701,16701,l10n_bg_city.village,Горно Ботево,SZR31-09,cityhall,base.bg,,False
l10n_bg.16729,16729,l10n_bg_city.village,Горно Войводино,HKV34-07,cityhall,base.bg,,False
l10n_bg.16754,16754,l10n_bg_city.village,Горно Драглище,BLG37-04,cityhall,base.bg,,False
l10n_bg.16763,16763,l10n_bg_city.village,Горно Дряново,BLG13-02,cityhall,base.bg,,False
l10n_bg.16780,16780,l10n_bg_city.village,Горно Изворово,SZR12-03,cityhall,base.bg,,False
l10n_bg.16794,16794,l10n_bg_city.village,Горно Камарци,SFO10-05,cityhall,base.bg,,False
l10n_bg.18558,18558,l10n_bg_city.village,Горно Кирково,KRZ14-07,cityhall,base.bg,,False
l10n_bg.16818,16818,l10n_bg_city.village,Горно Козарево,TGV22-44,cityhall,base.bg,,False
l10n_bg.77596,77596,l10n_bg_city.village,Горно Краище,BLG02-11,cityhall,base.bg,,False
l10n_bg.16821,16821,l10n_bg_city.village,Горно Къпиново,KRZ14-04,cityhall,base.bg,,False
l10n_bg.16849,16849,l10n_bg_city.village,Горно Новково,TGV22-12,cityhall,base.bg,,False
l10n_bg.16852,16852,l10n_bg_city.village,Горно ново село,SZR04-04,cityhall,base.bg,,False
l10n_bg.16866,16866,l10n_bg_city.village,Горно Озирово,MON12-02,cityhall,base.bg,,False
l10n_bg.16883,16883,l10n_bg_city.village,Горно Павликене,LOV18-08,cityhall,base.bg,,False
l10n_bg.16897,16897,l10n_bg_city.village,Горно Пещене,VRC10-07,cityhall,base.bg,,False
l10n_bg.16910,16910,l10n_bg_city.village,Горно Прахово,KRZ02-06,cityhall,base.bg,,False
l10n_bg.16924,16924,l10n_bg_city.village,Горно Сахране,SZR24-05,cityhall,base.bg,,False
l10n_bg.16986,16986,l10n_bg_city.village,Горно трапе,LOV34-08,cityhall,base.bg,,False
l10n_bg.17018,17018,l10n_bg_city.village,Горно Церовене,MON29-21,cityhall,base.bg,,False
l10n_bg.49076,49076,l10n_bg_city.village,Горно Черковище,SZR12-10,cityhall,base.bg,,False
l10n_bg.17066,17066,l10n_bg_city.village,Гороцвет,RAZ17-04,cityhall,base.bg,,False
l10n_bg.17107,17107,l10n_bg_city.village,Горски горен Тръмбеш,VTR06-02,cityhall,base.bg,,False
l10n_bg.17124,17124,l10n_bg_city.village,Горски долен Тръмбеш,VTR06-03,cityhall,base.bg,,False
l10n_bg.17138,17138,l10n_bg_city.village,Горски извор,KRZ14-05,cityhall,base.bg,,False
l10n_bg.17141,17141,l10n_bg_city.village,Горски извор,HKV09-07,cityhall,base.bg,,False
l10n_bg.17155,17155,l10n_bg_city.village,Горски Сеновец,VTR31-07,cityhall,base.bg,,False
l10n_bg.17172,17172,l10n_bg_city.village,Горско Абланово,TGV23-02,cityhall,base.bg,,False
l10n_bg.17186,17186,l10n_bg_city.village,Горско Дюлево,KRZ21-05,cityhall,base.bg,,False
l10n_bg.17213,17213,l10n_bg_city.village,Горско ново село,VTR14-01,cityhall,base.bg,,False
l10n_bg.17230,17230,l10n_bg_city.village,Горско село,TGV22-45,cityhall,base.bg,,False
l10n_bg.17244,17244,l10n_bg_city.village,Горско Сливово,LOV17-01,cityhall,base.bg,,False
l10n_bg.17258,17258,l10n_bg_city.village,Горталово,PVN24-07,cityhall,base.bg,,False
l10n_bg.17323,17323,l10n_bg_city.village,Господиново,VAR05-02,cityhall,base.bg,,False
l10n_bg.17347,17347,l10n_bg_city.village,Господинци,BLG11-05,cityhall,base.bg,,False
l10n_bg.17350,17350,l10n_bg_city.village,Гостилица,GAB12-04,cityhall,base.bg,,False
l10n_bg.17364,17364,l10n_bg_city.village,Гостиля,PVN10-16,cityhall,base.bg,,False
l10n_bg.17405,17405,l10n_bg_city.village,Градево,BLG44-02,cityhall,base.bg,,False
l10n_bg.17419,17419,l10n_bg_city.village,Градежница,LOV33-08,cityhall,base.bg,,False
l10n_bg.17422,17422,l10n_bg_city.village,Градец,VID09-11,cityhall,base.bg,,False
l10n_bg.17436,17436,l10n_bg_city.village,Градец,SLV11-04,cityhall,base.bg,,False
l10n_bg.17449,17449,l10n_bg_city.village,Градец,SFO26-05,cityhall,base.bg,,False
l10n_bg.17453,17453,l10n_bg_city.village,Градешница,VRC21-06,cityhall,base.bg,,False
l10n_bg.17470,17470,l10n_bg_city.village,Градина,PVN11-03,cityhall,base.bg,,False
l10n_bg.17484,17484,l10n_bg_city.village,Градина,PDV23-05,cityhall,base.bg,,False
l10n_bg.17498,17498,l10n_bg_city.village,Градина,RAZ17-05,cityhall,base.bg,,False
l10n_bg.17508,17508,l10n_bg_city.village,Градинарово,VAR24-05,cityhall,base.bg,,False
l10n_bg.17542,17542,l10n_bg_city.village,Градище,GAB29-08,cityhall,base.bg,,False
l10n_bg.17556,17556,l10n_bg_city.village,Градище,PVN16-06,cityhall,base.bg,,False
l10n_bg.17573,17573,l10n_bg_city.village,Градище,SHU30-05,cityhall,base.bg,,False
l10n_bg.17587,17587,l10n_bg_city.village,Градница,GAB29-09,cityhall,base.bg,,False
l10n_bg.17590,17590,l10n_bg_city.village,Градница,DOB27-08,cityhall,base.bg,,False
l10n_bg.17600,17600,l10n_bg_city.village,Градско,SLV20-14,cityhall,base.bg,,False
l10n_bg.17631,17631,l10n_bg_city.village,Градът,SML31-11,cityhall,base.bg,,False
l10n_bg.17676,17676,l10n_bg_city.village,Грамаде,SML27-04,cityhall,base.bg,,False
l10n_bg.17680,17680,l10n_bg_city.village,Грамаждано,KNL29-10,cityhall,base.bg,,False
l10n_bg.17693,17693,l10n_bg_city.village,Граматиково,BGS12-05,cityhall,base.bg,,False
l10n_bg.17717,17717,l10n_bg_city.village,Гранит,SZR04-05,cityhall,base.bg,,False
l10n_bg.17748,17748,l10n_bg_city.village,Гранитово,JAM07-05,cityhall,base.bg,,False
l10n_bg.17751,17751,l10n_bg_city.village,Граница,KNL29-11,cityhall,base.bg,,False
l10n_bg.17782,17782,l10n_bg_city.village,Граничар,DOB29-05,cityhall,base.bg,,False
l10n_bg.17806,17806,l10n_bg_city.village,Граф Игнатиево,PDV17-04,cityhall,base.bg,,False
l10n_bg.17823,17823,l10n_bg_city.village,Грашево,PAZ08-06,cityhall,base.bg,,False
l10n_bg.17854,17854,l10n_bg_city.village,Гривица,PVN24-08,cityhall,base.bg,,False
l10n_bg.17868,17868,l10n_bg_city.village,Гривка,KRZ15-10,cityhall,base.bg,,False
l10n_bg.17871,17871,l10n_bg_city.village,Гривяк,KRZ14-06,cityhall,base.bg,,False
l10n_bg.17885,17885,l10n_bg_city.village,Григорево,SFO17-04,cityhall,base.bg,,False
l10n_bg.17909,17909,l10n_bg_city.village,Грозден,BGS23-06,cityhall,base.bg,,False
l10n_bg.17912,17912,l10n_bg_city.village,Гроздьово,VAR13-06,cityhall,base.bg,,False
l10n_bg.17943,17943,l10n_bg_city.village,Громшин,MON04-04,cityhall,base.bg,,False
l10n_bg.17957,17957,l10n_bg_city.village,Грохотно,SML09-03,cityhall,base.bg,,False
l10n_bg.17988,17988,l10n_bg_city.village,Груево,KRZ21-06,cityhall,base.bg,,False
l10n_bg.18018,18018,l10n_bg_city.village,Грънчарово,SLS10-05,cityhall,base.bg,,False
l10n_bg.18054,18054,l10n_bg_city.village,Гугутка,HKV11-04,cityhall,base.bg,,False
l10n_bg.18071,18071,l10n_bg_city.village,Гулийка,KRZ15-11,cityhall,base.bg,,False
l10n_bg.18085,18085,l10n_bg_city.village,Гулия,KRZ15-58,cityhall,base.bg,,False
l10n_bg.18109,18109,l10n_bg_city.village,Гумощник,LOV34-09,cityhall,base.bg,,False
l10n_bg.18126,18126,l10n_bg_city.village,Гургулица,KRZ21-07,cityhall,base.bg,,False
l10n_bg.18143,18143,l10n_bg_city.village,Гурково,SFO07-03,cityhall,base.bg,,False
l10n_bg.18160,18160,l10n_bg_city.village,Гурково,DOB03-03,cityhall,base.bg,,False
l10n_bg.18174,18174,l10n_bg_city.village,Гурмазово,SFO06-01,cityhall,base.bg,,False
l10n_bg.18188,18188,l10n_bg_city.village,Гусла,SHU18-02,cityhall,base.bg,,False
l10n_bg.18191,18191,l10n_bg_city.village,Гуслар,DOB27-09,cityhall,base.bg,,False
l10n_bg.18201,18201,l10n_bg_city.village,Гуцал,SFO39-06,cityhall,base.bg,,False
l10n_bg.18215,18215,l10n_bg_city.village,Гъбене,GAB05-07,cityhall,base.bg,,False
l10n_bg.18229,18229,l10n_bg_city.village,Гълъбец,BGS17-06,cityhall,base.bg,,False
l10n_bg.18232,18232,l10n_bg_city.village,Гълъбец,HKV34-08,cityhall,base.bg,,False
l10n_bg.18259,18259,l10n_bg_city.village,Гълъбинци,JAM25-09,cityhall,base.bg,,False
l10n_bg.18263,18263,l10n_bg_city.village,Гълъбник,PER36-26,cityhall,base.bg,,False
l10n_bg.00850,00850,l10n_bg_city.village,Гълъбово,SML02-01,cityhall,base.bg,,False
l10n_bg.18277,18277,l10n_bg_city.village,Гълъбово,PDV42-01,cityhall,base.bg,,False
l10n_bg.18304,18304,l10n_bg_city.village,Гъмзово,VID06-03,cityhall,base.bg,,False
l10n_bg.18321,18321,l10n_bg_city.village,Гърбище,KRZ02-07,cityhall,base.bg,,False
l10n_bg.18352,18352,l10n_bg_city.village,Гърляно,KNL29-12,cityhall,base.bg,,False
l10n_bg.18374,18374,l10n_bg_city.village,Гърнати,SML18-04,cityhall,base.bg,,False
l10n_bg.18407,18407,l10n_bg_city.village,Гърчиново,TGV23-03,cityhall,base.bg,,False
l10n_bg.18410,18410,l10n_bg_city.village,Гъсково,KRZ16-60,cityhall,base.bg,,False
l10n_bg.18424,18424,l10n_bg_city.village,Гьоврен,SML09-04,cityhall,base.bg,,False
l10n_bg.18455,18455,l10n_bg_city.village,Гюешево,KNL29-13,cityhall,base.bg,,False
l10n_bg.18469,18469,l10n_bg_city.village,Гюльовца,BGS15-03,cityhall,base.bg,,False
l10n_bg.18486,18486,l10n_bg_city.village,Гюргич,VID33-08,cityhall,base.bg,,False
l10n_bg.20033,20033,l10n_bg_city.village,Давидково,SML02-06,cityhall,base.bg,,False
l10n_bg.20047,20047,l10n_bg_city.village,Давидово,SLS15-03,cityhall,base.bg,,False
l10n_bg.20050,20050,l10n_bg_city.village,Давидово,TGV35-12,cityhall,base.bg,,False
l10n_bg.20064,20064,l10n_bg_city.village,Дагоново,BLG02-04,cityhall,base.bg,,False
l10n_bg.20105,20105,l10n_bg_city.village,Дамяница,BLG40-08,cityhall,base.bg,,False
l10n_bg.20119,20119,l10n_bg_city.village,Дамяново,GAB29-10,cityhall,base.bg,,False
l10n_bg.20153,20153,l10n_bg_city.village,Даскал-Атанасово,SZR27-05,cityhall,base.bg,,False
l10n_bg.20167,20167,l10n_bg_city.village,Даскалово,KRZ35-04,cityhall,base.bg,,False
l10n_bg.20208,20208,l10n_bg_city.village,Дворище,KNL29-14,cityhall,base.bg,,False
l10n_bg.20242,20242,l10n_bg_city.town,Дебелец,VTR04-13,cityhall,base.bg,,False
l10n_bg.20256,20256,l10n_bg_city.village,Дебели лаг,PER36-07,cityhall,base.bg,,False
l10n_bg.20273,20273,l10n_bg_city.village,Дебелт,BGS06-05,cityhall,base.bg,,False
l10n_bg.20300,20300,l10n_bg_city.village,Дебнево,LOV34-10,cityhall,base.bg,,False
l10n_bg.20314,20314,l10n_bg_city.village,Дебово,PVN21-04,cityhall,base.bg,,False
l10n_bg.20331,20331,l10n_bg_city.village,Дебрен,BLG13-03,cityhall,base.bg,,False
l10n_bg.20362,20362,l10n_bg_city.village,Дебръщица,PAZ19-08,cityhall,base.bg,,False
l10n_bg.20376,20376,l10n_bg_city.village,Девене,VRC10-08,cityhall,base.bg,,False
l10n_bg.20383,20383,l10n_bg_city.village,Девенци,PVN37-04,cityhall,base.bg,,False
l10n_bg.20403,20403,l10n_bg_city.village,Девесилово,KRZ15-14,cityhall,base.bg,,False
l10n_bg.20417,20417,l10n_bg_city.village,Деветак,BGS09-05,cityhall,base.bg,,False
l10n_bg.24966,24966,l10n_bg_city.village,Девинци,KRZ21-28,cityhall,base.bg,,False
l10n_bg.20496,20496,l10n_bg_city.village,Дедец,KRZ14-55,cityhall,base.bg,,False
l10n_bg.24880,24880,l10n_bg_city.village,Дедино,KRZ02-39,cityhall,base.bg,,False
l10n_bg.20537,20537,l10n_bg_city.village,Деков,PVN03-02,cityhall,base.bg,,False
l10n_bg.20554,20554,l10n_bg_city.village,Делвино,KRZ14-08,cityhall,base.bg,,False
l10n_bg.20568,20568,l10n_bg_city.village,Делейна,VID06-04,cityhall,base.bg,,False
l10n_bg.20609,20609,l10n_bg_city.village,Делчево,RAZ14-05,cityhall,base.bg,,False
l10n_bg.20643,20643,l10n_bg_city.village,Денница,SHU07-05,cityhall,base.bg,,False
l10n_bg.20688,20688,l10n_bg_city.village,Дерманци,LOV19-03,cityhall,base.bg,,False
l10n_bg.02765,02765,l10n_bg_city.village,Детелина,BGS09-02,cityhall,base.bg,,False
l10n_bg.20701,20701,l10n_bg_city.village,Детелина,VAR13-07,cityhall,base.bg,,False
l10n_bg.20732,20732,l10n_bg_city.village,Джанка,KRZ15-15,cityhall,base.bg,,False
l10n_bg.20755,20755,l10n_bg_city.village,Джелепско,KRZ21-08,cityhall,base.bg,,False
l10n_bg.20763,20763,l10n_bg_city.village,Джерман,KNL48-06,cityhall,base.bg,,False
l10n_bg.20777,20777,l10n_bg_city.village,Джерово,KRZ14-09,cityhall,base.bg,,False
l10n_bg.20780,20780,l10n_bg_city.village,Джигурово,BLG40-10,cityhall,base.bg,,False
l10n_bg.20804,20804,l10n_bg_city.village,Джинот,JAM22-21,cityhall,base.bg,,False
l10n_bg.20835,20835,l10n_bg_city.village,Джулюница,VTR20-01,cityhall,base.bg,,False
l10n_bg.20849,20849,l10n_bg_city.village,Джулюница,RSE37-09,cityhall,base.bg,,False
l10n_bg.20897,20897,l10n_bg_city.village,Джурово,SFO34-02,cityhall,base.bg,,False
l10n_bg.20938,20938,l10n_bg_city.village,Дибич,SHU30-06,cityhall,base.bg,,False
l10n_bg.20986,20986,l10n_bg_city.village,Дивотино,PER32-06,cityhall,base.bg,,False
l10n_bg.20996,20996,l10n_bg_city.village,Дивчовото,LOV33-09,cityhall,base.bg,,False
l10n_bg.21004,21004,l10n_bg_city.village,Диманово,SML18-05,cityhall,base.bg,,False
l10n_bg.21078,21078,l10n_bg_city.village,Димитровче,HKV28-02,cityhall,base.bg,,False
l10n_bg.21138,21138,l10n_bg_city.village,Димча,VTR22-07,cityhall,base.bg,,False
l10n_bg.21141,21141,l10n_bg_city.village,Димчево,BGS04-14,cityhall,base.bg,,False
l10n_bg.21155,21155,l10n_bg_city.village,Динево,HKV34-09,cityhall,base.bg,,False
l10n_bg.21169,21169,l10n_bg_city.village,Динк,PDV17-05,cityhall,base.bg,,False
l10n_bg.21172,21172,l10n_bg_city.village,Динката,PAZ14-02,cityhall,base.bg,,False
l10n_bg.21193,21193,l10n_bg_city.village,Динково,VID33-02,cityhall,base.bg,,False
l10n_bg.21209,21209,l10n_bg_city.village,Диня,SZR27-06,cityhall,base.bg,,False
l10n_bg.24935,24935,l10n_bg_city.village,Дисевица,PVN24-09,cityhall,base.bg,,False
l10n_bg.21230,21230,l10n_bg_city.village,Дичево,SLS07-04,cityhall,base.bg,,False
l10n_bg.21244,21244,l10n_bg_city.village,Дичин,VTR04-14,cityhall,base.bg,,False
l10n_bg.21258,21258,l10n_bg_city.village,Длъгнево,HKV09-08,cityhall,base.bg,,False
l10n_bg.21289,21289,l10n_bg_city.village,Длъжко,SHU11-06,cityhall,base.bg,,False
l10n_bg.21333,21333,l10n_bg_city.village,Добра поляна,BGS18-05,cityhall,base.bg,,False
l10n_bg.21381,21381,l10n_bg_city.village,Добревци,LOV38-04,cityhall,base.bg,,False
l10n_bg.21405,21405,l10n_bg_city.village,Добри Войниково,SHU11-07,cityhall,base.bg,,False
l10n_bg.21436,21436,l10n_bg_city.village,Добри дол,MON24-11,cityhall,base.bg,,False
l10n_bg.21453,21453,l10n_bg_city.village,Добри дял,VTR20-02,cityhall,base.bg,,False
l10n_bg.21467,21467,l10n_bg_city.village,Добри лаки,BLG49-04,cityhall,base.bg,,False
l10n_bg.21470,21470,l10n_bg_city.village,Добрин,DOB20-05,cityhall,base.bg,,False
l10n_bg.21484,21484,l10n_bg_city.village,Добрина,VAR24-06,cityhall,base.bg,,False
l10n_bg.21498,21498,l10n_bg_city.town,Добринище,BLG01-02,cityhall,base.bg,,False
l10n_bg.21508,21508,l10n_bg_city.village,Добриново,BGS09-07,cityhall,base.bg,,False
l10n_bg.21525,21525,l10n_bg_city.village,Добринци,KRZ08-04,cityhall,base.bg,,False
l10n_bg.21539,21539,l10n_bg_city.village,Добрич,HKV09-09,cityhall,base.bg,,False
l10n_bg.21556,21556,l10n_bg_city.village,Добровница,PAZ19-09,cityhall,base.bg,,False
l10n_bg.21587,21587,l10n_bg_city.village,Доброглед,VAR02-22,cityhall,base.bg,,False
l10n_bg.21590,21590,l10n_bg_city.village,Добродан,LOV34-22,cityhall,base.bg,,False
l10n_bg.21600,21600,l10n_bg_city.village,Добролево,VRC05-01,cityhall,base.bg,,False
l10n_bg.21614,21614,l10n_bg_city.village,Добромир,BGS18-06,cityhall,base.bg,,False
l10n_bg.21628,21628,l10n_bg_city.village,Добромирка,GAB29-11,cityhall,base.bg,,False
l10n_bg.21631,21631,l10n_bg_city.village,Добромирци,KRZ14-10,cityhall,base.bg,,False
l10n_bg.21645,21645,l10n_bg_city.village,Доброплодно,VAR08-03,cityhall,base.bg,,False
l10n_bg.21662,21662,l10n_bg_city.village,Доброславци,SOF46-38,cityhall,base.bg,,False
l10n_bg.21693,21693,l10n_bg_city.village,Добротица,SLS32-03,cityhall,base.bg,,False
l10n_bg.21703,21703,l10n_bg_city.village,Добротица,TGV02-16,cityhall,base.bg,,False
l10n_bg.21717,21717,l10n_bg_city.village,Добротич,VAR09-06,cityhall,base.bg,,False
l10n_bg.21720,21720,l10n_bg_city.village,Добруджанка,SLS15-04,cityhall,base.bg,,False
l10n_bg.21734,21734,l10n_bg_city.village,Добруша,VRC21-07,cityhall,base.bg,,False
l10n_bg.21748,21748,l10n_bg_city.village,Добърско,BLG37-05,cityhall,base.bg,,False
l10n_bg.21779,21779,l10n_bg_city.village,Доганово,SFO17-06,cityhall,base.bg,,False
l10n_bg.21811,21811,l10n_bg_city.village,Дойранци,SHU18-03,cityhall,base.bg,,False
l10n_bg.21823,21823,l10n_bg_city.village,Дойренци,LOV18-11,cityhall,base.bg,,False
l10n_bg.21840,21840,l10n_bg_city.village,Доктор Йосифово,MON29-10,cityhall,base.bg,,False
l10n_bg.21868,21868,l10n_bg_city.village,Долен,BLG42-05,cityhall,base.bg,,False
l10n_bg.21871,21871,l10n_bg_city.village,Долен,SML11-02,cityhall,base.bg,,False
l10n_bg.21926,21926,l10n_bg_city.village,Долец,SLS10-06,cityhall,base.bg,,False
l10n_bg.21957,21957,l10n_bg_city.village,Долина,DOB15-19,cityhall,base.bg,,False
l10n_bg.21960,21960,l10n_bg_city.village,Долина,SHU18-04,cityhall,base.bg,,False
l10n_bg.21974,21974,l10n_bg_city.village,Долистово,KNL04-15,cityhall,base.bg,,False
l10n_bg.21988,21988,l10n_bg_city.village,Долище,VAR02-06,cityhall,base.bg,,False
l10n_bg.21991,21991,l10n_bg_city.village,Долище,KRZ16-61,cityhall,base.bg,,False
l10n_bg.22023,22023,l10n_bg_city.village,Долна Бешовица,VRC32-01,cityhall,base.bg,,False
l10n_bg.22040,22040,l10n_bg_city.village,Долна Вереница,MON29-11,cityhall,base.bg,,False
l10n_bg.22068,22068,l10n_bg_city.village,Долна Градешница,BLG28-02,cityhall,base.bg,,False
