id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,l10n_bg_structure_type,country_id/id,zipcode,l10n_bg_has_tax_office
l10n_bg.48218,48218,l10n_bg_city.village,Милково,SML31-00,normal,base.bg,,False
l10n_bg.48235,48235,l10n_bg_city.village,Милковци,GAB05-00,normal,base.bg,,False
l10n_bg.48249,48249,l10n_bg_city.village,Милкьовци,PER51-00,normal,base.bg,,False
l10n_bg.48252,48252,l10n_bg_city.village,Милославци,PER51-00,normal,base.bg,,False
l10n_bg.48266,48266,l10n_bg_city.village,Милчина лъка,VID15-00,normal,base.bg,,False
l10n_bg.48283,48283,l10n_bg_city.village,Миневци,VTR13-00,normal,base.bg,,False
l10n_bg.48338,48338,l10n_bg_city.village,Мировец,TGV35-00,normal,base.bg,,False
l10n_bg.48409,48409,l10n_bg_city.village,Миролюбово,BGS04-00,normal,base.bg,,False
l10n_bg.48430,48430,l10n_bg_city.village,Мирчовци,VTR13-00,normal,base.bg,,False
l10n_bg.48475,48475,l10n_bg_city.village,Митровци,MON36-00,normal,base.bg,,False
l10n_bg.48516,48516,l10n_bg_city.village,Михайловци,GAB05-00,normal,base.bg,,False
l10n_bg.48533,48533,l10n_bg_city.village,Михалич,HKV28-05,normal,base.bg,,False
l10n_bg.48581,48581,l10n_bg_city.village,Миховци,GAB35-00,normal,base.bg,,False
l10n_bg.48605,48605,l10n_bg_city.village,Мичковци,GAB05-00,normal,base.bg,,False
l10n_bg.48636,48636,l10n_bg_city.village,Мишеморков хан,VTR04-00,normal,base.bg,,False
l10n_bg.48667,48667,l10n_bg_city.village,Младежко,BGS12-07,normal,base.bg,,False
l10n_bg.48742,48742,l10n_bg_city.village,Млечево,GAB29-00,normal,base.bg,,False
l10n_bg.48800,48800,l10n_bg_city.village,Могилите,GAB35-00,normal,base.bg,,False
l10n_bg.48828,48828,l10n_bg_city.village,Могилище,DOB17-00,normal,base.bg,,False
l10n_bg.48831,48831,l10n_bg_city.village,Могилово,SZR36-00,normal,base.bg,,False
l10n_bg.48951,48951,l10n_bg_city.village,Момин сбор,VTR04-00,normal,base.bg,,False
l10n_bg.48917,48917,l10n_bg_city.village,Момина сълза,KRZ21-07,normal,base.bg,,False
l10n_bg.48934,48934,l10n_bg_city.village,Момино,HKV34-19,normal,base.bg,,False
l10n_bg.49062,49062,l10n_bg_city.village,Моровеците,GAB05-00,normal,base.bg,,False
l10n_bg.49151,49151,l10n_bg_city.village,Мостово,PDV01-00,normal,base.bg,,False
l10n_bg.49165,49165,l10n_bg_city.village,Мочуре,SML27-00,normal,base.bg,,False
l10n_bg.49179,49179,l10n_bg_city.village,Мощанец,BLG03-00,normal,base.bg,,False
l10n_bg.49182,49182,l10n_bg_city.village,Мракетинци,PER51-00,normal,base.bg,,False
l10n_bg.49196,49196,l10n_bg_city.village,Мрамор,PER51-00,normal,base.bg,,False
l10n_bg.49237,49237,l10n_bg_city.village,Мрахори,GAB05-23,normal,base.bg,,False
l10n_bg.49240,49240,l10n_bg_city.village,Мраченик,PDV13-00,normal,base.bg,,False
l10n_bg.49271,49271,l10n_bg_city.village,Мръзеци,GAB35-00,normal,base.bg,,False
l10n_bg.49326,49326,l10n_bg_city.village,Мурга,KRZ35-17,normal,base.bg,,False
l10n_bg.49334,49334,l10n_bg_city.village,Мургаш,SFO09-00,normal,base.bg,,False
l10n_bg.49357,49357,l10n_bg_city.village,Мурено,PER19-00,normal,base.bg,,False
l10n_bg.49374,49374,l10n_bg_city.village,Муртинци,PER08-00,normal,base.bg,,False
l10n_bg.49401,49401,l10n_bg_city.village,Мусево,KRZ02-00,normal,base.bg,,False
l10n_bg.49450,49450,l10n_bg_city.village,Мухово,SFO20-00,normal,base.bg,,False
l10n_bg.49463,49463,l10n_bg_city.village,Муця,GAB12-00,normal,base.bg,,False
l10n_bg.49549,49549,l10n_bg_city.village,Мъдрино,BGS09-00,normal,base.bg,,False
l10n_bg.49566,49566,l10n_bg_city.village,Мърводол,KNL31-00,normal,base.bg,,False
l10n_bg.49583,49583,l10n_bg_city.village,Мъртвината,VTR13-00,normal,base.bg,,False
l10n_bg.49624,49624,l10n_bg_city.village,Мътеница,PDV37-00,normal,base.bg,,False
l10n_bg.51038,51038,l10n_bg_city.village,Надарци,SML31-00,normal,base.bg,,False
l10n_bg.51086,51086,l10n_bg_city.village,Нане,KRZ14-26,normal,base.bg,,False
l10n_bg.51130,51130,l10n_bg_city.village,Насалевци,PER51-00,normal,base.bg,,False
l10n_bg.51175,51175,l10n_bg_city.village,Нацовци,VTR04-00,normal,base.bg,,False
l10n_bg.51189,51189,l10n_bg_city.village,Начево,SFO16-00,normal,base.bg,,False
l10n_bg.51192,51192,l10n_bg_city.village,Небеска,KRZ35-00,normal,base.bg,,False
l10n_bg.51278,51278,l10n_bg_city.village,Негованци,PER36-00,normal,base.bg,,False
l10n_bg.51322,51322,l10n_bg_city.village,Неделище,SFO16-00,normal,base.bg,,False
l10n_bg.51336,51336,l10n_bg_city.village,Неделкова Гращица,KNL31-00,normal,base.bg,,False
l10n_bg.51343,51343,l10n_bg_city.village,Неделково,PER51-00,normal,base.bg,,False
l10n_bg.51367,51367,l10n_bg_city.village,Недялковци,VTR13-00,normal,base.bg,,False
l10n_bg.51370,51370,l10n_bg_city.village,Недялковци,GAB35-00,normal,base.bg,,False
l10n_bg.51408,51408,l10n_bg_city.village,Нейково,DOB17-00,normal,base.bg,,False
l10n_bg.51411,51411,l10n_bg_city.village,Нейкьовец,SFO20-00,normal,base.bg,,False
l10n_bg.51439,51439,l10n_bg_city.village,Нейчовци,GAB12-02,normal,base.bg,,False
l10n_bg.51456,51456,l10n_bg_city.village,Неново,VAR24-00,normal,base.bg,,False
l10n_bg.51469,51469,l10n_bg_city.village,Неновци,GAB35-00,normal,base.bg,,False
l10n_bg.51490,51490,l10n_bg_city.village,Непразненци,PER08-00,normal,base.bg,,False
l10n_bg.51514,51514,l10n_bg_city.village,Несла,SFO16-00,normal,base.bg,,False
l10n_bg.51531,51531,l10n_bg_city.village,Нешевци,VTR13-00,normal,base.bg,,False
l10n_bg.51562,51562,l10n_bg_city.village,Никачковци,GAB35-00,normal,base.bg,,False
l10n_bg.51593,51593,l10n_bg_city.village,Николаево,VTR31-00,normal,base.bg,,False
l10n_bg.51603,51603,l10n_bg_city.village,Николаево,GAB35-00,normal,base.bg,,False
l10n_bg.51617,51617,l10n_bg_city.village,Николаево,PER36-00,normal,base.bg,,False
l10n_bg.51696,51696,l10n_bg_city.village,Николовци,VTR13-00,normal,base.bg,,False
l10n_bg.51706,51706,l10n_bg_city.village,Николчовци,VTR13-00,normal,base.bg,,False
l10n_bg.51715,51715,l10n_bg_city.village,Николчовци,GAB05-05,normal,base.bg,,False
l10n_bg.51737,51737,l10n_bg_city.village,Никудин,BLG49-00,normal,base.bg,,False
l10n_bg.51768,51768,l10n_bg_city.village,Нисово,RSE13-00,normal,base.bg,,False
l10n_bg.51771,51771,l10n_bg_city.village,Ничовци,VTR13-00,normal,base.bg,,False
l10n_bg.51857,51857,l10n_bg_city.village,Нова ливада,HKV11-07,normal,base.bg,,False
l10n_bg.51860,51860,l10n_bg_city.village,Нова Ловча,BLG52-00,normal,base.bg,,False
l10n_bg.51901,51901,l10n_bg_city.village,Нова Попина,SLS32-00,normal,base.bg,,False
l10n_bg.51826,51826,l10n_bg_city.village,Новаково,VAR02-00,normal,base.bg,,False
l10n_bg.00357,00357,l10n_bg_city.town,Нови Искър,SOF46-00,normal,base.bg,,False
l10n_bg.52038,52038,l10n_bg_city.village,Ново Ботево,DOB15-09,normal,base.bg,,False
l10n_bg.52043,52043,l10n_bg_city.village,Ново бърдо,SFO16-00,normal,base.bg,,False
l10n_bg.52060,52060,l10n_bg_city.village,Ново градище,VTR31-00,normal,base.bg,,False
l10n_bg.52194,52194,l10n_bg_city.village,Ново село,KNL29-00,normal,base.bg,,False
l10n_bg.52249,52249,l10n_bg_city.village,Ново село,SFO39-00,normal,base.bg,,False
l10n_bg.52252,52252,l10n_bg_city.village,Ново село,SZR31-00,normal,base.bg,,False
l10n_bg.52307,52307,l10n_bg_city.village,Ново Ходжово,BLG40-00,normal,base.bg,,False
l10n_bg.52057,52057,l10n_bg_city.village,Новогорци,VTR14-10,normal,base.bg,,False
l10n_bg.52153,52153,l10n_bg_city.village,Новоселище,KRZ35-36,normal,base.bg,,False
l10n_bg.52297,52297,l10n_bg_city.village,Новоселяне,KNL04-00,normal,base.bg,,False
l10n_bg.52355,52355,l10n_bg_city.village,Ножерите,GAB35-04,normal,base.bg,,False
l10n_bg.52369,52369,l10n_bg_city.village,Носеите,GAB35-04,normal,base.bg,,False
l10n_bg.52372,52372,l10n_bg_city.village,Ночево,KRZ35-00,normal,base.bg,,False
l10n_bg.52386,52386,l10n_bg_city.village,Нюшковци,VTR13-00,normal,base.bg,,False
l10n_bg.53031,53031,l10n_bg_city.village,Обел,BLG03-00,normal,base.bg,,False
l10n_bg.53059,53059,l10n_bg_city.village,Обидим,BLG01-00,normal,base.bg,,False
l10n_bg.53076,53076,l10n_bg_city.village,Обичник,KRZ21-00,normal,base.bg,,False
l10n_bg.53151,53151,l10n_bg_city.village,Овощарци,GAB05-09,normal,base.bg,,False
l10n_bg.53165,53165,l10n_bg_city.village,Овощна,VTR14-10,normal,base.bg,,False
l10n_bg.53240,53240,l10n_bg_city.village,Овчарово,SHU30-00,normal,base.bg,,False
l10n_bg.53268,53268,l10n_bg_city.village,Овчарци,SZR27-00,normal,base.bg,,False
l10n_bg.53357,53357,l10n_bg_city.village,Огняново,DOB20-00,normal,base.bg,,False
l10n_bg.53374,53374,l10n_bg_city.village,Огоя,SFO43-00,normal,base.bg,,False
l10n_bg.53391,53391,l10n_bg_city.village,Огражден,DOB12-15,normal,base.bg,,False
l10n_bg.53401,53401,l10n_bg_city.village,Одоровци,MON07-00,normal,base.bg,,False
l10n_bg.53415,53415,l10n_bg_city.village,Одраница,PER19-00,normal,base.bg,,False
l10n_bg.53429,53429,l10n_bg_city.village,Одринци,HKV11-00,normal,base.bg,,False
l10n_bg.53463,53463,l10n_bg_city.village,Озърновци,PER08-00,normal,base.bg,,False
l10n_bg.53477,53477,l10n_bg_city.village,Околиите,GAB35-00,normal,base.bg,,False
l10n_bg.53504,53504,l10n_bg_city.village,Оман,JAM03-00,normal,base.bg,,False
l10n_bg.53521,53521,l10n_bg_city.village,Омарчево,SHU18-00,normal,base.bg,,False
l10n_bg.53549,53549,l10n_bg_city.village,Оногур,DOB27-00,normal,base.bg,,False
l10n_bg.53610,53610,l10n_bg_city.village,Оплетня,SFO43-00,normal,base.bg,,False
l10n_bg.53641,53641,l10n_bg_city.village,Орач,TGV02-00,normal,base.bg,,False
l10n_bg.53713,53713,l10n_bg_city.village,Орешари,KRZ15-41,normal,base.bg,,False
l10n_bg.53758,53758,l10n_bg_city.village,Орешец,VID16-06,normal,base.bg,,False
l10n_bg.53761,53761,l10n_bg_city.village,Орешец,PDV01-00,normal,base.bg,,False
l10n_bg.53792,53792,l10n_bg_city.village,Орешец,SML31-00,normal,base.bg,,False
l10n_bg.53789,53789,l10n_bg_city.village,Орешино,HKV11-00,normal,base.bg,,False
l10n_bg.53881,53881,l10n_bg_city.village,Орлова могила,DOB15-00,normal,base.bg,,False
l10n_bg.53948,53948,l10n_bg_city.village,Орловци,GAB05-09,normal,base.bg,,False
l10n_bg.53967,53967,l10n_bg_city.village,Орляне,LOV36-00,normal,base.bg,,False
l10n_bg.53970,53970,l10n_bg_city.village,Орсоя,MON24-00,normal,base.bg,,False
l10n_bg.54050,54050,l10n_bg_city.village,Оселна,SFO18-00,normal,base.bg,,False
l10n_bg.54081,54081,l10n_bg_city.village,Осен,TGV35-00,normal,base.bg,,False
l10n_bg.54095,54095,l10n_bg_city.village,Осенарите,VTR04-09,normal,base.bg,,False
l10n_bg.54136,54136,l10n_bg_city.village,Осеново,BLG01-00,normal,base.bg,,False
l10n_bg.54242,54242,l10n_bg_city.village,Осларка,SZR36-00,normal,base.bg,,False
l10n_bg.54256,54256,l10n_bg_city.village,Ослен Криводол,VRC27-00,normal,base.bg,,False
l10n_bg.54314,54314,l10n_bg_city.village,Остра могила,SZR31-00,normal,base.bg,,False
l10n_bg.54359,54359,l10n_bg_city.village,Остри пазлак,SML31-00,normal,base.bg,,False
l10n_bg.54376,54376,l10n_bg_city.village,Острица,SML38-00,normal,base.bg,,False
l10n_bg.54420,54420,l10n_bg_city.village,Островче,RAZ26-00,normal,base.bg,,False
l10n_bg.54434,54434,l10n_bg_city.village,Острокапци,VID16-00,normal,base.bg,,False
l10n_bg.54448,54448,l10n_bg_city.village,Остър камък,HKV33-00,normal,base.bg,,False
l10n_bg.54554,54554,l10n_bg_city.village,Очуша,SFO25-00,normal,base.bg,,False
l10n_bg.54517,54517,l10n_bg_city.village,Ошане,VID01-00,normal,base.bg,,False
l10n_bg.54523,54523,l10n_bg_city.village,Ошаните,GAB35-00,normal,base.bg,,False
l10n_bg.54537,54537,l10n_bg_city.village,Ощава,BLG28-00,normal,base.bg,,False
l10n_bg.55049,55049,l10n_bg_city.village,Павлевци,GAB35-00,normal,base.bg,,False
l10n_bg.55083,55083,l10n_bg_city.village,Падала,KNL38-00,normal,base.bg,,False
l10n_bg.55097,55097,l10n_bg_city.village,Падало,KRZ15-41,normal,base.bg,,False
l10n_bg.55141,55141,l10n_bg_city.village,Падине,PER19-00,normal,base.bg,,False
l10n_bg.55227,55227,l10n_bg_city.village,Палат,BLG49-00,normal,base.bg,,False
l10n_bg.55258,55258,l10n_bg_city.village,Палилула,MON04-00,normal,base.bg,,False
l10n_bg.55350,55350,l10n_bg_city.village,Паницово,BGS15-00,normal,base.bg,,False
l10n_bg.55364,55364,l10n_bg_city.village,Паничарево,KNL04-00,normal,base.bg,,False
l10n_bg.59358,59358,l10n_bg_city.village,Паничище,KNL41-00,normal,base.bg,,False
l10n_bg.55405,55405,l10n_bg_city.village,Пановци,SFO20-00,normal,base.bg,,False
l10n_bg.55419,55419,l10n_bg_city.village,Панчарево,SOF46-00,normal,base.bg,,False
l10n_bg.55442,55442,l10n_bg_city.village,Папратлива,VTR13-00,normal,base.bg,,False
l10n_bg.55453,55453,l10n_bg_city.village,Парамун,PER51-00,normal,base.bg,,False
l10n_bg.55467,55467,l10n_bg_city.village,Парил,BLG52-00,normal,base.bg,,False
l10n_bg.55498,55498,l10n_bg_city.village,Парчовци,GAB05-00,normal,base.bg,,False
l10n_bg.55525,55525,l10n_bg_city.village,Паспал,KRZ02-00,normal,base.bg,,False
l10n_bg.55542,55542,l10n_bg_city.village,Пастух,KNL31-00,normal,base.bg,,False
l10n_bg.55587,55587,l10n_bg_city.village,Патрешко,LOV34-00,normal,base.bg,,False
l10n_bg.55600,55600,l10n_bg_city.village,Пауново,SFO20-00,normal,base.bg,,False
l10n_bg.55628,55628,l10n_bg_city.village,Пашкул,HKV11-00,normal,base.bg,,False
l10n_bg.55645,55645,l10n_bg_city.village,Пашово,HKV28-00,normal,base.bg,,False
l10n_bg.55693,55693,l10n_bg_city.village,Пейковци,VTR13-00,normal,base.bg,,False
l10n_bg.55703,55703,l10n_bg_city.village,Пейна,GAB12-00,normal,base.bg,,False
l10n_bg.55717,55717,l10n_bg_city.village,Пейовци,GAB05-05,normal,base.bg,,False
l10n_bg.55734,55734,l10n_bg_city.village,Пелатиково,KNL31-00,normal,base.bg,,False
l10n_bg.55796,55796,l10n_bg_city.village,Пенковци,GAB05-07,normal,base.bg,,False
l10n_bg.55814,55814,l10n_bg_city.village,Пенкьовци,PER51-00,normal,base.bg,,False
l10n_bg.55837,55837,l10n_bg_city.village,Пепелина,RSE08-00,normal,base.bg,,False
l10n_bg.55868,55868,l10n_bg_city.village,Периловец,VID03-00,normal,base.bg,,False
l10n_bg.55912,55912,l10n_bg_city.village,Песнопой,KRZ02-19,normal,base.bg,,False
l10n_bg.55930,55930,l10n_bg_city.village,Песочница,MON02-00,normal,base.bg,,False
l10n_bg.55988,55988,l10n_bg_city.village,Пет кладенци,RSE04-00,normal,base.bg,,False
l10n_bg.56011,56011,l10n_bg_city.village,Петковци,VTR13-01,normal,base.bg,,False
l10n_bg.56023,56023,l10n_bg_city.village,Петковци,GAB12-00,normal,base.bg,,False
l10n_bg.56157,56157,l10n_bg_city.village,Петров дол,SML16-00,normal,base.bg,,False
l10n_bg.56191,56191,l10n_bg_city.village,Петровци,GAB05-00,normal,base.bg,,False
l10n_bg.56229,56229,l10n_bg_city.village,Пецовци,GAB05-23,normal,base.bg,,False
l10n_bg.56246,56246,l10n_bg_city.village,Печинска,SML16-00,normal,base.bg,,False
l10n_bg.56252,56252,l10n_bg_city.village,Пешаково,VID09-00,normal,base.bg,,False
l10n_bg.56294,56294,l10n_bg_city.village,Пещера,SML31-00,normal,base.bg,,False
l10n_bg.56318,56318,l10n_bg_city.village,Пещерна,LOV19-00,normal,base.bg,,False
l10n_bg.56352,56352,l10n_bg_city.village,Пиперица,BLG40-00,normal,base.bg,,False
l10n_bg.56383,56383,l10n_bg_city.village,Пирамидата,VTR04-00,normal,base.bg,,False
l10n_bg.56424,56424,l10n_bg_city.village,Пиринец,TGV02-00,normal,base.bg,,False
l10n_bg.56455,56455,l10n_bg_city.village,Писаница,SML31-00,normal,base.bg,,False
l10n_bg.56486,56486,l10n_bg_city.village,Писарево,SHU22-00,normal,base.bg,,False
l10n_bg.56544,56544,l10n_bg_city.village,Пишурка,MON26-00,normal,base.bg,,False
l10n_bg.56558,56558,l10n_bg_city.village,Пищане,SFO45-00,normal,base.bg,,False
l10n_bg.56616,56616,l10n_bg_city.village,Плакудер,VID09-00,normal,base.bg,,False
l10n_bg.56624,56624,l10n_bg_city.village,Плана,SOF46-00,normal,base.bg,,False
l10n_bg.56650,56650,l10n_bg_city.village,Планиница,PER32-00,normal,base.bg,,False
l10n_bg.56664,56664,l10n_bg_city.village,Планиново,HKV32-00,normal,base.bg,,False
l10n_bg.59313,59313,l10n_bg_city.village,Планинско,SML02-00,normal,base.bg,,False
l10n_bg.56678,56678,l10n_bg_city.village,Планинци,GAB35-00,normal,base.bg,,False
l10n_bg.56681,56681,l10n_bg_city.village,Планинци,SML16-07,normal,base.bg,,False
l10n_bg.56705,56705,l10n_bg_city.village,Плачка,GAB12-00,normal,base.bg,,False
l10n_bg.56736,56736,l10n_bg_city.village,Пленимир,DOB12-00,normal,base.bg,,False
l10n_bg.56842,56842,l10n_bg_city.village,Плъзище,SFO56-00,normal,base.bg,,False
l10n_bg.56887,56887,l10n_bg_city.village,Побит камък,KNL50-00,normal,base.bg,,False
l10n_bg.56900,56900,l10n_bg_city.village,Побък,GAB35-00,normal,base.bg,,False
l10n_bg.56914,56914,l10n_bg_city.village,Повалиръж,SFO45-00,normal,base.bg,,False
l10n_bg.56993,56993,l10n_bg_city.village,Подгорие,SFO25-00,normal,base.bg,,False
l10n_bg.57090,57090,l10n_bg_city.village,Пожарево,SLS34-00,normal,base.bg,,False
l10n_bg.57114,57114,l10n_bg_city.village,Пожерник,VTR04-00,normal,base.bg,,False
l10n_bg.57145,57145,l10n_bg_city.village,Покрован,HKV11-00,normal,base.bg,,False
l10n_bg.57188,57188,l10n_bg_city.village,Полетинци,KNL29-00,normal,base.bg,,False
l10n_bg.57193,57193,l10n_bg_city.village,Полетковци,VID22-00,normal,base.bg,,False
l10n_bg.68103,68103,l10n_bg_city.village,Полковник Иваново,DOB15-00,normal,base.bg,,False
l10n_bg.57251,57251,l10n_bg_city.village,Полковник Ламбриново,SLS31-00,normal,base.bg,,False
l10n_bg.57319,57319,l10n_bg_city.village,Полска Скакавица,KNL29-00,normal,base.bg,,False
l10n_bg.57399,57399,l10n_bg_city.village,Поляна,SML27-00,normal,base.bg,,False
l10n_bg.57474,57474,l10n_bg_city.village,Помеждин,MON14-00,normal,base.bg,,False
l10n_bg.57501,57501,l10n_bg_city.village,Помощица,TGV24-00,normal,base.bg,,False
l10n_bg.57529,57529,l10n_bg_city.village,Понор,SFO26-00,normal,base.bg,,False
l10n_bg.57532,57532,l10n_bg_city.village,Попари,GAB05-00,normal,base.bg,,False
l10n_bg.57546,57546,l10n_bg_city.village,Попгергевци,GAB35-00,normal,base.bg,,False
l10n_bg.57550,57550,l10n_bg_city.village,Попгригорово,DOB15-00,normal,base.bg,,False
l10n_bg.57604,57604,l10n_bg_city.village,Попкралево,SLS31-00,normal,base.bg,,False
l10n_bg.87802,87802,l10n_bg_city.village,Попови ливади,BLG11-00,normal,base.bg,,False
l10n_bg.57666,57666,l10n_bg_city.village,Поповци,VTR04-00,normal,base.bg,,False
l10n_bg.57683,57683,l10n_bg_city.village,Поповци,SFO20-00,normal,base.bg,,False
l10n_bg.57707,57707,l10n_bg_city.village,Попрайковци,GAB35-00,normal,base.bg,,False
l10n_bg.57710,57710,l10n_bg_city.village,Попрелка,SML31-00,normal,base.bg,,False
l10n_bg.57724,57724,l10n_bg_city.village,Попрусаново,SLS15-11,normal,base.bg,,False
l10n_bg.57738,57738,l10n_bg_city.village,Попрусевци,VTR13-01,normal,base.bg,,False
l10n_bg.57741,57741,l10n_bg_city.village,Попска,VTR13-01,normal,base.bg,,False
l10n_bg.57755,57755,l10n_bg_city.village,Попска,GAB29-00,normal,base.bg,,False
l10n_bg.57769,57769,l10n_bg_city.village,Попско,HKV11-00,normal,base.bg,,False
l10n_bg.57827,57827,l10n_bg_city.village,Поройно,TGV02-00,normal,base.bg,,False
l10n_bg.57858,57858,l10n_bg_city.village,Поручик Кърджиево,DOB20-00,normal,base.bg,,False
l10n_bg.57861,57861,l10n_bg_city.village,Поручик Чунчево,DOB17-00,normal,base.bg,,False
l10n_bg.59327,59327,l10n_bg_city.village,Поток,GAB05-27,normal,base.bg,,False
l10n_bg.57916,57916,l10n_bg_city.village,Потока,SML31-00,normal,base.bg,,False
l10n_bg.57921,57921,l10n_bg_city.village,Потоп,SFO17-00,normal,base.bg,,False
l10n_bg.57964,57964,l10n_bg_city.village,Поцърненци,PER36-00,normal,base.bg,,False
l10n_bg.58003,58003,l10n_bg_city.village,Правдино,JAM22-00,normal,base.bg,,False
l10n_bg.58044,58044,l10n_bg_city.village,Правешка Лакавица,SFO34-00,normal,base.bg,,False
l10n_bg.58061,58061,l10n_bg_city.village,Право бърдо,BLG33-00,normal,base.bg,,False
l10n_bg.58092,58092,l10n_bg_city.village,Праужда,VID01-00,normal,base.bg,,False
l10n_bg.58102,58102,l10n_bg_city.village,Прахали,GAB05-23,normal,base.bg,,False
l10n_bg.58129,58129,l10n_bg_city.village,Преколница,KNL29-00,normal,base.bg,,False
l10n_bg.58133,58133,l10n_bg_city.village,Прекръсте,SFO16-00,normal,base.bg,,False
l10n_bg.58150,58150,l10n_bg_city.village,Прелом,LOV18-00,normal,base.bg,,False
l10n_bg.59344,59344,l10n_bg_city.village,Пресока,SML11-00,normal,base.bg,,False
l10n_bg.58267,58267,l10n_bg_city.village,Преспа,SFO56-00,normal,base.bg,,False
l10n_bg.58284,58284,l10n_bg_city.village,Престой,GAB35-00,normal,base.bg,,False
l10n_bg.58339,58339,l10n_bg_city.village,Прилеп,DOB15-00,normal,base.bg,,False
l10n_bg.58360,58360,l10n_bg_city.village,Приморци,DOB15-00,normal,base.bg,,False
l10n_bg.58373,58373,l10n_bg_city.village,Припек,VAR02-15,normal,base.bg,,False
l10n_bg.58400,58400,l10n_bg_city.village,Присад,BGS21-00,normal,base.bg,,False
l10n_bg.58428,58428,l10n_bg_city.village,Присадец,HKV32-00,normal,base.bg,,False
l10n_bg.58431,58431,l10n_bg_city.village,Приселци,BGS15-05,normal,base.bg,,False
l10n_bg.58476,58476,l10n_bg_city.village,Присойна,TGV02-00,normal,base.bg,,False
l10n_bg.58517,58517,l10n_bg_city.village,Проглед,SML38-00,normal,base.bg,,False
l10n_bg.58520,58520,l10n_bg_city.village,Продановци,VTR04-00,normal,base.bg,,False
l10n_bg.59300,59300,l10n_bg_city.village,Продановци,GAB05-23,normal,base.bg,,False
l10n_bg.58551,58551,l10n_bg_city.village,Проданча,PER51-00,normal,base.bg,,False
l10n_bg.58582,58582,l10n_bg_city.village,Пролазница,VID01-00,normal,base.bg,,False
l10n_bg.58596,58596,l10n_bg_city.village,Пролез,DOB29-00,normal,base.bg,,False
l10n_bg.58654,58654,l10n_bg_city.village,Просечен,VAR26-00,normal,base.bg,,False
l10n_bg.58671,58671,l10n_bg_city.village,Протопопинци,VID37-00,normal,base.bg,,False
l10n_bg.58685,58685,l10n_bg_city.village,Професор Златарски,DOB27-00,normal,base.bg,,False
l10n_bg.58712,58712,l10n_bg_city.village,Проход,BGS06-00,normal,base.bg,,False
l10n_bg.58743,58743,l10n_bg_city.village,Пряпорец,SZR31-00,normal,base.bg,,False
l10n_bg.58791,58791,l10n_bg_city.village,Пушево,VTR04-00,normal,base.bg,,False
l10n_bg.58829,58829,l10n_bg_city.village,Пчеларово,KRZ35-00,normal,base.bg,,False
l10n_bg.58857,58857,l10n_bg_city.village,Пчелин,BGS23-00,normal,base.bg,,False
l10n_bg.58894,58894,l10n_bg_city.village,Пчелиново,SZR37-00,normal,base.bg,,False
l10n_bg.58935,58935,l10n_bg_city.village,Пчелник,DOB15-00,normal,base.bg,,False
l10n_bg.58949,58949,l10n_bg_city.village,Пчелно,TGV02-00,normal,base.bg,,False
l10n_bg.59015,59015,l10n_bg_city.village,Пънчево,BGS06-00,normal,base.bg,,False
l10n_bg.59104,59104,l10n_bg_city.village,Пържиграх,GAB35-00,normal,base.bg,,False
l10n_bg.59118,59118,l10n_bg_city.village,Пърличево,MON02-00,normal,base.bg,,False
l10n_bg.59121,59121,l10n_bg_city.village,Пъровци,VTR04-00,normal,base.bg,,False
l10n_bg.59135,59135,l10n_bg_city.village,Пъртевци,GAB05-00,normal,base.bg,,False
l10n_bg.59152,59152,l10n_bg_city.village,Пърша,GAB12-02,normal,base.bg,,False
l10n_bg.59170,59170,l10n_bg_city.village,Пъстрово,SZR31-00,normal,base.bg,,False
l10n_bg.59210,59210,l10n_bg_city.village,Пясъчево,HKV29-00,normal,base.bg,,False
l10n_bg.61090,61090,l10n_bg_city.village,Равна,MON36-00,normal,base.bg,,False
l10n_bg.61100,61100,l10n_bg_city.village,Равна,SFO09-00,normal,base.bg,,False
l10n_bg.61131,61131,l10n_bg_city.village,Равна гора,HKV28-08,normal,base.bg,,False
l10n_bg.61234,61234,l10n_bg_city.village,Равно нивище,SML16-00,normal,base.bg,,False
l10n_bg.61251,61251,l10n_bg_city.village,Равно село,TGV02-00,normal,base.bg,,False
l10n_bg.61217,61217,l10n_bg_city.village,Равново,VTR14-00,normal,base.bg,,False
l10n_bg.61296,61296,l10n_bg_city.village,Раданчето,GAB12-00,normal,base.bg,,False
l10n_bg.61306,61306,l10n_bg_city.village,Радево,VAR02-00,normal,base.bg,,False
l10n_bg.61323,61323,l10n_bg_city.village,Радевци,GAB35-00,normal,base.bg,,False
l10n_bg.61354,61354,l10n_bg_city.village,Радибош,PER36-00,normal,base.bg,,False
l10n_bg.61409,61409,l10n_bg_city.village,Радино,GAB35-04,normal,base.bg,,False
l10n_bg.61435,61435,l10n_bg_city.village,Радковци,VTR04-00,normal,base.bg,,False
l10n_bg.61501,61501,l10n_bg_city.village,Радово,PER51-00,normal,base.bg,,False
l10n_bg.61515,61515,l10n_bg_city.village,Радовци,VTR13-00,normal,base.bg,,False
l10n_bg.61546,61546,l10n_bg_city.village,Радоевци,GAB35-00,normal,base.bg,,False
l10n_bg.61563,61563,l10n_bg_city.village,Радойново,BGS06-00,normal,base.bg,,False
l10n_bg.61618,61618,l10n_bg_city.village,Радуй,PER32-00,normal,base.bg,,False
l10n_bg.61621,61621,l10n_bg_city.village,Радуловци,SFO45-00,normal,base.bg,,False
