id,code,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name@en_US,name@bg_BG,l10n_bg_city_hall_code,l10n_bg_structure_type,country_id/id,zipcode,l10n_bg_has_tax_office,state_id/id,l10n_bg_municipality_id/id,l10n_bg_city_hall_id/id
l10n_bg_city.15134,15134,15134,l10n_bg_city.village,Glogovitsa,Глоговица,PER51-00,normal,base.bg,2463,False,l10n_bg_city.S55871,l10n_bg_city.73273,
l10n_bg_city.15179,15179,15179,l10n_bg_city.village,Glumovo,Глумово,HKV11-16,normal,base.bg,6949,False,l10n_bg_city.S77195,l10n_bg_city.32024,l10n_bg_city.56633
l10n_bg_city.15182,15182,15182,l10n_bg_city.village,Glumche,Глумче,BGS09-00,normal,base.bg,8429,False,l10n_bg_city.S07079,l10n_bg_city.36525,
l10n_bg_city.15196,15196,15196,l10n_bg_city.village,Glutnitsite,Глутниците,GAB35-00,normal,base.bg,5363,False,l10n_bg_city.S14218,l10n_bg_city.73403,
l10n_bg_city.15223,15223,15223,l10n_bg_city.village,Glushka,Глушка,GAB12-00,normal,base.bg,5379,False,l10n_bg_city.S14218,l10n_bg_city.23947,
l10n_bg_city.15240,15240,15240,l10n_bg_city.village,Gnezdare,Гнездаре,HKV11-04,normal,base.bg,6990,False,l10n_bg_city.S77195,l10n_bg_city.32024,l10n_bg_city.18054
l10n_bg_city.15331,15331,15331,l10n_bg_city.village,Goz,Гоз,PER08-00,normal,base.bg,2366,False,l10n_bg_city.S55871,l10n_bg_city.06286,
l10n_bg_city.15343,15343,15343,l10n_bg_city.village,Gozdevitsa,Гоздевица,SML31-01,normal,base.bg,4791,False,l10n_bg_city.S67653,l10n_bg_city.67653,l10n_bg_city.00597
l10n_bg_city.15357,15357,15357,l10n_bg_city.village,Gozdeyka,Гоздейка,GAB12-00,normal,base.bg,5396,False,l10n_bg_city.S14218,l10n_bg_city.23947,
l10n_bg_city.15374,15374,15374,l10n_bg_city.village,Golak,Голак,SFO25-00,normal,base.bg,2036,False,l10n_bg_city.S68134,l10n_bg_city.38902,
l10n_bg_city.15549,15549,15549,l10n_bg_city.village,Golem Tsalim,Голем Цалим,BLG40-00,normal,base.bg,2800,False,l10n_bg_city.S04279,l10n_bg_city.65334,
l10n_bg_city.15446,15446,15446,l10n_bg_city.village,Golema Fucha,Голема Фуча,KNL04-00,normal,base.bg,2667,False,l10n_bg_city.S41112,l10n_bg_city.04501,
l10n_bg_city.15391,15391,15391,l10n_bg_city.village,Golemani,Големани,VTR13-00,normal,base.bg,5054,False,l10n_bg_city.S10447,l10n_bg_city.27190,
l10n_bg_city.15401,15401,15401,l10n_bg_city.village,Golemanite,Големаните,VTR04-00,normal,base.bg,5070,False,l10n_bg_city.S10447,l10n_bg_city.10447,
l10n_bg_city.15463,15463,15463,l10n_bg_city.village,Golemi Balgareni,Големи Българени,GAB12-00,normal,base.bg,5370,False,l10n_bg_city.S14218,l10n_bg_city.23947,
l10n_bg_city.15480,15480,15480,l10n_bg_city.village,Golemi Stanchovtsi,Големи Станчовци,GAB35-00,normal,base.bg,5365,False,l10n_bg_city.S14218,l10n_bg_city.73403,
l10n_bg_city.15572,15572,15572,l10n_bg_city.village,Golesh,Голеш,SFO09-00,normal,base.bg,2254,False,l10n_bg_city.S68134,l10n_bg_city.15309,
l10n_bg_city.15583,15583,15583,l10n_bg_city.village,Goleshovo,Голешово,BLG40-00,normal,base.bg,2818,False,l10n_bg_city.S04279,l10n_bg_city.65334,
l10n_bg_city.15730,15730,15730,l10n_bg_city.village,Golyam Dervent,Голям Дервент,JAM07-00,normal,base.bg,8757,False,l10n_bg_city.S87374,l10n_bg_city.27382,
l10n_bg_city.15744,15744,15744,l10n_bg_city.village,Golyam dol,Голям дол,SZR04-00,normal,base.bg,6245,False,l10n_bg_city.S68850,l10n_bg_city.06183,
l10n_bg_city.15641,15641,15641,l10n_bg_city.village,Golyama bara,Голяма бара,KRZ16-00,normal,base.bg,6745,False,l10n_bg_city.S40909,l10n_bg_city.40909,
l10n_bg_city.15698,15698,15698,l10n_bg_city.village,Golyama dolina,Голяма долина,HKV18-00,normal,base.bg,6476,False,l10n_bg_city.S77195,l10n_bg_city.46084,
l10n_bg_city.15816,15816,15816,l10n_bg_city.village,Golyamo Bukovo,Голямо Буково,BGS06-00,normal,base.bg,8329,False,l10n_bg_city.S07079,l10n_bg_city.17974,
l10n_bg_city.15850,15850,15850,l10n_bg_city.village,Golyamo Dolyane,Голямо Доляне,TGV02-00,normal,base.bg,7960,False,l10n_bg_city.S73626,l10n_bg_city.00518,
l10n_bg_city.16016,16016,16016,l10n_bg_city.village,Goranovtsi,Горановци,VTR04-00,normal,base.bg,5035,False,l10n_bg_city.S10447,l10n_bg_city.10447,
l10n_bg_city.16026,16026,16026,l10n_bg_city.village,Goranovtsi,Горановци,KNL29-00,normal,base.bg,2565,False,l10n_bg_city.S41112,l10n_bg_city.41112,
l10n_bg_city.16033,16033,16033,l10n_bg_city.village,Goreme,Гореме,BLG49-00,normal,base.bg,2834,False,l10n_bg_city.S04279,l10n_bg_city.69969,
l10n_bg_city.16047,16047,16047,l10n_bg_city.village,Goren Enevets,Горен Еневец,VTR04-00,normal,base.bg,5050,False,l10n_bg_city.S10447,l10n_bg_city.10447,
l10n_bg_city.16078,16078,16078,l10n_bg_city.village,Goritsa,Горица,VAR05-00,normal,base.bg,9103,False,l10n_bg_city.S10135,l10n_bg_city.07598,
l10n_bg_city.16081,16081,16081,l10n_bg_city.village,Goritsa,Горица,TGV24-00,normal,base.bg,7854,False,l10n_bg_city.S73626,l10n_bg_city.57649,
l10n_bg_city.16095,16095,16095,l10n_bg_city.village,Gorichane,Горичане,DOB29-00,normal,base.bg,9688,False,l10n_bg_city.S72624,l10n_bg_city.83017,
l10n_bg_city.02782,02782,02782,l10n_bg_city.village,Gorna Arda,Горна Арда,SML31-00,normal,base.bg,4788,False,l10n_bg_city.S67653,l10n_bg_city.67653,
l10n_bg_city.16119,16119,16119,l10n_bg_city.village,Gorna Bela rechka,Горна Бела речка,MON12-00,normal,base.bg,3544,False,l10n_bg_city.S48489,l10n_bg_city.12961,
l10n_bg_city.16141,16141,16141,l10n_bg_city.village,Gorna Brestnitsa,Горна Брестница,KNL29-00,normal,base.bg,2575,False,l10n_bg_city.S41112,l10n_bg_city.41112,
l10n_bg_city.16167,16167,16167,l10n_bg_city.village,Gorna Vrabcha,Горна Врабча,PER19-00,normal,base.bg,2439,False,l10n_bg_city.S55871,l10n_bg_city.30778,
l10n_bg_city.16170,16170,16170,l10n_bg_city.village,Gorna Glogovitsa,Горна Глоговица,PER19-00,normal,base.bg,2459,False,l10n_bg_city.S55871,l10n_bg_city.30778,
l10n_bg_city.16211,16211,16211,l10n_bg_city.village,Gorna Zlatitsa,Горна Златица,TGV02-00,normal,base.bg,7972,False,l10n_bg_city.S73626,l10n_bg_city.00518,
l10n_bg_city.16242,16242,16242,l10n_bg_city.village,Gorna Koznitsa,Горна Козница,KNL04-00,normal,base.bg,2687,False,l10n_bg_city.S41112,l10n_bg_city.04501,
l10n_bg_city.16273,16273,16273,l10n_bg_city.village,Gorna Krushitsa,Горна Крушица,BLG49-00,normal,base.bg,2827,False,l10n_bg_city.S04279,l10n_bg_city.69969,
l10n_bg_city.16331,16331,16331,l10n_bg_city.village,Gorna Melna,Горна Мелна,PER51-00,normal,base.bg,2491,False,l10n_bg_city.S55871,l10n_bg_city.73273,
l10n_bg_city.16362,16362,16362,l10n_bg_city.village,Gorna Ribnitsa,Горна Рибница,BLG49-00,normal,base.bg,2836,False,l10n_bg_city.S04279,l10n_bg_city.69969,
l10n_bg_city.16382,16382,16382,l10n_bg_city.village,Gorna Sekirna,Горна Секирна,PER08-00,normal,base.bg,2399,False,l10n_bg_city.S55871,l10n_bg_city.06286,
l10n_bg_city.16403,16403,16403,l10n_bg_city.village,Gorna Sushitsa,Горна Сушица,BLG40-00,normal,base.bg,2811,False,l10n_bg_city.S04279,l10n_bg_city.65334,
l10n_bg_city.16417,16417,16417,l10n_bg_city.village,Gorna Hadzhiyska,Горна Хаджийска,VTR14-00,normal,base.bg,5089,False,l10n_bg_city.S10447,l10n_bg_city.30962,
l10n_bg_city.16479,16479,16479,l10n_bg_city.village,Gorni Varpishta,Горни Върпища,GAB12-02,normal,base.bg,5380,False,l10n_bg_city.S14218,l10n_bg_city.23947,l10n_bg_city.12677
l10n_bg_city.16506,16506,16506,l10n_bg_city.village,Gorni Damyanovtsi,Горни Дамяновци,GAB35-00,normal,base.bg,5367,False,l10n_bg_city.S14218,l10n_bg_city.73403,
l10n_bg_city.16523,16523,16523,l10n_bg_city.village,Gorni Dragoycha,Горни Драгойча,GAB12-00,normal,base.bg,5380,False,l10n_bg_city.S14218,l10n_bg_city.23947,
l10n_bg_city.16554,16554,16554,l10n_bg_city.village,Gorni Koriten,Горни Коритен,KNL50-00,normal,base.bg,2557,False,l10n_bg_city.S41112,l10n_bg_city.73047,
l10n_bg_city.16568,16568,16568,l10n_bg_city.village,Gorni kray,Горни край,VTR13-00,normal,base.bg,5096,False,l10n_bg_city.S10447,l10n_bg_city.27190,
l10n_bg_city.16585,16585,16585,l10n_bg_city.village,Gorni Marentsi,Горни Маренци,GAB35-04,normal,base.bg,5360,False,l10n_bg_city.S14218,l10n_bg_city.73403,l10n_bg_city.56719
l10n_bg_city.16609,16609,16609,l10n_bg_city.village,Gorni Radkovtsi,Горни Радковци,GAB35-04,normal,base.bg,5360,False,l10n_bg_city.S14218,l10n_bg_city.73403,l10n_bg_city.56719
l10n_bg_city.16612,16612,16612,l10n_bg_city.village,Gorni Romantsi,Горни Романци,PER08-00,normal,base.bg,2371,False,l10n_bg_city.S55871,l10n_bg_city.06286,
l10n_bg_city.16626,16626,16626,l10n_bg_city.village,Gorni Tanchevtsi,Горни Танчевци,VTR13-00,normal,base.bg,5098,False,l10n_bg_city.S10447,l10n_bg_city.27190,
l10n_bg_city.16643,16643,16643,l10n_bg_city.village,Gorni Tsonevtsi,Горни Цоневци,GAB35-04,normal,base.bg,5360,False,l10n_bg_city.S14218,l10n_bg_city.73403,l10n_bg_city.56719
l10n_bg_city.16660,16660,16660,l10n_bg_city.village,Gorni Yurutsi,Горни Юруци,KRZ15-00,normal,base.bg,6991,False,l10n_bg_city.S40909,l10n_bg_city.39970,
l10n_bg_city.16732,16732,16732,l10n_bg_city.village,Gorno varshilo,Горно вършило,PAZ29-00,normal,base.bg,4456,False,l10n_bg_city.S55155,l10n_bg_city.66264,
l10n_bg_city.16804,16804,16804,l10n_bg_city.village,Gorno Kobile,Горно Кобиле,KNL50-00,normal,base.bg,2556,False,l10n_bg_city.S41112,l10n_bg_city.73047,
l10n_bg_city.16835,16835,16835,l10n_bg_city.village,Gorno Lukovo,Горно Луково,HKV11-05,normal,base.bg,6985,False,l10n_bg_city.S77195,l10n_bg_city.32024,l10n_bg_city.22705
l10n_bg_city.16870,16870,16870,l10n_bg_city.village,Gorno Osenovo,Горно Осеново,BLG44-03,normal,base.bg,2756,False,l10n_bg_city.S04279,l10n_bg_city.66460,l10n_bg_city.22753
l10n_bg_city.16907,16907,16907,l10n_bg_city.village,Gorno pole,Горно поле,HKV18-00,normal,base.bg,6486,False,l10n_bg_city.S77195,l10n_bg_city.46084,
l10n_bg_city.16938,16938,16938,l10n_bg_city.village,Gorno selo,Горно село,SFO16-00,normal,base.bg,2213,False,l10n_bg_city.S68134,l10n_bg_city.23409,
l10n_bg_city.16969,16969,16969,l10n_bg_city.village,Gorno Spanchevo,Горно Спанчево,BLG40-00,normal,base.bg,2824,False,l10n_bg_city.S04279,l10n_bg_city.65334,
l10n_bg_city.16995,16995,16995,l10n_bg_city.village,Gorno Uyno,Горно Уйно,KNL29-00,normal,base.bg,2561,False,l10n_bg_city.S41112,l10n_bg_city.41112,
l10n_bg_city.17004,17004,17004,l10n_bg_city.village,Gorno Harsovo,Горно Хърсово,BLG03-00,normal,base.bg,2727,False,l10n_bg_city.S04279,l10n_bg_city.04279,
l10n_bg_city.17035,17035,17035,l10n_bg_city.village,Gorno Yabalkovo,Горно Ябълково,BGS06-00,normal,base.bg,8343,False,l10n_bg_city.S07079,l10n_bg_city.17974,
l10n_bg_city.16715,16715,16715,l10n_bg_city.village,Gornova mogila,Горнова могила,GAB05-00,normal,base.bg,5300,False,l10n_bg_city.S14218,l10n_bg_city.14218,
l10n_bg_city.16941,16941,16941,l10n_bg_city.village,Gornoseltsi,Горноселци,HKV11-23,normal,base.bg,6974,False,l10n_bg_city.S77195,l10n_bg_city.32024,l10n_bg_city.80995
l10n_bg_city.16955,16955,16955,l10n_bg_city.village,Gornoslav,Горнослав,PDV01-00,normal,base.bg,4253,False,l10n_bg_city.S56784,l10n_bg_city.00702,
l10n_bg_city.17049,17049,17049,l10n_bg_city.village,Gorovo,Горово,BGS23-23,normal,base.bg,8469,False,l10n_bg_city.S07079,l10n_bg_city.70247,l10n_bg_city.81006
l10n_bg_city.17052,17052,17052,l10n_bg_city.village,Gorovo,Горово,SML31-00,normal,base.bg,4770,False,l10n_bg_city.S67653,l10n_bg_city.67653,
l10n_bg_city.17077,17077,17077,l10n_bg_city.village,Gorochevtsi,Горочевци,PER51-00,normal,base.bg,2496,False,l10n_bg_city.S55871,l10n_bg_city.73273,
l10n_bg_city.17083,17083,17083,l10n_bg_city.village,Gorska,Горска,VTR13-00,normal,base.bg,5083,False,l10n_bg_city.S10447,l10n_bg_city.27190,
l10n_bg_city.17097,17097,17097,l10n_bg_city.village,Gorska polyana,Горска поляна,JAM03-00,normal,base.bg,8721,False,l10n_bg_city.S87374,l10n_bg_city.05284,
l10n_bg_city.17169,17169,17169,l10n_bg_city.village,Gorsko,Горско,HKV11-07,normal,base.bg,6990,False,l10n_bg_city.S77195,l10n_bg_city.32024,l10n_bg_city.29101
l10n_bg_city.17192,17192,17192,l10n_bg_city.village,Gorsko Kalugerovo,Горско Калугерово,VTR32-00,normal,base.bg,5238,False,l10n_bg_city.S10447,l10n_bg_city.70295,
l10n_bg_city.17208,17208,17208,l10n_bg_city.village,Gorsko Kosovo,Горско Косово,VTR32-00,normal,base.bg,5235,False,l10n_bg_city.S10447,l10n_bg_city.70295,
l10n_bg_city.17227,17227,17227,l10n_bg_city.village,Gorsko Pisarevo,Горско Писарево,VTR14-04,normal,base.bg,5088,False,l10n_bg_city.S10447,l10n_bg_city.30962,l10n_bg_city.35273
l10n_bg_city.17275,17275,17275,l10n_bg_city.village,Gorun,Горун,DOB29-00,normal,base.bg,9689,False,l10n_bg_city.S72624,l10n_bg_city.83017,
l10n_bg_city.17289,17289,17289,l10n_bg_city.village,Gorunaka,Горунака,SFO18-00,normal,base.bg,2178,False,l10n_bg_city.S68134,l10n_bg_city.27632,
l10n_bg_city.17302,17302,17302,l10n_bg_city.village,Gorchevo,Горчево,BLG33-00,normal,base.bg,2882,False,l10n_bg_city.S04279,l10n_bg_city.56126,
l10n_bg_city.17316,17316,17316,l10n_bg_city.village,Goryani,Горяни,GAB35-00,normal,base.bg,5367,False,l10n_bg_city.S14218,l10n_bg_city.73403,
l10n_bg_city.17333,17333,17333,l10n_bg_city.village,Gospodinovo,Господиново,SLS15-10,normal,base.bg,7561,False,l10n_bg_city.S66425,l10n_bg_city.35242,l10n_bg_city.68357
l10n_bg_city.17378,17378,17378,l10n_bg_city.village,Gostinya,Гостиня,LOV18-00,normal,base.bg,5543,False,l10n_bg_city.S43952,l10n_bg_city.43952,
l10n_bg_city.17381,17381,17381,l10n_bg_city.village,Gostun,Гостун,BLG01-00,normal,base.bg,2773,False,l10n_bg_city.S04279,l10n_bg_city.02676,
l10n_bg_city.17511,17511,17511,l10n_bg_city.village,Gradini,Градини,DOB12-00,normal,base.bg,9552,False,l10n_bg_city.S72624,l10n_bg_city.14711,
l10n_bg_city.17614,17614,17614,l10n_bg_city.village,Gradskovski kolibi,Градсковски колиби,VID03-00,normal,base.bg,3835,False,l10n_bg_city.S10971,l10n_bg_city.05195,
l10n_bg_city.17659,17659,17659,l10n_bg_city.village,Gramade,Грамаде,KNL48-00,normal,base.bg,2679,False,l10n_bg_city.S41112,l10n_bg_city.68789,
l10n_bg_city.17703,17703,17703,l10n_bg_city.village,Gramatitsi,Граматици,VTR13-00,normal,base.bg,5099,False,l10n_bg_city.S10447,l10n_bg_city.27190,
l10n_bg_city.17720,17720,17720,l10n_bg_city.village,Granitets,Гранитец,BGS06-00,normal,base.bg,8333,False,l10n_bg_city.S07079,l10n_bg_city.17974,
l10n_bg_city.17734,17734,17734,l10n_bg_city.village,Granitovo,Гранитово,VID01-00,normal,base.bg,3914,False,l10n_bg_city.S10971,l10n_bg_city.03616,
l10n_bg_city.17765,17765,17765,l10n_bg_city.village,Granichak,Граничак,VID01-00,normal,base.bg,3934,False,l10n_bg_city.S10971,l10n_bg_city.03616,
l10n_bg_city.17779,17779,17779,l10n_bg_city.village,Granichar,Граничар,BGS06-00,normal,base.bg,8347,False,l10n_bg_city.S07079,l10n_bg_city.17974,
l10n_bg_city.17837,17837,17837,l10n_bg_city.village,Grashtitsa,Гращица,SML31-00,normal,base.bg,4845,False,l10n_bg_city.S67653,l10n_bg_city.67653,
l10n_bg_city.17840,17840,17840,l10n_bg_city.village,Greevtsi,Греевци,TGV02-00,normal,base.bg,7960,False,l10n_bg_city.S73626,l10n_bg_city.00518,
l10n_bg_city.17991,17991,17991,l10n_bg_city.village,Grablevtsi,Гръблевци,GAB05-00,normal,base.bg,5300,False,l10n_bg_city.S14218,l10n_bg_city.14218,
l10n_bg_city.18006,18006,18006,l10n_bg_city.village,Gralska padina,Грълска падина,SFO16-00,normal,base.bg,2213,False,l10n_bg_city.S68134,l10n_bg_city.23409,
l10n_bg_city.18037,18037,18037,l10n_bg_city.village,Gubesh,Губеш,SFO09-00,normal,base.bg,2255,False,l10n_bg_city.S68134,l10n_bg_city.15309,
l10n_bg_city.18040,18040,18040,l10n_bg_city.village,Gubislav,Губислав,SFO43-00,normal,base.bg,2274,False,l10n_bg_city.S68134,l10n_bg_city.65869,
l10n_bg_city.18068,18068,18068,l10n_bg_city.village,Gudevitsa,Гудевица,SML31-01,normal,base.bg,4792,False,l10n_bg_city.S67653,l10n_bg_city.67653,l10n_bg_city.00597
l10n_bg_city.18112,18112,18112,l10n_bg_city.village,Gurbanovtsi,Гурбановци,KNL29-00,normal,base.bg,2567,False,l10n_bg_city.S41112,l10n_bg_city.41112,
l10n_bg_city.18133,18133,18133,l10n_bg_city.village,Gurgulyat,Гургулят,SFO45-00,normal,base.bg,2223,False,l10n_bg_city.S68134,l10n_bg_city.67372,
l10n_bg_city.15638,15638,15638,l10n_bg_city.village,Galabovo,Гълъбово,BLG02-00,normal,base.bg,2789,False,l10n_bg_city.S04279,l10n_bg_city.03504,
l10n_bg_city.18294,18294,18294,l10n_bg_city.village,Galabovtsi,Гълъбовци,SFO45-00,normal,base.bg,2223,False,l10n_bg_city.S68134,l10n_bg_city.67372,
l10n_bg_city.18318,18318,18318,l10n_bg_city.village,Garbino,Гърбино,KNL29-00,normal,base.bg,2550,False,l10n_bg_city.S41112,l10n_bg_city.41112,
l10n_bg_city.18335,18335,18335,l10n_bg_city.village,Gardevtsi,Гърдевци,VTR13-00,normal,base.bg,5087,False,l10n_bg_city.S10447,l10n_bg_city.27190,
l10n_bg_city.18349,18349,18349,l10n_bg_city.village,Garlo,Гърло,PER08-00,normal,base.bg,2381,False,l10n_bg_city.S55871,l10n_bg_city.06286,
l10n_bg_city.18397,18397,18397,l10n_bg_city.village,Garnya,Гърня,GAB12-00,normal,base.bg,5370,False,l10n_bg_city.S14218,l10n_bg_city.23947,
l10n_bg_city.20027,20027,20027,l10n_bg_city.village,Daveri,Давери,VTR13-00,normal,base.bg,5083,False,l10n_bg_city.S10447,l10n_bg_city.27190,
l10n_bg_city.20078,20078,20078,l10n_bg_city.village,Daevtsi,Даевци,GAB35-00,normal,base.bg,5365,False,l10n_bg_city.S14218,l10n_bg_city.73403,
l10n_bg_city.20081,20081,20081,l10n_bg_city.village,Daynovtsi,Дайновци,VTR13-00,normal,base.bg,5084,False,l10n_bg_city.S10447,l10n_bg_city.27190,
l10n_bg_city.20198,20198,20198,l10n_bg_city.village,Dve topoli,Две тополи,SML02-00,normal,base.bg,4949,False,l10n_bg_city.S67653,l10n_bg_city.44402,
l10n_bg_city.20211,20211,20211,l10n_bg_city.village,Dvorishte,Дворище,SZR37-00,normal,base.bg,6193,False,l10n_bg_city.S68850,l10n_bg_city.18157,
l10n_bg_city.20225,20225,20225,l10n_bg_city.village,Debel dyal,Дебел дял,GAB05-00,normal,base.bg,5341,False,l10n_bg_city.S14218,l10n_bg_city.14218,
l10n_bg_city.20599,20599,20599,l10n_bg_city.village,Debelets,Дебелец,VAR16-00,normal,base.bg,,False,l10n_bg_city.S10135,l10n_bg_city.24565,
l10n_bg_city.20268,20268,20268,l10n_bg_city.village,Debeli rat,Дебели рът,VTR13-00,normal,base.bg,5084,False,l10n_bg_city.S10447,l10n_bg_city.27190,
l10n_bg_city.20287,20287,20287,l10n_bg_city.village,Debeltsovo,Дебелцово,GAB29-00,normal,base.bg,5436,False,l10n_bg_city.S14218,l10n_bg_city.65927,
l10n_bg_city.20290,20290,20290,l10n_bg_city.village,Debelyanovo,Дебеляново,SML02-00,normal,base.bg,4946,False,l10n_bg_city.S67653,l10n_bg_city.44402,
l10n_bg_city.20328,20328,20328,l10n_bg_city.village,Debochitsa,Дебочица,BLG03-00,normal,base.bg,2748,False,l10n_bg_city.S04279,l10n_bg_city.04279,
l10n_bg_city.20345,20345,20345,l10n_bg_city.village,Debrene,Дебрене,BLG40-00,normal,base.bg,2803,False,l10n_bg_city.S04279,l10n_bg_city.65334,
l10n_bg_city.20359,20359,20359,l10n_bg_city.village,Debrene,Дебрене,DOB15-00,normal,base.bg,9353,False,l10n_bg_city.S72624,l10n_bg_city.72624,
l10n_bg_city.20393,20393,20393,l10n_bg_city.village,Devesilitsa,Девесилица,KRZ15-00,normal,base.bg,6934,False,l10n_bg_city.S40909,l10n_bg_city.39970,
l10n_bg_city.20420,20420,20420,l10n_bg_city.village,Devetaki,Деветаки,LOV18-00,normal,base.bg,5555,False,l10n_bg_city.S43952,l10n_bg_city.43952,
l10n_bg_city.20434,20434,20434,l10n_bg_city.village,Devetatsite,Деветаците,VTR04-00,normal,base.bg,5050,False,l10n_bg_city.S10447,l10n_bg_city.10447,
l10n_bg_city.20448,20448,20448,l10n_bg_city.village,Devetintsi,Деветинци,BGS09-00,normal,base.bg,8474,False,l10n_bg_city.S07079,l10n_bg_city.36525,
l10n_bg_city.20479,20479,20479,l10n_bg_city.village,Devino,Девино,TGV02-00,normal,base.bg,7972,False,l10n_bg_city.S73626,l10n_bg_city.00518,
l10n_bg_city.20506,20506,20506,l10n_bg_city.village,Dedina,Дедина,VTR14-00,normal,base.bg,5089,False,l10n_bg_city.S10447,l10n_bg_city.30962,
l10n_bg_city.20514,20514,20514,l10n_bg_city.village,Dedintsi,Дединци,VTR14-00,normal,base.bg,5089,False,l10n_bg_city.S10447,l10n_bg_city.30962,
l10n_bg_city.20523,20523,20523,l10n_bg_city.village,Dedovo,Дедово,PDV26-29,normal,base.bg,4106,False,l10n_bg_city.S56784,l10n_bg_city.56784,l10n_bg_city.77373
l10n_bg_city.20540,20540,20540,l10n_bg_city.village,Delvino,Делвино,BLG03-00,normal,base.bg,2728,False,l10n_bg_city.S04279,l10n_bg_city.04279,
l10n_bg_city.20571,20571,20571,l10n_bg_city.village,Delova mahala,Делова махала,VTR14-06,normal,base.bg,5084,False,l10n_bg_city.S10447,l10n_bg_city.30962,l10n_bg_city.62431
l10n_bg_city.20585,20585,20585,l10n_bg_city.village,Delchevo,Делчево,BLG11-00,normal,base.bg,2917,False,l10n_bg_city.S04279,l10n_bg_city.17395,
l10n_bg_city.20612,20612,20612,l10n_bg_city.village,Delyan,Делян,KNL48-00,normal,base.bg,2652,False,l10n_bg_city.S41112,l10n_bg_city.68789,
l10n_bg_city.20626,20626,20626,l10n_bg_city.village,Delyan,Делян,SFO06-00,normal,base.bg,2225,False,l10n_bg_city.S68134,l10n_bg_city.05027,
l10n_bg_city.20630,20630,20630,l10n_bg_city.village,Delyanovtsi,Деляновци,VTR28-00,normal,base.bg,5292,False,l10n_bg_city.S10447,l10n_bg_city.65766,
l10n_bg_city.20657,20657,20657,l10n_bg_city.village,Dennitsa,Денница,JAM03-00,normal,base.bg,8726,False,l10n_bg_city.S87374,l10n_bg_city.05284,
l10n_bg_city.20660,20660,20660,l10n_bg_city.village,Denchevtsi,Денчевци,GAB12-00,normal,base.bg,5377,False,l10n_bg_city.S14218,l10n_bg_city.23947,
l10n_bg_city.20674,20674,20674,l10n_bg_city.village,Dervishka mogila,Дервишка могила,HKV28-13,normal,base.bg,6539,False,l10n_bg_city.S77195,l10n_bg_city.65677,l10n_bg_city.70055
l10n_bg_city.20715,20715,20715,l10n_bg_city.village,Dechkovtsi,Дечковци,VTR04-00,normal,base.bg,5041,False,l10n_bg_city.S10447,l10n_bg_city.10447,
l10n_bg_city.20729,20729,20729,l10n_bg_city.village,Dzhamuzovtsi,Джамузовци,SFO20-00,normal,base.bg,2060,False,l10n_bg_city.S68134,l10n_bg_city.32901,
l10n_bg_city.20818,20818,20818,l10n_bg_city.village,Dzhinchovtsi,Джинчовци,PER51-00,normal,base.bg,2483,False,l10n_bg_city.S55871,l10n_bg_city.73273,
l10n_bg_city.20852,20852,20852,l10n_bg_city.village,Dzhumriite,Джумриите,GAB05-00,normal,base.bg,5343,False,l10n_bg_city.S14218,l10n_bg_city.14218,
l10n_bg_city.20883,20883,20883,l10n_bg_city.village,Dzhurkovo,Джурково,PDV15-00,normal,base.bg,4888,False,l10n_bg_city.S56784,l10n_bg_city.44478,
l10n_bg_city.20907,20907,20907,l10n_bg_city.village,Dzhurovtsi,Джуровци,GAB12-02,normal,base.bg,5380,False,l10n_bg_city.S14218,l10n_bg_city.23947,l10n_bg_city.12677
l10n_bg_city.20941,20941,20941,l10n_bg_city.village,Diva Slatina,Дива Слатина,MON14-00,normal,base.bg,3492,False,l10n_bg_city.S48489,l10n_bg_city.14773,
l10n_bg_city.20969,20969,20969,l10n_bg_city.village,Divetsi,Дивеци,GAB05-23,normal,base.bg,5345,False,l10n_bg_city.S14218,l10n_bg_city.14218,l10n_bg_city.57675
l10n_bg_city.20972,20972,20972,l10n_bg_city.village,Divlya,Дивля,PER19-00,normal,base.bg,2457,False,l10n_bg_city.S55871,l10n_bg_city.30778,
l10n_bg_city.21035,21035,21035,l10n_bg_city.village,Dimievtsi,Димиевци,GAB35-00,normal,base.bg,5363,False,l10n_bg_city.S14218,l10n_bg_city.73403,
l10n_bg_city.21049,21049,21049,l10n_bg_city.village,Dimitrievo,Димитриево,SZR36-00,normal,base.bg,6259,False,l10n_bg_city.S68850,l10n_bg_city.81414,
l10n_bg_city.21066,21066,21066,l10n_bg_city.village,Dimitrovtsi,Димитровци,VTR04-00,normal,base.bg,5050,False,l10n_bg_city.S10447,l10n_bg_city.10447,
l10n_bg_city.21107,21107,21107,l10n_bg_city.village,Dimovo,Димово,SML31-00,normal,base.bg,4757,False,l10n_bg_city.S67653,l10n_bg_city.67653,
l10n_bg_city.21110,21110,21110,l10n_bg_city.village,Dimovtsi,Димовци,VTR04-00,normal,base.bg,5035,False,l10n_bg_city.S10447,l10n_bg_city.10447,
l10n_bg_city.21124,21124,21124,l10n_bg_city.village,Dimovtsi,Димовци,SZR37-00,normal,base.bg,6192,False,l10n_bg_city.S68850,l10n_bg_city.18157,
l10n_bg_city.21186,21186,21186,l10n_bg_city.village,Dinkovitsa,Динковица,VID09-00,normal,base.bg,3783,False,l10n_bg_city.S10971,l10n_bg_city.10971,
