id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,state_id/id,l10n_bg_municipality_id/id,l10n_bg_city_hall_id/id,l10n_bg_structure_type,country_id/id
l10n_bg.39757,39757,l10n_bg_city.village,Kriva krusha,SLV16-00,l10n_bg.S67338,l10n_bg.51809,,normal,base.bg
l10n_bg.39801,39801,l10n_bg_city.village,Krivini,VAR13-00,l10n_bg.S10135,l10n_bg.21912,,normal,base.bg
l10n_bg.39855,39855,l10n_bg_city.village,Krivonos,PER08-00,l10n_bg.S55871,l10n_bg.06286,,normal,base.bg
l10n_bg.39880,39880,l10n_bg_city.village,Krilyuvtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.39997,39997,l10n_bg_city.village,Krumovo,KNL27-00,l10n_bg.S41112,l10n_bg.39116,,normal,base.bg
l10n_bg.40035,40035,l10n_bg_city.village,Krumchevtsi,VTR13-09,l10n_bg.S10447,l10n_bg.27190,l10n_bg.38337,normal,base.bg
l10n_bg.40049,40049,l10n_bg_city.village,Krupen,DOB17-00,l10n_bg.S72624,l10n_bg.35064,,normal,base.bg
l10n_bg.40066,40066,l10n_bg_city.village,Krusha,VAR01-00,l10n_bg.S10135,l10n_bg.00084,,normal,base.bg
l10n_bg.40070,40070,l10n_bg_city.village,Krusha,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.40110,40110,l10n_bg_city.village,Krushev dol,SML16-00,l10n_bg.S67653,l10n_bg.46045,,normal,base.bg
l10n_bg.40186,40186,l10n_bg_city.village,Krushka,KRZ16-00,l10n_bg.S40909,l10n_bg.40909,,normal,base.bg
l10n_bg.40227,40227,l10n_bg_city.village,Krushovitsa,SFO17-02,l10n_bg.S68134,l10n_bg.27303,l10n_bg.14074,normal,base.bg
l10n_bg.40230,40230,l10n_bg_city.village,Krushovo,BGS09-00,l10n_bg.S07079,l10n_bg.36525,,normal,base.bg
l10n_bg.40244,40244,l10n_bg_city.village,Krushovo,PDV15-00,l10n_bg.S56784,l10n_bg.44478,,normal,base.bg
l10n_bg.40258,40258,l10n_bg_city.village,Krusholak,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.40302,40302,l10n_bg_city.village,Krandzhilitsa,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.40316,40316,l10n_bg_city.village,Krancha,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.40326,40326,l10n_bg_city.village,Krastatitsa,SML02-00,l10n_bg.S67653,l10n_bg.44402,,normal,base.bg
l10n_bg.40350,40350,l10n_bg_city.village,Krastenyatsite,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.40364,40364,l10n_bg_city.village,Krastets,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.40378,40378,l10n_bg_city.village,Krastiltsi,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.40419,40419,l10n_bg_city.village,Kubadin,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.40470,40470,l10n_bg_city.village,Kuklya,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.40498,40498,l10n_bg_city.village,Kukuvitsa,SML31-41,l10n_bg.S67653,l10n_bg.67653,l10n_bg.83274,normal,base.bg
l10n_bg.40508,40508,l10n_bg_city.village,Kukurahtsevo,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.40587,40587,l10n_bg_city.village,Kumanite,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.40659,40659,l10n_bg_city.village,Kupen,GAB29-00,l10n_bg.S14218,l10n_bg.65927,,normal,base.bg
l10n_bg.40751,40751,l10n_bg_city.village,Kutlovitsa,SLS01-00,l10n_bg.S66425,l10n_bg.00415,,normal,base.bg
l10n_bg.40765,40765,l10n_bg_city.village,Kutugertsi,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.40779,40779,l10n_bg_city.village,Kutsarovtsi,VTR04-24,l10n_bg.S10447,l10n_bg.10447,l10n_bg.56602,normal,base.bg
l10n_bg.40796,40796,l10n_bg_city.village,Kutsovo,KRZ35-36,l10n_bg.S40909,l10n_bg.81236,l10n_bg.80830,normal,base.bg
l10n_bg.40806,40806,l10n_bg_city.village,Kushla,SML11-00,l10n_bg.S67653,l10n_bg.31111,,normal,base.bg
l10n_bg.40840,40840,l10n_bg_city.village,Kalnovo,SHU25-00,l10n_bg.S83510,l10n_bg.67708,,normal,base.bg
l10n_bg.40871,40871,l10n_bg_city.village,Kapinets,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.40926,40926,l10n_bg_city.village,Karlanovo,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.40943,40943,l10n_bg_city.village,Karpachevo,LOV17-00,l10n_bg.S43952,l10n_bg.43476,,normal,base.bg
l10n_bg.40957,40957,l10n_bg_city.village,Karpelevo,BLG49-00,l10n_bg.S04279,l10n_bg.69969,,normal,base.bg
l10n_bg.40960,40960,l10n_bg_city.village,Kartipanya,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.40974,40974,l10n_bg_city.village,Kartozhabene,PVN24-00,l10n_bg.S56722,l10n_bg.56722,,normal,base.bg
l10n_bg.40991,40991,l10n_bg_city.village,Karshalevo,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.41040,41040,l10n_bg_city.village,Kashle,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.41099,41099,l10n_bg_city.village,Kyosevtsi,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.43013,43013,l10n_bg_city.village,Lagerite,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.43027,43027,l10n_bg_city.village,Lagoshevtsi,VID16-00,l10n_bg.S10971,l10n_bg.21097,,normal,base.bg
l10n_bg.43030,43030,l10n_bg_city.village,Ladarevo,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.43061,43061,l10n_bg_city.village,Lazartsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.43116,43116,l10n_bg_city.village,Lalkovo,JAM07-00,l10n_bg.S87374,l10n_bg.27382,,normal,base.bg
l10n_bg.43128,43128,l10n_bg_city.village,Lambuh,HKV11-00,l10n_bg.S77195,l10n_bg.32024,,normal,base.bg
l10n_bg.43147,43147,l10n_bg_city.village,Laskar,PVN24-00,l10n_bg.S56722,l10n_bg.56722,,normal,base.bg
l10n_bg.43164,43164,l10n_bg_city.village,Latinka,KRZ02-14,l10n_bg.S40909,l10n_bg.00607,l10n_bg.44584,normal,base.bg
l10n_bg.43195,43195,l10n_bg_city.village,Leva reka,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.44906,44906,l10n_bg_city.village,Levishte,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.43267,43267,l10n_bg_city.village,Lelintsi,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.43308,43308,l10n_bg_city.village,Lensko,HKV11-07,l10n_bg.S77195,l10n_bg.32024,l10n_bg.29101,normal,base.bg
l10n_bg.43339,43339,l10n_bg_city.village,Lesicharka,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.43342,43342,l10n_bg_city.village,Lesiche,VTR13-11,l10n_bg.S10447,l10n_bg.27190,l10n_bg.46125,normal,base.bg
l10n_bg.43373,43373,l10n_bg_city.village,Leska,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.43390,43390,l10n_bg_city.village,Leskovdol,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.43414,43414,l10n_bg_city.village,Leskovets,MON02-00,l10n_bg.S48489,l10n_bg.03928,,normal,base.bg
l10n_bg.43484,43484,l10n_bg_city.village,Letnitsa,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.43493,43493,l10n_bg_city.village,Letovnik,KRZ21-00,l10n_bg.S40909,l10n_bg.48996,,normal,base.bg
l10n_bg.43503,43503,l10n_bg_city.village,Lehovo,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.43548,43548,l10n_bg_city.village,Leshnikovo,HKV33-00,l10n_bg.S77195,l10n_bg.77181,,normal,base.bg
l10n_bg.43551,43551,l10n_bg_city.village,Leshnikovtsi,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.43579,43579,l10n_bg_city.village,Leshnitsa,LOV18-00,l10n_bg.S43952,l10n_bg.43952,,normal,base.bg
l10n_bg.43606,43606,l10n_bg_city.village,Leshten,BLG13-00,l10n_bg.S04279,l10n_bg.18366,,normal,base.bg
l10n_bg.43615,43615,l10n_bg_city.village,Leyarovo,JAM22-00,l10n_bg.S87374,l10n_bg.69660,,normal,base.bg
l10n_bg.43637,43637,l10n_bg_city.village,Livade,SML16-07,l10n_bg.S67653,l10n_bg.46045,l10n_bg.12718,normal,base.bg
l10n_bg.43668,43668,l10n_bg_city.village,Lilekovo,SML38-00,l10n_bg.S67653,l10n_bg.80371,,normal,base.bg
l10n_bg.43671,43671,l10n_bg_city.village,Lilkovo,PDV26-00,l10n_bg.S56784,l10n_bg.56784,,normal,base.bg
l10n_bg.43726,43726,l10n_bg_city.village,Limets,KRZ15-00,l10n_bg.S40909,l10n_bg.39970,,normal,base.bg
l10n_bg.43743,43743,l10n_bg_city.village,Lipets,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.43757,43757,l10n_bg_city.village,Lipintsi,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.43788,43788,l10n_bg_city.village,Lipnitsa,SFO07-00,l10n_bg.S68134,l10n_bg.05815,,normal,base.bg
l10n_bg.43815,43815,l10n_bg_city.village,Lisets,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.43832,43832,l10n_bg_city.village,Lisets,SFO39-00,l10n_bg.S68134,l10n_bg.65231,,normal,base.bg
l10n_bg.43846,43846,l10n_bg_city.village,Lisi vrah,SHU18-00,l10n_bg.S83510,l10n_bg.36079,,normal,base.bg
l10n_bg.43856,43856,l10n_bg_city.village,Lisitsite,KRZ16-41,l10n_bg.S40909,l10n_bg.40909,l10n_bg.83315,normal,base.bg
l10n_bg.43863,43863,l10n_bg_city.village,Lisia,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.43877,43877,l10n_bg_city.village,Lisovo,HKV28-04,l10n_bg.S77195,l10n_bg.65677,l10n_bg.43205,normal,base.bg
l10n_bg.44015,44015,l10n_bg_city.village,Loza,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.63149,63149,l10n_bg_city.village,Lozen,SZR31-00,l10n_bg.S68850,l10n_bg.68850,,normal,base.bg
l10n_bg.44121,44121,l10n_bg_city.village,Lozenitsa,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.44149,44149,l10n_bg_city.village,Lozitsa,BGS23-06,l10n_bg.S07079,l10n_bg.70247,l10n_bg.17909,normal,base.bg
l10n_bg.44179,44179,l10n_bg_city.village,Loznitsa,DOB12-00,l10n_bg.S72624,l10n_bg.14711,,normal,base.bg
l10n_bg.44210,44210,l10n_bg_city.village,Lokvata,KNL04-00,l10n_bg.S41112,l10n_bg.04501,,normal,base.bg
l10n_bg.44255,44255,l10n_bg_city.village,Lomnitsa,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.44269,44269,l10n_bg_city.village,Lomnitsa,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.44300,44300,l10n_bg_city.village,Lopushnya,SFO09-00,l10n_bg.S68134,l10n_bg.15309,,normal,base.bg
l10n_bg.44361,44361,l10n_bg_city.village,Lavovo,KRZ16-06,l10n_bg.S40909,l10n_bg.40909,l10n_bg.12053,normal,base.bg
l10n_bg.44447,44447,l10n_bg_city.village,Lakavitsa,PDV15-00,l10n_bg.S56784,l10n_bg.44478,,normal,base.bg
l10n_bg.44464,44464,l10n_bg_city.village,Laki,BLG52-00,l10n_bg.S04279,l10n_bg.77058,,normal,base.bg
l10n_bg.44553,44553,l10n_bg_city.village,Lyubenovo,HKV34-00,l10n_bg.S77195,l10n_bg.77195,,normal,base.bg
l10n_bg.44567,44567,l10n_bg_city.village,Lyubentsi,VTR31-00,l10n_bg.S10447,l10n_bg.69633,,normal,base.bg
l10n_bg.44611,44611,l10n_bg_city.village,Lyubnitsa,SFO20-00,l10n_bg.S68134,l10n_bg.32901,,normal,base.bg
l10n_bg.44625,44625,l10n_bg_city.village,Lyubovishte,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.44639,44639,l10n_bg_city.village,Lyubovka,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.44673,44673,l10n_bg_city.village,Lyulka,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.44687,44687,l10n_bg_city.village,Lyulyak,SZR31-00,l10n_bg.S68850,l10n_bg.68850,,normal,base.bg
l10n_bg.44776,44776,l10n_bg_city.village,Lyava reka,SZR37-00,l10n_bg.S68850,l10n_bg.18157,,normal,base.bg
l10n_bg.44781,44781,l10n_bg_city.village,Lyalintsi,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.44817,44817,l10n_bg_city.village,Lyaskovo,BGS01-00,l10n_bg.S07079,l10n_bg.00151,,normal,base.bg
l10n_bg.44834,44834,l10n_bg_city.village,Lyaskovo,PDV01-00,l10n_bg.S56784,l10n_bg.00702,,normal,base.bg
l10n_bg.44851,44851,l10n_bg_city.village,Lyaskovo,SZR31-00,l10n_bg.S68850,l10n_bg.68850,,normal,base.bg
l10n_bg.46019,46019,l10n_bg_city.village,Magardzhitsa,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.46108,46108,l10n_bg_city.village,Mazarachevo,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.46139,46139,l10n_bg_city.village,Maystorovo,KRZ16-26,l10n_bg.S40909,l10n_bg.40909,l10n_bg.55885,normal,base.bg
l10n_bg.46156,46156,l10n_bg_city.village,Mak,KRZ02-07,l10n_bg.S40909,l10n_bg.00607,l10n_bg.18321,normal,base.bg
l10n_bg.46259,46259,l10n_bg_city.village,Mala Rakovitsa,SFO06-00,l10n_bg.S68134,l10n_bg.05027,,normal,base.bg
l10n_bg.46317,46317,l10n_bg_city.village,Mali Varbovnik,KNL04-00,l10n_bg.S41112,l10n_bg.04501,,normal,base.bg
l10n_bg.46320,46320,l10n_bg_city.village,Mali Drenovets,VID16-00,l10n_bg.S10971,l10n_bg.21097,,normal,base.bg
l10n_bg.46334,46334,l10n_bg_city.village,Mali izvor,DOB27-00,l10n_bg.S72624,l10n_bg.72271,,normal,base.bg
l10n_bg.46348,46348,l10n_bg_city.village,Malina,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.46365,46365,l10n_bg_city.village,Malini,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.46437,46437,l10n_bg_city.village,Malka Zhelyazna,LOV33-00,l10n_bg.S43952,l10n_bg.72343,,normal,base.bg
l10n_bg.46454,46454,l10n_bg_city.village,Malka Smolnitsa,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.46468,46468,l10n_bg_city.village,Malka Cherkovna,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.46485,46485,l10n_bg_city.village,Malki Balgareni,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.46499,46499,l10n_bg_city.village,Malki Voden,HKV18-00,l10n_bg.S77195,l10n_bg.46084,,normal,base.bg
l10n_bg.46512,46512,l10n_bg_city.village,Malki Stanchovtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.46526,46526,l10n_bg_city.village,Malki Tsalim,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.46557,46557,l10n_bg_city.village,Malko Bryagovo,HKV18-00,l10n_bg.S77195,l10n_bg.46084,,normal,base.bg
l10n_bg.46588,46588,l10n_bg_city.village,Malko Dryanovo,SZR04-00,l10n_bg.S68850,l10n_bg.06183,,normal,base.bg
l10n_bg.46615,46615,l10n_bg_city.village,Malko Kirilovo,JAM07-14,l10n_bg.S87374,l10n_bg.27382,l10n_bg.47768,normal,base.bg
l10n_bg.46629,46629,l10n_bg_city.village,Malko Krushevo,SML02-00,l10n_bg.S67653,l10n_bg.44402,,normal,base.bg
l10n_bg.46632,46632,l10n_bg_city.village,Malko Popovo,HKV18-00,l10n_bg.S77195,l10n_bg.46084,,normal,base.bg
l10n_bg.46766,46766,l10n_bg_city.village,Malo Malovo,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.46807,46807,l10n_bg_city.village,Malo Peshtene,VRC10-00,l10n_bg.S12259,l10n_bg.12259,,normal,base.bg
l10n_bg.46735,46735,l10n_bg_city.village,Malogradets,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.49655,49655,l10n_bg_city.village,Malusha,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.46855,46855,l10n_bg_city.village,Malchovtsi,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.46869,46869,l10n_bg_city.village,Malchovtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.49998,49998,l10n_bg_city.village,Malak dol,SZR04-00,l10n_bg.S68850,l10n_bg.06183,,normal,base.bg
l10n_bg.46989,46989,l10n_bg_city.village,Manastir,PDV15-00,l10n_bg.S56784,l10n_bg.44478,,normal,base.bg
l10n_bg.47007,47007,l10n_bg_city.village,Manastiritsa,TGV24-00,l10n_bg.S73626,l10n_bg.57649,,normal,base.bg
l10n_bg.47024,47024,l10n_bg_city.village,Manastirishte,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.47069,47069,l10n_bg_city.village,Mandritsa,HKV11-00,l10n_bg.S77195,l10n_bg.32024,,normal,base.bg
l10n_bg.47072,47072,l10n_bg_city.village,Manevtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.47127,47127,l10n_bg_city.village,Manoya,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.47130,47130,l10n_bg_city.village,Manushevtsi,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.47144,47144,l10n_bg_city.village,Manchevo,KRZ21-04,l10n_bg.S40909,l10n_bg.48996,l10n_bg.12293,normal,base.bg
l10n_bg.47158,47158,l10n_bg_city.village,Marafeltsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.47175,47175,l10n_bg_city.village,Margovtsi,VTR04-09,l10n_bg.S10447,l10n_bg.10447,l10n_bg.12098,normal,base.bg
l10n_bg.47250,47250,l10n_bg_city.village,Marino pole,PDV13-00,l10n_bg.S56784,l10n_bg.36498,,normal,base.bg
l10n_bg.47227,47227,l10n_bg_city.village,Marinovtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.47305,47305,l10n_bg_city.village,Markovo,SZR04-00,l10n_bg.S68850,l10n_bg.06183,,normal,base.bg
l10n_bg.47322,47322,l10n_bg_city.village,Markovo ravnishte,VRC32-00,l10n_bg.S12259,l10n_bg.62997,,normal,base.bg
l10n_bg.47342,47342,l10n_bg_city.village,Martino,KRZ16-00,l10n_bg.S40909,l10n_bg.40909,,normal,base.bg
l10n_bg.47384,47384,l10n_bg_city.village,Marutsekovtsi,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.47411,47411,l10n_bg_city.village,Marchino,TGV24-00,l10n_bg.S73626,l10n_bg.57649,,normal,base.bg
l10n_bg.47425,47425,l10n_bg_city.village,Maryan,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.47456,47456,l10n_bg_city.village,Mateshovtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.47468,47468,l10n_bg_city.village,Matochina,HKV28-00,l10n_bg.S77195,l10n_bg.65677,,normal,base.bg
l10n_bg.47473,47473,l10n_bg_city.village,Mahalata,BLG49-00,l10n_bg.S04279,l10n_bg.69969,,normal,base.bg
l10n_bg.47487,47487,l10n_bg_city.village,Mahalnitsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.47545,47545,l10n_bg_city.village,Meden buk,HKV11-05,l10n_bg.S77195,l10n_bg.32024,l10n_bg.22705,normal,base.bg
l10n_bg.47583,47583,l10n_bg_city.village,Medeshevtsi,VID15-00,l10n_bg.S10971,l10n_bg.17645,,normal,base.bg
l10n_bg.47679,47679,l10n_bg_city.village,Medovo,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.47706,47706,l10n_bg_city.village,Mezhdeni,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.47929,47929,l10n_bg_city.village,Metohia,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.47994,47994,l10n_bg_city.village,Mechkovitsa,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.48009,48009,l10n_bg_city.village,Mechkovtsi,SFO20-00,l10n_bg.S68134,l10n_bg.32901,,normal,base.bg
l10n_bg.48012,48012,l10n_bg_city.village,Mechkul,BLG44-00,l10n_bg.S04279,l10n_bg.66460,,normal,base.bg
l10n_bg.48026,48026,l10n_bg_city.village,Mechovo,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.48057,48057,l10n_bg_city.village,Miykovtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.48088,48088,l10n_bg_city.village,Miladinovtsi,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.48146,48146,l10n_bg_city.village,Mile,SML16-00,l10n_bg.S67653,l10n_bg.46045,,normal,base.bg
l10n_bg.48177,48177,l10n_bg_city.village,Milevtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.48194,48194,l10n_bg_city.village,Milino,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.48218,48218,l10n_bg_city.village,Milkovo,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.48235,48235,l10n_bg_city.village,Milkovtsi,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.48249,48249,l10n_bg_city.village,Milkyovtsi,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.48252,48252,l10n_bg_city.village,Miloslavtsi,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.48266,48266,l10n_bg_city.village,Milchina laka,VID15-00,l10n_bg.S10971,l10n_bg.17645,,normal,base.bg
l10n_bg.48283,48283,l10n_bg_city.village,Minevtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.48338,48338,l10n_bg_city.village,Mirovets,TGV35-00,l10n_bg.S73626,l10n_bg.73626,,normal,base.bg
l10n_bg.48409,48409,l10n_bg_city.village,Mirolyubovo,BGS04-00,l10n_bg.S07079,l10n_bg.07079,,normal,base.bg
l10n_bg.48430,48430,l10n_bg_city.village,Mirchovtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.48475,48475,l10n_bg_city.village,Mitrovtsi,MON36-00,l10n_bg.S48489,l10n_bg.81390,,normal,base.bg
l10n_bg.48516,48516,l10n_bg_city.village,Mihaylovtsi,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.48533,48533,l10n_bg_city.village,Mihalich,HKV28-05,l10n_bg.S77195,l10n_bg.65677,l10n_bg.65677,normal,base.bg
l10n_bg.48581,48581,l10n_bg_city.village,Mihovtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.48605,48605,l10n_bg_city.village,Michkovtsi,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.48636,48636,l10n_bg_city.village,Mishemorkov han,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.48667,48667,l10n_bg_city.village,Mladezhko,BGS12-07,l10n_bg.S07079,l10n_bg.46663,l10n_bg.30483,normal,base.bg
l10n_bg.48742,48742,l10n_bg_city.village,Mlechevo,GAB29-00,l10n_bg.S14218,l10n_bg.65927,,normal,base.bg
l10n_bg.48800,48800,l10n_bg_city.village,Mogilite,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.48828,48828,l10n_bg_city.village,Mogilishte,DOB17-00,l10n_bg.S72624,l10n_bg.35064,,normal,base.bg
l10n_bg.48831,48831,l10n_bg_city.village,Mogilovo,SZR36-00,l10n_bg.S68850,l10n_bg.81414,,normal,base.bg
l10n_bg.48951,48951,l10n_bg_city.village,Momin sbor,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.48917,48917,l10n_bg_city.village,Momina salza,KRZ21-07,l10n_bg.S40909,l10n_bg.48996,l10n_bg.18126,normal,base.bg
l10n_bg.48934,48934,l10n_bg_city.village,Momino,HKV34-19,l10n_bg.S77195,l10n_bg.77195,l10n_bg.39863,normal,base.bg
l10n_bg.49062,49062,l10n_bg_city.village,Morovetsite,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.49151,49151,l10n_bg_city.village,Mostovo,PDV01-00,l10n_bg.S56784,l10n_bg.00702,,normal,base.bg
l10n_bg.49165,49165,l10n_bg_city.village,Mochure,SML27-00,l10n_bg.S67653,l10n_bg.63207,,normal,base.bg
l10n_bg.49179,49179,l10n_bg_city.village,Moshtanets,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.49182,49182,l10n_bg_city.village,Mraketintsi,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.49196,49196,l10n_bg_city.village,Mramor,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.49237,49237,l10n_bg_city.village,Mrahori,GAB05-23,l10n_bg.S14218,l10n_bg.14218,l10n_bg.57675,normal,base.bg
l10n_bg.49240,49240,l10n_bg_city.village,Mrachenik,PDV13-00,l10n_bg.S56784,l10n_bg.36498,,normal,base.bg
