id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,state_id/id,l10n_bg_municipality_id/id,l10n_bg_city_hall_id/id,l10n_bg_structure_type,country_id/id
l10n_bg.40350,40350,l10n_bg_city.village,Кръстеняците,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.40364,40364,l10n_bg_city.village,Кръстец,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.40378,40378,l10n_bg_city.village,Кръстилци,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.40419,40419,l10n_bg_city.village,Кубадин,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.40470,40470,l10n_bg_city.village,Кукля,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.40498,40498,l10n_bg_city.village,Кукувица,SML31-41,l10n_bg.S67653,l10n_bg.67653,l10n_bg.83274,normal,base.bg
l10n_bg.40508,40508,l10n_bg_city.village,Кукурахцево,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.40587,40587,l10n_bg_city.village,Куманите,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.40659,40659,l10n_bg_city.village,Купен,GAB29-00,l10n_bg.S14218,l10n_bg.65927,,normal,base.bg
l10n_bg.40751,40751,l10n_bg_city.village,Кутловица,SLS01-00,l10n_bg.S66425,l10n_bg.00415,,normal,base.bg
l10n_bg.40765,40765,l10n_bg_city.village,Кутугерци,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.40779,40779,l10n_bg_city.village,Куцаровци,VTR04-24,l10n_bg.S10447,l10n_bg.10447,l10n_bg.56602,normal,base.bg
l10n_bg.40796,40796,l10n_bg_city.village,Куцово,KRZ35-36,l10n_bg.S40909,l10n_bg.81236,l10n_bg.80830,normal,base.bg
l10n_bg.40806,40806,l10n_bg_city.village,Кушла,SML11-00,l10n_bg.S67653,l10n_bg.31111,,normal,base.bg
l10n_bg.40840,40840,l10n_bg_city.village,Кълново,SHU25-00,l10n_bg.S83510,l10n_bg.67708,,normal,base.bg
l10n_bg.40871,40871,l10n_bg_city.village,Къпинец,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.40926,40926,l10n_bg_city.village,Кърланово,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.40943,40943,l10n_bg_city.village,Кърпачево,LOV17-00,l10n_bg.S43952,l10n_bg.43476,,normal,base.bg
l10n_bg.40957,40957,l10n_bg_city.village,Кърпелево,BLG49-00,l10n_bg.S04279,l10n_bg.69969,,normal,base.bg
l10n_bg.40960,40960,l10n_bg_city.village,Къртипъня,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.40974,40974,l10n_bg_city.village,Къртожабене,PVN24-00,l10n_bg.S56722,l10n_bg.56722,,normal,base.bg
l10n_bg.40991,40991,l10n_bg_city.village,Кършалево,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.41040,41040,l10n_bg_city.village,Къшле,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.41099,41099,l10n_bg_city.village,Кьосевци,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.43013,43013,l10n_bg_city.village,Лагерите,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.43027,43027,l10n_bg_city.village,Лагошевци,VID16-00,l10n_bg.S10971,l10n_bg.21097,,normal,base.bg
l10n_bg.43030,43030,l10n_bg_city.village,Ладарево,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.43061,43061,l10n_bg_city.village,Лазарци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.43116,43116,l10n_bg_city.village,Лалково,JAM07-00,l10n_bg.S87374,l10n_bg.27382,,normal,base.bg
l10n_bg.43128,43128,l10n_bg_city.village,Ламбух,HKV11-00,l10n_bg.S77195,l10n_bg.32024,,normal,base.bg
l10n_bg.43147,43147,l10n_bg_city.village,Ласкар,PVN24-00,l10n_bg.S56722,l10n_bg.56722,,normal,base.bg
l10n_bg.43164,43164,l10n_bg_city.village,Латинка,KRZ02-14,l10n_bg.S40909,l10n_bg.00607,l10n_bg.44584,normal,base.bg
l10n_bg.43195,43195,l10n_bg_city.village,Лева река,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.44906,44906,l10n_bg_city.village,Левище,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.43267,43267,l10n_bg_city.village,Лелинци,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.43308,43308,l10n_bg_city.village,Ленско,HKV11-07,l10n_bg.S77195,l10n_bg.32024,l10n_bg.29101,normal,base.bg
l10n_bg.43339,43339,l10n_bg_city.village,Лесичарка,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.43342,43342,l10n_bg_city.village,Лесиче,VTR13-11,l10n_bg.S10447,l10n_bg.27190,l10n_bg.46125,normal,base.bg
l10n_bg.43373,43373,l10n_bg_city.village,Леска,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.43390,43390,l10n_bg_city.village,Лесковдол,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.43414,43414,l10n_bg_city.village,Лесковец,MON02-00,l10n_bg.S48489,l10n_bg.03928,,normal,base.bg
l10n_bg.43484,43484,l10n_bg_city.village,Летница,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.43493,43493,l10n_bg_city.village,Летовник,KRZ21-00,l10n_bg.S40909,l10n_bg.48996,,normal,base.bg
l10n_bg.43503,43503,l10n_bg_city.village,Лехово,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.43548,43548,l10n_bg_city.village,Лешниково,HKV33-00,l10n_bg.S77195,l10n_bg.77181,,normal,base.bg
l10n_bg.43551,43551,l10n_bg_city.village,Лешниковци,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.43579,43579,l10n_bg_city.village,Лешница,LOV18-00,l10n_bg.S43952,l10n_bg.43952,,normal,base.bg
l10n_bg.43606,43606,l10n_bg_city.village,Лещен,BLG13-00,l10n_bg.S04279,l10n_bg.18366,,normal,base.bg
l10n_bg.43615,43615,l10n_bg_city.village,Леярово,JAM22-00,l10n_bg.S87374,l10n_bg.69660,,normal,base.bg
l10n_bg.43637,43637,l10n_bg_city.village,Ливаде,SML16-07,l10n_bg.S67653,l10n_bg.46045,l10n_bg.12718,normal,base.bg
l10n_bg.43668,43668,l10n_bg_city.village,Лилеково,SML38-00,l10n_bg.S67653,l10n_bg.80371,,normal,base.bg
l10n_bg.43671,43671,l10n_bg_city.village,Лилково,PDV26-00,l10n_bg.S56784,l10n_bg.56784,,normal,base.bg
l10n_bg.43726,43726,l10n_bg_city.village,Лимец,KRZ15-00,l10n_bg.S40909,l10n_bg.39970,,normal,base.bg
l10n_bg.43743,43743,l10n_bg_city.village,Липец,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.43757,43757,l10n_bg_city.village,Липинци,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.43788,43788,l10n_bg_city.village,Липница,SFO07-00,l10n_bg.S68134,l10n_bg.05815,,normal,base.bg
l10n_bg.43815,43815,l10n_bg_city.village,Лисец,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.43832,43832,l10n_bg_city.village,Лисец,SFO39-00,l10n_bg.S68134,l10n_bg.65231,,normal,base.bg
l10n_bg.43846,43846,l10n_bg_city.village,Лиси връх,SHU18-00,l10n_bg.S83510,l10n_bg.36079,,normal,base.bg
l10n_bg.43856,43856,l10n_bg_city.village,Лисиците,KRZ16-41,l10n_bg.S40909,l10n_bg.40909,l10n_bg.83315,normal,base.bg
l10n_bg.43863,43863,l10n_bg_city.village,Лисия,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.43877,43877,l10n_bg_city.village,Лисово,HKV28-04,l10n_bg.S77195,l10n_bg.65677,l10n_bg.43205,normal,base.bg
l10n_bg.44015,44015,l10n_bg_city.village,Лоза,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.63149,63149,l10n_bg_city.village,Лозен,SZR31-00,l10n_bg.S68850,l10n_bg.68850,,normal,base.bg
l10n_bg.44121,44121,l10n_bg_city.village,Лозеница,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.44149,44149,l10n_bg_city.village,Лозица,BGS23-06,l10n_bg.S07079,l10n_bg.70247,l10n_bg.17909,normal,base.bg
l10n_bg.44179,44179,l10n_bg_city.village,Лозница,DOB12-00,l10n_bg.S72624,l10n_bg.14711,,normal,base.bg
l10n_bg.44210,44210,l10n_bg_city.village,Локвата,KNL04-00,l10n_bg.S41112,l10n_bg.04501,,normal,base.bg
l10n_bg.44255,44255,l10n_bg_city.village,Ломница,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.44269,44269,l10n_bg_city.village,Ломница,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.44300,44300,l10n_bg_city.village,Лопушня,SFO09-00,l10n_bg.S68134,l10n_bg.15309,,normal,base.bg
l10n_bg.44361,44361,l10n_bg_city.village,Лъвово,KRZ16-06,l10n_bg.S40909,l10n_bg.40909,l10n_bg.12053,normal,base.bg
l10n_bg.44447,44447,l10n_bg_city.village,Лъкавица,PDV15-00,l10n_bg.S56784,l10n_bg.44478,,normal,base.bg
l10n_bg.44464,44464,l10n_bg_city.village,Лъки,BLG52-00,l10n_bg.S04279,l10n_bg.77058,,normal,base.bg
l10n_bg.44553,44553,l10n_bg_city.village,Любеново,HKV34-00,l10n_bg.S77195,l10n_bg.77195,,normal,base.bg
l10n_bg.44567,44567,l10n_bg_city.village,Любенци,VTR31-00,l10n_bg.S10447,l10n_bg.69633,,normal,base.bg
l10n_bg.44611,44611,l10n_bg_city.village,Любница,SFO20-00,l10n_bg.S68134,l10n_bg.32901,,normal,base.bg
l10n_bg.44625,44625,l10n_bg_city.village,Любовище,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.44639,44639,l10n_bg_city.village,Любовка,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.44673,44673,l10n_bg_city.village,Люлка,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.44687,44687,l10n_bg_city.village,Люляк,SZR31-00,l10n_bg.S68850,l10n_bg.68850,,normal,base.bg
l10n_bg.44776,44776,l10n_bg_city.village,Лява река,SZR37-00,l10n_bg.S68850,l10n_bg.18157,,normal,base.bg
l10n_bg.44781,44781,l10n_bg_city.village,Лялинци,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.44817,44817,l10n_bg_city.village,Лясково,BGS01-00,l10n_bg.S07079,l10n_bg.00151,,normal,base.bg
l10n_bg.44834,44834,l10n_bg_city.village,Лясково,PDV01-00,l10n_bg.S56784,l10n_bg.00702,,normal,base.bg
l10n_bg.44851,44851,l10n_bg_city.village,Лясково,SZR31-00,l10n_bg.S68850,l10n_bg.68850,,normal,base.bg
l10n_bg.46019,46019,l10n_bg_city.village,Магарджица,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.46108,46108,l10n_bg_city.village,Мазарачево,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.46139,46139,l10n_bg_city.village,Майсторово,KRZ16-26,l10n_bg.S40909,l10n_bg.40909,l10n_bg.55885,normal,base.bg
l10n_bg.46156,46156,l10n_bg_city.village,Мак,KRZ02-07,l10n_bg.S40909,l10n_bg.00607,l10n_bg.18321,normal,base.bg
l10n_bg.46259,46259,l10n_bg_city.village,Мала Раковица,SFO06-00,l10n_bg.S68134,l10n_bg.05027,,normal,base.bg
l10n_bg.46317,46317,l10n_bg_city.village,Мали Върбовник,KNL04-00,l10n_bg.S41112,l10n_bg.04501,,normal,base.bg
l10n_bg.46320,46320,l10n_bg_city.village,Мали Дреновец,VID16-00,l10n_bg.S10971,l10n_bg.21097,,normal,base.bg
l10n_bg.46334,46334,l10n_bg_city.village,Мали извор,DOB27-00,l10n_bg.S72624,l10n_bg.72271,,normal,base.bg
l10n_bg.46348,46348,l10n_bg_city.village,Малина,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.46365,46365,l10n_bg_city.village,Малини,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.46437,46437,l10n_bg_city.village,Малка Желязна,LOV33-00,l10n_bg.S43952,l10n_bg.72343,,normal,base.bg
l10n_bg.46454,46454,l10n_bg_city.village,Малка Смолница,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.46468,46468,l10n_bg_city.village,Малка Черковна,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.46485,46485,l10n_bg_city.village,Малки Българени,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.46499,46499,l10n_bg_city.village,Малки Воден,HKV18-00,l10n_bg.S77195,l10n_bg.46084,,normal,base.bg
l10n_bg.46512,46512,l10n_bg_city.village,Малки Станчовци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.46526,46526,l10n_bg_city.village,Малки Цалим,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.46557,46557,l10n_bg_city.village,Малко Брягово,HKV18-00,l10n_bg.S77195,l10n_bg.46084,,normal,base.bg
l10n_bg.46588,46588,l10n_bg_city.village,Малко Дряново,SZR04-00,l10n_bg.S68850,l10n_bg.06183,,normal,base.bg
l10n_bg.46615,46615,l10n_bg_city.village,Малко Кирилово,JAM07-14,l10n_bg.S87374,l10n_bg.27382,l10n_bg.47768,normal,base.bg
l10n_bg.46629,46629,l10n_bg_city.village,Малко Крушево,SML02-00,l10n_bg.S67653,l10n_bg.44402,,normal,base.bg
l10n_bg.46632,46632,l10n_bg_city.village,Малко Попово,HKV18-00,l10n_bg.S77195,l10n_bg.46084,,normal,base.bg
l10n_bg.46766,46766,l10n_bg_city.village,Мало Малово,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.46807,46807,l10n_bg_city.village,Мало Пещене,VRC10-00,l10n_bg.S12259,l10n_bg.12259,,normal,base.bg
l10n_bg.46735,46735,l10n_bg_city.village,Малоградец,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.49655,49655,l10n_bg_city.village,Малуша,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.46855,46855,l10n_bg_city.village,Малчовци,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.46869,46869,l10n_bg_city.village,Малчовци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.49998,49998,l10n_bg_city.village,Малък дол,SZR04-00,l10n_bg.S68850,l10n_bg.06183,,normal,base.bg
l10n_bg.46989,46989,l10n_bg_city.village,Манастир,PDV15-00,l10n_bg.S56784,l10n_bg.44478,,normal,base.bg
l10n_bg.47007,47007,l10n_bg_city.village,Манастирица,TGV24-00,l10n_bg.S73626,l10n_bg.57649,,normal,base.bg
l10n_bg.47024,47024,l10n_bg_city.village,Манастирище,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.47069,47069,l10n_bg_city.village,Мандрица,HKV11-00,l10n_bg.S77195,l10n_bg.32024,,normal,base.bg
l10n_bg.47072,47072,l10n_bg_city.village,Маневци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.47127,47127,l10n_bg_city.village,Маноя,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.47130,47130,l10n_bg_city.village,Манушевци,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.47144,47144,l10n_bg_city.village,Манчево,KRZ21-04,l10n_bg.S40909,l10n_bg.48996,l10n_bg.12293,normal,base.bg
l10n_bg.47158,47158,l10n_bg_city.village,Марафелци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.47175,47175,l10n_bg_city.village,Марговци,VTR04-09,l10n_bg.S10447,l10n_bg.10447,l10n_bg.12098,normal,base.bg
l10n_bg.47250,47250,l10n_bg_city.village,Марино поле,PDV13-00,l10n_bg.S56784,l10n_bg.36498,,normal,base.bg
l10n_bg.47227,47227,l10n_bg_city.village,Мариновци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.47305,47305,l10n_bg_city.village,Марково,SZR04-00,l10n_bg.S68850,l10n_bg.06183,,normal,base.bg
l10n_bg.47322,47322,l10n_bg_city.village,Марково равнище,VRC32-00,l10n_bg.S12259,l10n_bg.62997,,normal,base.bg
l10n_bg.47342,47342,l10n_bg_city.village,Мартино,KRZ16-00,l10n_bg.S40909,l10n_bg.40909,,normal,base.bg
l10n_bg.47384,47384,l10n_bg_city.village,Маруцековци,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.47411,47411,l10n_bg_city.village,Марчино,TGV24-00,l10n_bg.S73626,l10n_bg.57649,,normal,base.bg
l10n_bg.47425,47425,l10n_bg_city.village,Марян,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.47456,47456,l10n_bg_city.village,Матешовци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.47468,47468,l10n_bg_city.village,Маточина,HKV28-00,l10n_bg.S77195,l10n_bg.65677,,normal,base.bg
l10n_bg.47473,47473,l10n_bg_city.village,Махалата,BLG49-00,l10n_bg.S04279,l10n_bg.69969,,normal,base.bg
l10n_bg.47487,47487,l10n_bg_city.village,Махалници,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.47545,47545,l10n_bg_city.village,Меден бук,HKV11-05,l10n_bg.S77195,l10n_bg.32024,l10n_bg.22705,normal,base.bg
l10n_bg.47583,47583,l10n_bg_city.village,Медешевци,VID15-00,l10n_bg.S10971,l10n_bg.17645,,normal,base.bg
l10n_bg.47679,47679,l10n_bg_city.village,Медово,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.47706,47706,l10n_bg_city.village,Междени,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.47929,47929,l10n_bg_city.village,Метохия,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.47994,47994,l10n_bg_city.village,Мечковица,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.48009,48009,l10n_bg_city.village,Мечковци,SFO20-00,l10n_bg.S68134,l10n_bg.32901,,normal,base.bg
l10n_bg.48012,48012,l10n_bg_city.village,Мечкул,BLG44-00,l10n_bg.S04279,l10n_bg.66460,,normal,base.bg
l10n_bg.48026,48026,l10n_bg_city.village,Мечово,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.48057,48057,l10n_bg_city.village,Мийковци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.48088,48088,l10n_bg_city.village,Миладиновци,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.48146,48146,l10n_bg_city.village,Миле,SML16-00,l10n_bg.S67653,l10n_bg.46045,,normal,base.bg
l10n_bg.48177,48177,l10n_bg_city.village,Милевци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.48194,48194,l10n_bg_city.village,Милино,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.48218,48218,l10n_bg_city.village,Милково,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.48235,48235,l10n_bg_city.village,Милковци,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.48249,48249,l10n_bg_city.village,Милкьовци,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.48252,48252,l10n_bg_city.village,Милославци,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.48266,48266,l10n_bg_city.village,Милчина лъка,VID15-00,l10n_bg.S10971,l10n_bg.17645,,normal,base.bg
l10n_bg.48283,48283,l10n_bg_city.village,Миневци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.48338,48338,l10n_bg_city.village,Мировец,TGV35-00,l10n_bg.S73626,l10n_bg.73626,,normal,base.bg
l10n_bg.48409,48409,l10n_bg_city.village,Миролюбово,BGS04-00,l10n_bg.S07079,l10n_bg.07079,,normal,base.bg
l10n_bg.48430,48430,l10n_bg_city.village,Мирчовци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.48475,48475,l10n_bg_city.village,Митровци,MON36-00,l10n_bg.S48489,l10n_bg.81390,,normal,base.bg
l10n_bg.48516,48516,l10n_bg_city.village,Михайловци,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.48533,48533,l10n_bg_city.village,Михалич,HKV28-05,l10n_bg.S77195,l10n_bg.65677,l10n_bg.65677,normal,base.bg
l10n_bg.48581,48581,l10n_bg_city.village,Миховци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.48605,48605,l10n_bg_city.village,Мичковци,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.48636,48636,l10n_bg_city.village,Мишеморков хан,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.48667,48667,l10n_bg_city.village,Младежко,BGS12-07,l10n_bg.S07079,l10n_bg.46663,l10n_bg.30483,normal,base.bg
l10n_bg.48742,48742,l10n_bg_city.village,Млечево,GAB29-00,l10n_bg.S14218,l10n_bg.65927,,normal,base.bg
l10n_bg.48800,48800,l10n_bg_city.village,Могилите,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.48828,48828,l10n_bg_city.village,Могилище,DOB17-00,l10n_bg.S72624,l10n_bg.35064,,normal,base.bg
l10n_bg.48831,48831,l10n_bg_city.village,Могилово,SZR36-00,l10n_bg.S68850,l10n_bg.81414,,normal,base.bg
l10n_bg.48951,48951,l10n_bg_city.village,Момин сбор,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.48917,48917,l10n_bg_city.village,Момина сълза,KRZ21-07,l10n_bg.S40909,l10n_bg.48996,l10n_bg.18126,normal,base.bg
l10n_bg.48934,48934,l10n_bg_city.village,Момино,HKV34-19,l10n_bg.S77195,l10n_bg.77195,l10n_bg.39863,normal,base.bg
l10n_bg.49062,49062,l10n_bg_city.village,Моровеците,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.49151,49151,l10n_bg_city.village,Мостово,PDV01-00,l10n_bg.S56784,l10n_bg.00702,,normal,base.bg
l10n_bg.49165,49165,l10n_bg_city.village,Мочуре,SML27-00,l10n_bg.S67653,l10n_bg.63207,,normal,base.bg
l10n_bg.49179,49179,l10n_bg_city.village,Мощанец,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.49182,49182,l10n_bg_city.village,Мракетинци,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.49196,49196,l10n_bg_city.village,Мрамор,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.49237,49237,l10n_bg_city.village,Мрахори,GAB05-23,l10n_bg.S14218,l10n_bg.14218,l10n_bg.57675,normal,base.bg
l10n_bg.49240,49240,l10n_bg_city.village,Мраченик,PDV13-00,l10n_bg.S56784,l10n_bg.36498,,normal,base.bg
l10n_bg.49271,49271,l10n_bg_city.village,Мръзеци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.49326,49326,l10n_bg_city.village,Мурга,KRZ35-17,l10n_bg.S40909,l10n_bg.81236,l10n_bg.55395,normal,base.bg
l10n_bg.49334,49334,l10n_bg_city.village,Мургаш,SFO09-00,l10n_bg.S68134,l10n_bg.15309,,normal,base.bg
l10n_bg.49357,49357,l10n_bg_city.village,Мурено,PER19-00,l10n_bg.S55871,l10n_bg.30778,,normal,base.bg
l10n_bg.49374,49374,l10n_bg_city.village,Муртинци,PER08-00,l10n_bg.S55871,l10n_bg.06286,,normal,base.bg
l10n_bg.49401,49401,l10n_bg_city.village,Мусево,KRZ02-00,l10n_bg.S40909,l10n_bg.00607,,normal,base.bg
l10n_bg.49450,49450,l10n_bg_city.village,Мухово,SFO20-00,l10n_bg.S68134,l10n_bg.32901,,normal,base.bg
l10n_bg.49463,49463,l10n_bg_city.village,Муця,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.49549,49549,l10n_bg_city.village,Мъдрино,BGS09-00,l10n_bg.S07079,l10n_bg.36525,,normal,base.bg
l10n_bg.49566,49566,l10n_bg_city.village,Мърводол,KNL31-00,l10n_bg.S41112,l10n_bg.51216,,normal,base.bg
l10n_bg.49583,49583,l10n_bg_city.village,Мъртвината,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.49624,49624,l10n_bg_city.village,Мътеница,PDV37-00,l10n_bg.S56784,l10n_bg.77270,,normal,base.bg
l10n_bg.51038,51038,l10n_bg_city.village,Надарци,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.51086,51086,l10n_bg_city.village,Нане,KRZ14-26,l10n_bg.S40909,l10n_bg.36926,l10n_bg.47891,normal,base.bg
l10n_bg.51130,51130,l10n_bg_city.village,Насалевци,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.51175,51175,l10n_bg_city.village,Нацовци,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.51189,51189,l10n_bg_city.village,Начево,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.51192,51192,l10n_bg_city.village,Небеска,KRZ35-00,l10n_bg.S40909,l10n_bg.81236,,normal,base.bg
l10n_bg.51278,51278,l10n_bg_city.village,Негованци,PER36-00,l10n_bg.S55871,l10n_bg.61577,,normal,base.bg
l10n_bg.51322,51322,l10n_bg_city.village,Неделище,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.51336,51336,l10n_bg_city.village,Неделкова Гращица,KNL31-00,l10n_bg.S41112,l10n_bg.51216,,normal,base.bg
l10n_bg.51343,51343,l10n_bg_city.village,Неделково,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
