id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,state_id/id,l10n_bg_municipality_id/id,l10n_bg_structure_type,country_id/id
l10n_bg.04844,04844,l10n_bg.village,Бодрово,HKV09-01,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
l10n_bg.04902,04902,l10n_bg.village,Божак,KRZ16-53,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.04916,04916,l10n_bg.village,Божан,DOB27-04,l10n_bg.S72624,l10n_bg.72271,cityhall,base.bg
l10n_bg.04947,04947,l10n_bg.village,Божевци,SLV20-04,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.05013,05013,l10n_bg.village,Божурица,PVN10-03,l10n_bg.S56722,l10n_bg.22215,cityhall,base.bg
l10n_bg.05030,05030,l10n_bg.village,Божурка,TGV35-05,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.05058,05058,l10n_bg.village,Божурово,RAZ16-03,l10n_bg.S61710,l10n_bg.40422,cityhall,base.bg
l10n_bg.05061,05061,l10n_bg.village,Божурово,DOB15-07,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.05075,05075,l10n_bg.village,Божурово,SHU10-01,l10n_bg.S83510,l10n_bg.12766,cityhall,base.bg
l10n_bg.05089,05089,l10n_bg.village,Божурци,KRZ35-24,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.05102,05102,l10n_bg.village,Бозвелийско,VAR24-02,l10n_bg.S10135,l10n_bg.58503,cityhall,base.bg
l10n_bg.17960,17960,l10n_bg.village,Боздуганово,SZR27-04,l10n_bg.S68850,l10n_bg.61460,cityhall,base.bg
l10n_bg.05124,05124,l10n_bg.village,Боил,SLS10-01,l10n_bg.S66425,l10n_bg.24030,cityhall,base.bg
l10n_bg.05205,05205,l10n_bg.village,Бойно,KRZ16-03,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.05270,05270,l10n_bg.village,Болярино,PDV25-07,l10n_bg.S56784,l10n_bg.62075,cityhall,base.bg
l10n_bg.05298,05298,l10n_bg.village,Болярски извор,HKV33-02,l10n_bg.S77195,l10n_bg.77181,cityhall,base.bg
l10n_bg.05308,05308,l10n_bg.village,Болярско,JAM25-43,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.05311,05311,l10n_bg.village,Болярци,VAR01-03,l10n_bg.S10135,l10n_bg.00084,cityhall,base.bg
l10n_bg.05325,05325,l10n_bg.village,Болярци,KRZ16-54,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.05339,05339,l10n_bg.village,Болярци,PDV28-03,l10n_bg.S56784,l10n_bg.65139,cityhall,base.bg
l10n_bg.05342,05342,l10n_bg.village,Бонево,DOB27-05,l10n_bg.S72624,l10n_bg.72271,cityhall,base.bg
l10n_bg.05356,05356,l10n_bg.village,Борец,PDV07-02,l10n_bg.S56784,l10n_bg.06361,cityhall,base.bg
l10n_bg.05365,05365,l10n_bg.village,Борие,SML27-01,l10n_bg.S67653,l10n_bg.63207,cityhall,base.bg
l10n_bg.05428,05428,l10n_bg.village,Бориловец,VID03-05,l10n_bg.S10971,l10n_bg.05195,cityhall,base.bg
l10n_bg.05431,05431,l10n_bg.village,Борилово,SZR31-04,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.05445,05445,l10n_bg.village,Борима,LOV34-05,l10n_bg.S43952,l10n_bg.73198,cityhall,base.bg
l10n_bg.05459,05459,l10n_bg.village,Боримечково,PAZ14-01,l10n_bg.S55155,l10n_bg.43369,cityhall,base.bg
l10n_bg.05476,05476,l10n_bg.village,Бориново,SML16-19,l10n_bg.S67653,l10n_bg.46045,cityhall,base.bg
l10n_bg.05480,05480,l10n_bg.village,Боринци,SLV11-02,l10n_bg.S67338,l10n_bg.39030,cityhall,base.bg
l10n_bg.05493,05493,l10n_bg.village,Борислав,PVN27-01,l10n_bg.S56722,l10n_bg.57772,cityhall,base.bg
l10n_bg.05503,05503,l10n_bg.village,Бориславци,HKV18-01,l10n_bg.S77195,l10n_bg.46084,cityhall,base.bg
l10n_bg.05517,05517,l10n_bg.village,Борисово,RSE33-02,l10n_bg.S63427,l10n_bg.67444,cityhall,base.bg
l10n_bg.05551,05551,l10n_bg.village,Боров дол,SLV24-02,l10n_bg.S67338,l10n_bg.72165,cityhall,base.bg
l10n_bg.05579,05579,l10n_bg.village,Боровина,SML16-20,l10n_bg.S67653,l10n_bg.46045,cityhall,base.bg
l10n_bg.05582,05582,l10n_bg.village,Боровица,VID01-01,l10n_bg.S10971,l10n_bg.03616,cityhall,base.bg
l10n_bg.80176,80176,l10n_bg.village,Боровица,KRZ02-27,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.05606,05606,l10n_bg.village,Борово,BLG11-02,l10n_bg.S04279,l10n_bg.17395,cityhall,base.bg
l10n_bg.05654,05654,l10n_bg.village,Боровци,MON02-04,l10n_bg.S48489,l10n_bg.03928,cityhall,base.bg
l10n_bg.05685,05685,l10n_bg.village,Борци,SHU07-01,l10n_bg.S83510,l10n_bg.10642,cityhall,base.bg
l10n_bg.05699,05699,l10n_bg.village,Боряна,VAR16-03,l10n_bg.S10135,l10n_bg.24565,cityhall,base.bg
l10n_bg.05743,05743,l10n_bg.village,Босилковци,RSE04-03,l10n_bg.S63427,l10n_bg.07603,cityhall,base.bg
l10n_bg.05757,05757,l10n_bg.village,Босна,SLS32-01,l10n_bg.S66425,l10n_bg.66665,cityhall,base.bg
l10n_bg.05791,05791,l10n_bg.village,Бостанци,KRZ35-25,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.05801,05801,l10n_bg.village,Бостина,SML31-06,l10n_bg.S67653,l10n_bg.67653,cityhall,base.bg
l10n_bg.05829,05829,l10n_bg.village,Ботево,VAR02-01,l10n_bg.S10135,l10n_bg.00182,cityhall,base.bg
l10n_bg.05863,05863,l10n_bg.village,Ботево,JAM25-04,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.05877,05877,l10n_bg.village,Ботров,RSE04-11,l10n_bg.S63427,l10n_bg.07603,cityhall,base.bg
l10n_bg.05894,05894,l10n_bg.village,Ботуня,VRC21-02,l10n_bg.S12259,l10n_bg.39846,cityhall,base.bg
l10n_bg.05921,05921,l10n_bg.village,Бохот,PVN24-02,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.05949,05949,l10n_bg.village,Бошуля,PAZ29-02,l10n_bg.S55155,l10n_bg.66264,cityhall,base.bg
l10n_bg.05952,05952,l10n_bg.village,Бояджик,JAM25-05,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.05966,05966,l10n_bg.village,Боян,SHU07-02,l10n_bg.S83510,l10n_bg.10642,cityhall,base.bg
l10n_bg.05983,05983,l10n_bg.village,Боян Ботево,HKV19-02,l10n_bg.S77195,l10n_bg.48297,cityhall,base.bg
l10n_bg.05978,05978,l10n_bg.village,Бояна,VAR09-01,l10n_bg.S10135,l10n_bg.12574,cityhall,base.bg
l10n_bg.06001,06001,l10n_bg.village,Бояново,JAM07-02,l10n_bg.S87374,l10n_bg.27382,cityhall,base.bg
l10n_bg.06029,06029,l10n_bg.village,Боянци,PDV01-02,l10n_bg.S56784,l10n_bg.00702,cityhall,base.bg
l10n_bg.06032,06032,l10n_bg.village,Брадвари,SLS31-04,l10n_bg.S66425,l10n_bg.66425,cityhall,base.bg
l10n_bg.06077,06077,l10n_bg.village,Браниполе,PDV26-03,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.06080,06080,l10n_bg.village,Браница,HKV33-03,l10n_bg.S77195,l10n_bg.77181,cityhall,base.bg
l10n_bg.06094,06094,l10n_bg.village,Браничево,SHU18-01,l10n_bg.S83510,l10n_bg.36079,cityhall,base.bg
l10n_bg.06104,06104,l10n_bg.village,Бранище,DOB15-08,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.06149,06149,l10n_bg.village,Братаница,PAZ19-03,l10n_bg.S55155,l10n_bg.55155,cityhall,base.bg
l10n_bg.06152,06152,l10n_bg.village,Братово,BGS04-02,l10n_bg.S07079,l10n_bg.07079,cityhall,base.bg
l10n_bg.06166,06166,l10n_bg.village,Братово,TGV35-06,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.06197,06197,l10n_bg.village,Братя Кунчеви,SZR31-06,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.06210,06210,l10n_bg.village,Брегаре,PVN10-04,l10n_bg.S56722,l10n_bg.22215,cityhall,base.bg
l10n_bg.07942,07942,l10n_bg.village,Брегово,KRZ14-49,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.06238,06238,l10n_bg.village,Брежани,BLG44-01,l10n_bg.S04279,l10n_bg.66460,cityhall,base.bg
l10n_bg.06269,06269,l10n_bg.village,Брезе,SML09-02,l10n_bg.S67653,l10n_bg.20465,cityhall,base.bg
l10n_bg.06272,06272,l10n_bg.village,Брезе,SFO43-03,l10n_bg.S68134,l10n_bg.65869,cityhall,base.bg
l10n_bg.77116,77116,l10n_bg.village,Брезен,KRZ02-25,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.06306,06306,l10n_bg.village,Брезница,BLG11-03,l10n_bg.S04279,l10n_bg.17395,cityhall,base.bg
l10n_bg.06375,06375,l10n_bg.village,Бреница,PVN39-01,l10n_bg.S56722,l10n_bg.37376,cityhall,base.bg
l10n_bg.06389,06389,l10n_bg.village,Бреница,SLS34-03,l10n_bg.S66425,l10n_bg.73496,cityhall,base.bg
l10n_bg.06402,06402,l10n_bg.village,Брест,PVN08-01,l10n_bg.S56722,l10n_bg.18099,cityhall,base.bg
l10n_bg.06416,06416,l10n_bg.village,Брестак,VAR09-02,l10n_bg.S10135,l10n_bg.12574,cityhall,base.bg
l10n_bg.06433,06433,l10n_bg.village,Бресте,PVN37-01,l10n_bg.S56722,l10n_bg.80501,cityhall,base.bg
l10n_bg.06447,06447,l10n_bg.village,Брестник,PDV26-04,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.06450,06450,l10n_bg.village,Брестница,LOV38-02,l10n_bg.S43952,l10n_bg.87014,cityhall,base.bg
l10n_bg.06481,06481,l10n_bg.village,Брестовене,RAZ11-01,l10n_bg.S61710,l10n_bg.30065,cityhall,base.bg
l10n_bg.06495,06495,l10n_bg.village,Брестовец,PVN24-03,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.06505,06505,l10n_bg.village,Брестовица,PDV26-05,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.06519,06519,l10n_bg.village,Брестовица,RSE03-07,l10n_bg.S63427,l10n_bg.05611,cityhall,base.bg
l10n_bg.06547,06547,l10n_bg.village,Брод,HKV09-02,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
l10n_bg.06553,06553,l10n_bg.village,Бродилово,BGS13-02,l10n_bg.S07079,l10n_bg.48619,cityhall,base.bg
l10n_bg.06567,06567,l10n_bg.village,Брош,KRZ16-55,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.06598,06598,l10n_bg.village,Брусен,VRC27-02,l10n_bg.S12259,l10n_bg.47714,cityhall,base.bg
l10n_bg.06608,06608,l10n_bg.village,Брусен,SFO18-02,l10n_bg.S68134,l10n_bg.27632,cityhall,base.bg
l10n_bg.06673,06673,l10n_bg.village,Бръшлен,RSE33-03,l10n_bg.S63427,l10n_bg.67444,cityhall,base.bg
l10n_bg.06690,06690,l10n_bg.village,Бръшляница,PVN24-04,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.06700,06700,l10n_bg.village,Бръщен,SML10-02,l10n_bg.S67653,l10n_bg.23025,cityhall,base.bg
l10n_bg.06728,06728,l10n_bg.village,Бряговец,KRZ15-68,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.06731,06731,l10n_bg.village,Бряговица,VTR31-04,l10n_bg.S10447,l10n_bg.69633,cityhall,base.bg
l10n_bg.06745,06745,l10n_bg.village,Брягово,PDV23-01,l10n_bg.S56784,l10n_bg.59080,cityhall,base.bg
l10n_bg.06759,06759,l10n_bg.village,Брягово,HKV34-02,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.06762,06762,l10n_bg.village,Бряст,HKV09-03,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
l10n_bg.06776,06776,l10n_bg.village,Брястовец,BGS04-03,l10n_bg.S07079,l10n_bg.07079,cityhall,base.bg
l10n_bg.06788,06788,l10n_bg.village,Брястово,SLV16-30,l10n_bg.S67338,l10n_bg.51809,cityhall,base.bg
l10n_bg.06803,06803,l10n_bg.village,Брястово,HKV19-03,l10n_bg.S77195,l10n_bg.48297,cityhall,base.bg
l10n_bg.06848,06848,l10n_bg.village,Бузовград,SZR12-01,l10n_bg.S68850,l10n_bg.35167,cityhall,base.bg
l10n_bg.06865,06865,l10n_bg.village,Буйновица,SHU07-03,l10n_bg.S83510,l10n_bg.10642,cityhall,base.bg
l10n_bg.06879,06879,l10n_bg.village,Буйново,SML05-06,l10n_bg.S67653,l10n_bg.05462,cityhall,base.bg
l10n_bg.06882,06882,l10n_bg.village,Буйново,TGV35-41,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.06896,06896,l10n_bg.village,Буйновци,VTR13-04,l10n_bg.S10447,l10n_bg.27190,cityhall,base.bg
l10n_bg.06906,06906,l10n_bg.village,Бук,KRZ15-03,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.06937,06937,l10n_bg.village,Букова поляна,SML16-18,l10n_bg.S67653,l10n_bg.46045,cityhall,base.bg
l10n_bg.06954,06954,l10n_bg.village,Буковец,VID09-05,l10n_bg.S10971,l10n_bg.10971,cityhall,base.bg
l10n_bg.06968,06968,l10n_bg.village,Буковец,VRC08-02,l10n_bg.S12259,l10n_bg.07702,cityhall,base.bg
l10n_bg.06971,06971,l10n_bg.village,Буковец,MON07-10,l10n_bg.S48489,l10n_bg.06570,cityhall,base.bg
l10n_bg.06999,06999,l10n_bg.village,Буковлък,PVN24-05,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.07003,07003,l10n_bg.village,Буково,BLG11-04,l10n_bg.S04279,l10n_bg.17395,cityhall,base.bg
l10n_bg.07017,07017,l10n_bg.village,Буково,SML16-21,l10n_bg.S67653,l10n_bg.46045,cityhall,base.bg
l10n_bg.56335,56335,l10n_bg.village,Буково,PDV23-15,l10n_bg.S56784,l10n_bg.59080,cityhall,base.bg
l10n_bg.07034,07034,l10n_bg.village,Булаир,VAR13-01,l10n_bg.S10135,l10n_bg.21912,cityhall,base.bg
l10n_bg.07051,07051,l10n_bg.village,Буново,SFO56-02,l10n_bg.S68134,l10n_bg.48324,cityhall,base.bg
l10n_bg.07822,07822,l10n_bg.village,Бунцево,BLG53-03,l10n_bg.S04279,l10n_bg.87338,cityhall,base.bg
l10n_bg.07065,07065,l10n_bg.village,Бураново,KNL27-03,l10n_bg.S41112,l10n_bg.39116,cityhall,base.bg
l10n_bg.07911,07911,l10n_bg.village,Бурево,SML18-01,l10n_bg.S67653,l10n_bg.51319,cityhall,base.bg
l10n_bg.07082,07082,l10n_bg.village,Буря,GAB29-33,l10n_bg.S14218,l10n_bg.65927,cityhall,base.bg
l10n_bg.07106,07106,l10n_bg.village,Бусманци,SOF46-31,l10n_bg.S68134,l10n_bg.68134,cityhall,base.bg
l10n_bg.07116,07116,l10n_bg.village,Бутан,VRC20-01,l10n_bg.S12259,l10n_bg.37798,cityhall,base.bg
l10n_bg.07123,07123,l10n_bg.village,Бутово,VTR22-02,l10n_bg.S10447,l10n_bg.55052,cityhall,base.bg
l10n_bg.07867,07867,l10n_bg.village,Бутрева,PAZ08-04,l10n_bg.S55155,l10n_bg.10450,cityhall,base.bg
l10n_bg.07140,07140,l10n_bg.town,Бухово,SOF46-49,l10n_bg.S68134,l10n_bg.68134,cityhall,base.bg
l10n_bg.07154,07154,l10n_bg.village,Буховци,TGV35-07,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.07171,07171,l10n_bg.village,Бучин проход,SFO26-03,l10n_bg.S68134,l10n_bg.38978,cityhall,base.bg
l10n_bg.07199,07199,l10n_bg.village,Бъдеще,SZR31-07,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.07212,07212,l10n_bg.village,Бъзовец,RSE08-03,l10n_bg.S63427,l10n_bg.20184,cityhall,base.bg
l10n_bg.07231,07231,l10n_bg.village,Бъзън,RSE27-14,l10n_bg.S63427,l10n_bg.63427,cityhall,base.bg
l10n_bg.07243,07243,l10n_bg.village,Българаново,TGV22-40,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.07257,07257,l10n_bg.village,Българево,DOB17-04,l10n_bg.S72624,l10n_bg.35064,cityhall,base.bg
l10n_bg.07260,07260,l10n_bg.village,Българене,LOV18-05,l10n_bg.S43952,l10n_bg.43952,cityhall,base.bg
l10n_bg.07274,07274,l10n_bg.village,Българене,PVN16-04,l10n_bg.S56722,l10n_bg.43236,cityhall,base.bg
l10n_bg.07315,07315,l10n_bg.village,Българин,HKV33-04,l10n_bg.S77195,l10n_bg.77181,cityhall,base.bg
l10n_bg.07332,07332,l10n_bg.town,Българово,BGS04-04,l10n_bg.S07079,l10n_bg.07079,cityhall,base.bg
l10n_bg.07346,07346,l10n_bg.village,Българска поляна,HKV32-01,l10n_bg.S77195,l10n_bg.72761,cityhall,base.bg
l10n_bg.07357,07357,l10n_bg.village,Български извор,LOV33-01,l10n_bg.S43952,l10n_bg.72343,cityhall,base.bg
l10n_bg.07363,07363,l10n_bg.village,Българско Сливово,VTR28-03,l10n_bg.S10447,l10n_bg.65766,cityhall,base.bg
l10n_bg.07377,07377,l10n_bg.village,Българчево,BLG03-05,l10n_bg.S04279,l10n_bg.04279,cityhall,base.bg
l10n_bg.07418,07418,l10n_bg.village,Бърдарски геран,VRC08-03,l10n_bg.S12259,l10n_bg.07702,cityhall,base.bg
l10n_bg.07452,07452,l10n_bg.village,Бърдоква,RAZ14-02,l10n_bg.S61710,l10n_bg.32874,cityhall,base.bg
l10n_bg.07472,07472,l10n_bg.village,Бърза река,KRZ35-26,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.07497,07497,l10n_bg.village,Бързина,VRC35-02,l10n_bg.S12259,l10n_bg.77102,cityhall,base.bg
l10n_bg.07507,07507,l10n_bg.village,Бързица,VAR24-03,l10n_bg.S10135,l10n_bg.58503,cityhall,base.bg
l10n_bg.07510,07510,l10n_bg.village,Бързия,MON02-05,l10n_bg.S48489,l10n_bg.03928,cityhall,base.bg
l10n_bg.07524,07524,l10n_bg.village,Бъркач,PVN11-01,l10n_bg.S56722,l10n_bg.22407,cityhall,base.bg
l10n_bg.07538,07538,l10n_bg.village,Бъркачево,VRC08-04,l10n_bg.S12259,l10n_bg.07702,cityhall,base.bg
l10n_bg.07569,07569,l10n_bg.village,Бърчево,SML27-14,l10n_bg.S67653,l10n_bg.63207,cityhall,base.bg
l10n_bg.07572,07572,l10n_bg.village,Бъта,PAZ20-02,l10n_bg.S55155,l10n_bg.55302,cityhall,base.bg
l10n_bg.07586,07586,l10n_bg.village,Бяга,PAZ06-01,l10n_bg.S55155,l10n_bg.06207,cityhall,base.bg
l10n_bg.07729,07729,l10n_bg.village,Бял бряг,SHU25-10,l10n_bg.S83510,l10n_bg.67708,cityhall,base.bg
l10n_bg.07747,07747,l10n_bg.village,Бял извор,KRZ02-03,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.07750,07750,l10n_bg.village,Бял извор,SZR23-02,l10n_bg.S68850,l10n_bg.53576,cityhall,base.bg
l10n_bg.07778,07778,l10n_bg.village,Бял кладенец,SLV16-31,l10n_bg.S67338,l10n_bg.51809,cityhall,base.bg
l10n_bg.07781,07781,l10n_bg.village,Бял кладенец,HKV30-13,l10n_bg.S77195,l10n_bg.68727,cityhall,base.bg
l10n_bg.07613,07613,l10n_bg.village,Бяла,SLV20-06,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.07630,07630,l10n_bg.village,Бяла вода,PVN03-01,l10n_bg.S56722,l10n_bg.03366,cityhall,base.bg
l10n_bg.07644,07644,l10n_bg.village,Бяла паланка,SLV24-03,l10n_bg.S67338,l10n_bg.72165,cityhall,base.bg
l10n_bg.07658,07658,l10n_bg.village,Бяла поляна,KRZ16-56,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.07661,07661,l10n_bg.village,Бяла река,VTR32-01,l10n_bg.S10447,l10n_bg.70295,cityhall,base.bg
l10n_bg.07675,07675,l10n_bg.village,Бяла река,PDV23-02,l10n_bg.S56784,l10n_bg.59080,cityhall,base.bg
l10n_bg.07689,07689,l10n_bg.village,Бяла река,SML27-12,l10n_bg.S67653,l10n_bg.63207,cityhall,base.bg
l10n_bg.07692,07692,l10n_bg.village,Бяла река,SHU10-02,l10n_bg.S83510,l10n_bg.12766,cityhall,base.bg
l10n_bg.07716,07716,l10n_bg.town,Бяла черква,VTR22-03,l10n_bg.S10447,l10n_bg.55052,cityhall,base.bg
l10n_bg.07733,07733,l10n_bg.village,Бялградец,HKV11-24,l10n_bg.S77195,l10n_bg.32024,cityhall,base.bg
l10n_bg.07764,07764,l10n_bg.village,Бялка,KRZ16-57,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.07819,07819,l10n_bg.village,Бяло поле,SZR23-03,l10n_bg.S68850,l10n_bg.53576,cityhall,base.bg
l10n_bg.10015,10015,l10n_bg.village,Вазово,RAZ14-03,l10n_bg.S61710,l10n_bg.32874,cityhall,base.bg
l10n_bg.10029,10029,l10n_bg.village,Вакарел,SFO20-06,l10n_bg.S68134,l10n_bg.32901,cityhall,base.bg
l10n_bg.10032,10032,l10n_bg.village,Ваклино,DOB29-02,l10n_bg.S72624,l10n_bg.83017,cityhall,base.bg
l10n_bg.10046,10046,l10n_bg.village,Ваклиново,BLG42-02,l10n_bg.S04279,l10n_bg.65440,cityhall,base.bg
l10n_bg.10050,10050,l10n_bg.village,Ваксево,KNL31-01,l10n_bg.S41112,l10n_bg.51216,cityhall,base.bg
l10n_bg.10094,10094,l10n_bg.village,Варвара,BGS13-04,l10n_bg.S07079,l10n_bg.48619,cityhall,base.bg
l10n_bg.10104,10104,l10n_bg.village,Варвара,PAZ29-03,l10n_bg.S55155,l10n_bg.66264,cityhall,base.bg
l10n_bg.10118,10118,l10n_bg.village,Вардим,VTR28-04,l10n_bg.S10447,l10n_bg.65766,cityhall,base.bg
l10n_bg.10121,10121,l10n_bg.village,Вардун,TGV35-08,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.10149,10149,l10n_bg.village,Варненци,SLS34-04,l10n_bg.S66425,l10n_bg.73496,cityhall,base.bg
l10n_bg.10176,10176,l10n_bg.village,Васил Друмев,SHU30-02,l10n_bg.S83510,l10n_bg.83510,cityhall,base.bg
l10n_bg.10207,10207,l10n_bg.village,Васил Левски,PDV13-04,l10n_bg.S56784,l10n_bg.36498,cityhall,base.bg
l10n_bg.10224,10224,l10n_bg.village,Васил Левски,SZR23-04,l10n_bg.S68850,l10n_bg.53576,cityhall,base.bg
l10n_bg.10238,10238,l10n_bg.village,Васил Левски,TGV35-09,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.10183,10183,l10n_bg.village,Василево,DOB12-04,l10n_bg.S72624,l10n_bg.14711,cityhall,base.bg
l10n_bg.10255,10255,l10n_bg.village,Василовци,MON07-02,l10n_bg.S48489,l10n_bg.06570,cityhall,base.bg
l10n_bg.10272,10272,l10n_bg.village,Васильово,LOV33-13,l10n_bg.S43952,l10n_bg.72343,cityhall,base.bg
l10n_bg.10291,10291,l10n_bg.village,Ведраре,PDV13-05,l10n_bg.S56784,l10n_bg.36498,cityhall,base.bg
l10n_bg.10307,10307,l10n_bg.village,Ведрина,DOB15-09,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.10327,10327,l10n_bg.village,Везенково,BGS23-04,l10n_bg.S07079,l10n_bg.70247,cityhall,base.bg
l10n_bg.10358,10358,l10n_bg.village,Велешани,KRZ16-04,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.10389,10389,l10n_bg.village,Великденче,KRZ08-01,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.10392,10392,l10n_bg.village,Великденче,TGV22-41,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.10464,10464,l10n_bg.village,Велино,SHU30-23,l10n_bg.S83510,l10n_bg.83510,cityhall,base.bg
l10n_bg.76056,76056,l10n_bg.village,Велислав,BGS23-22,l10n_bg.S07079,l10n_bg.70247,cityhall,base.bg
l10n_bg.10481,10481,l10n_bg.village,Величка,TGV22-04,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.10495,10495,l10n_bg.village,Величково,VAR16-04,l10n_bg.S10135,l10n_bg.24565,cityhall,base.bg
l10n_bg.10505,10505,l10n_bg.village,Величково,PAZ19-04,l10n_bg.S55155,l10n_bg.55155,cityhall,base.bg
l10n_bg.10548,10548,l10n_bg.village,Велковци,PER08-18,l10n_bg.S55871,l10n_bg.06286,cityhall,base.bg
l10n_bg.10567,10567,l10n_bg.village,Велчево,LOV02-01,l10n_bg.S43952,l10n_bg.52218,cityhall,base.bg
l10n_bg.10611,10611,l10n_bg.village,Венелин,VAR13-03,l10n_bg.S10135,l10n_bg.21912,cityhall,base.bg
l10n_bg.10625,10625,l10n_bg.village,Венец,BGS09-03,l10n_bg.S07079,l10n_bg.36525,cityhall,base.bg
l10n_bg.10663,10663,l10n_bg.village,Венчан,VAR24-04,l10n_bg.S10135,l10n_bg.58503,cityhall,base.bg
l10n_bg.10673,10673,l10n_bg.village,Верен,SZR04-01,l10n_bg.S68850,l10n_bg.06183,cityhall,base.bg
l10n_bg.10687,10687,l10n_bg.village,Веренци,TGV22-05,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.10690,10690,l10n_bg.village,Веринско,SFO20-08,l10n_bg.S68134,l10n_bg.32901,cityhall,base.bg
l10n_bg.10700,10700,l10n_bg.village,Верско,KRZ35-27,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.10714,10714,l10n_bg.village,Веселец,RAZ11-02,l10n_bg.S61710,l10n_bg.30065,cityhall,base.bg
l10n_bg.10728,10728,l10n_bg.village,Веселец,TGV22-06,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.10731,10731,l10n_bg.village,Веселие,BGS27-05,l10n_bg.S07079,l10n_bg.58356,cityhall,base.bg
