id,name,code,level,qualification_group,education_level,skill_level,date_from,active,parent_id/id
bg_ncop_3153,Самолетни пилоти и сродни на тях специалисти,3153,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3154,Ръководители на полети,3154,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3155,Техници по сигурността на въздушния трафик,3155,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3211,Оператори на медицинска апаратура за образна диагностика и терапия,3211,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3212,Приложни специалисти в медицински и патологични лаборатории,3212,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3213,Помощник-фармацевти,3213,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3214,Ортопедични техници зъботехници и сродни на тях,3214,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3221,Помощник-медицински сестри,3221,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3222,Помощник-акушерки,3222,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3230,Приложни специалисти в областта на традиционната и комплементарната медицина,3230,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3240,Ветеринарни техници и асистенти,3240,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3251,Асистенти и терапевти в денталната медицина,3251,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3252,Специалисти по медицински досиета и здравна информация,3252,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3253,Здравни работници в общности,3253,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3254,Оптици техници,3254,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3255,Приложни специалисти във физиотерапията,3255,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3256,Медицински асистенти,3256,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3257,Инспектори по медицинска екология здравословни и безопасни условия на труд и сродни на тях,3257,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3258,Приложни специалисти в оказването на спешна медицинска помощ,3258,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3259,Други приложни специалисти в здравеопазването н.д.,3259,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3311,Дилъри на ценни книжа и финансови посредници,3311,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3312,Кредитни специалисти,3312,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3313,Оперативни счетоводители,3313,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3314,Приложни специалисти по статистика математика и сродни на тях,3314,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3315,Оценители на имущество и щети,3315,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3321,Застрахователни агенти,3321,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3322,Търговски представители,3322,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3323,Търговски представители по закупуване на стоки,3323,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3324,Търговски посредници,3324,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3331,Агенти по спедиция на товари,3331,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3332,Организатори на конференции и събития,3332,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3333,Трудови посредници,3333,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3334,Агенти на недвижими имоти и управление на собственост,3334,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3339,Посредници в бизнес услугите н.д.,3339,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3341,Офис мениджъри,3341,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3342,Правни секретари,3342,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3343,Административни и изпълнителни секретари,3343,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3344,Медицински секретари,3344,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3351,Митнически и гранични инспектори,3351,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3352,Служители в държавната администрация извършващи данъчен и финансов контрол,3352,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3353,Служители в държавната администрация по социално подпомагане и социално осигуряване,3353,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3354,Служители в държавната администрация издаващи разрешителни и лицензии,3354,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3355,Полицейски инспектори и оперативни работници,3355,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3359,Приложни специалисти в държавната администрация н.д.,3359,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3411,Приложни специалисти по юридически дейности и сродни на тях,3411,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3412,Приложни специалисти по социална работа,3412,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3413,Религиозни служители,3413,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3421,Атлети и състезатели,3421,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3422,Спортни треньори инструктори и сродни на тях,3422,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3423,Фитнес инструктори и ръководители на програми за отдих и спорт,3423,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3431,Фотографи,3431,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3432,Интериорни дизайнери и декоратори,3432,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3433,Технически персонал в галерии музеи и библиотеки,3433,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3434,Главни готвачи,3434,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3435,Други приложни специалисти в областта на изкуствата и културата,3435,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3511,Оперативни техници в областта на информационните и комуникационни технологии,3511,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3512,Техници по обслужване на потребители в областта на информационните и комуникационни технологии,3512,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3513,Техници на компютърни мрежи и системи,3513,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3514,Уеб техници,3514,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3521,Техници по радио- телевизионна и аудио-визуална техника,3521,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_3522,Техници по далекосъобщителна техника,3522,unit_group,technician,secondary,3,2025-01-01,TRUE
bg_ncop_4110,Общи административни служители,4110,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4120,Секретари с общи функции,4120,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4131,Машинописци и текстообработващи оператори,4131,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4132,Оператори по въвеждане на данни,4132,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4211,Банкови касиери и сродни на тях,4211,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4212,Букмейкъри крупиета и сродни на тях,4212,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4213,Комисионери и лихвари,4213,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4214,Инкасатори на дългови задължения и сродни на тях,4214,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4221,Консултанти и служители в пътнически агенции,4221,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4222,Оператори в контактни центрове,4222,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4223,Телефонисти,4223,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4224,Рецепционисти в хотели,4224,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4225,Служители обслужващи запитвания на клиенти,4225,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4226,Рецепционисти с общи функции,4226,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4227,Анкетьори в изследвания,4227,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4229,Персонал информиращ клиенти н.д.,4229,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4311,Служители водещи счетоводни сметки и документи,4311,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4312,Служители водещи статистически финансови и застрахователни документи,4312,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4313,Служители водещи платежни ведомости,4313,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4321,Персонал водещ стокови документи,4321,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4322,Персонал водещ документи за производствени материали,4322,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4323,Персонал водещ транспортни документи,4323,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4411,Помощен персонал в библиотеки,4411,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4412,Пощальони и сортировачи,4412,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4413,Персонал по кодиране и редактиране на документи,4413,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4414,Писари и сродни на тях,4414,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4415,Деловодители/архивари,4415,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4416,Служители човешки ресурси,4416,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_4419,Друг помощен административен персонал н.д.,4419,unit_group,clerk,secondary,2,2025-01-01,TRUE
bg_ncop_5111,Персонал обслужващ пътници и стюарди,5111,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5112,Кондуктори,5112,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5113,Екскурзоводи,5113,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5120,Готвачи,5120,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5131,Сервитьори,5131,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5132,Бармани,5132,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5141,Фризьори,5141,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5142,Козметици и сродни на тях,5142,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5151,Отговорници по чистотата и поддръжката на офиси хотели и други учреждения,5151,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5152,Икономи и домашни помощници,5152,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5153,Домакини на сгради,5153,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5161,Астролози гадатели и сродни на тях,5161,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5162,Компаньони и камериери,5162,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5163,Обслужващ персонал по траурни обреди и балсаматори,5163,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5164,Персонал грижещ се за животни и домашни любимци,5164,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5165,Инструктори обучение на водачи на моторни превозни средства,5165,unit_group,service,secondary,2,2025-01-01,TRUE
bg_ncop_5169,Друг обслужващ персонал н.д.,5169,unit_group,service,secondary,2,2025-01-01,TRUE
