id,ekatte,type_village_city_id/id,name,code,structure_type,country_id/id,zipcode,has_taxoffice
l10n_bg.31200,31200,l10n_bg.village,Zlogosh,KNL50-00,normal,base.bg,,False
l10n_bg.31285,31285,l10n_bg.village,Zmievo,SML31-00,normal,base.bg,,False
l10n_bg.31303,31303,l10n_bg.village,Zograf,DOB12-00,normal,base.bg,,False
l10n_bg.31317,31317,l10n_bg.village,Zoychene,BLG33-00,normal,base.bg,,False
l10n_bg.20910,20910,l10n_bg.village,Zornitsa,BLG40-00,normal,base.bg,,False
l10n_bg.31334,31334,l10n_bg.village,Zornitsa,VAR02-00,normal,base.bg,,False
l10n_bg.31348,31348,l10n_bg.village,Zornitsa,KRZ16-41,normal,base.bg,,False
l10n_bg.31351,31351,l10n_bg.village,Zornitsa,SML38-00,normal,base.bg,,False
l10n_bg.32041,32041,l10n_bg.village,Ivan Dimov,GAB35-00,normal,base.bg,,False
l10n_bg.32055,32055,l10n_bg.village,Ivanivanovtsi,VTR13-01,normal,base.bg,,False
l10n_bg.32069,32069,l10n_bg.village,Ivanili,GAB05-00,normal,base.bg,,False
l10n_bg.32072,32072,l10n_bg.village,Ivankovtsi,GAB05-09,normal,base.bg,,False
l10n_bg.32086,32086,l10n_bg.village,Ivanovo,BLG33-00,normal,base.bg,,False
l10n_bg.32929,32929,l10n_bg.village,Ivanovo,SML27-00,normal,base.bg,,False
l10n_bg.32127,32127,l10n_bg.village,Ivanovtsi,VTR04-00,normal,base.bg,,False
l10n_bg.32130,32130,l10n_bg.village,Ivanovtsi,VID09-00,normal,base.bg,,False
l10n_bg.32144,32144,l10n_bg.village,Ivanovtsi,KNL29-00,normal,base.bg,,False
l10n_bg.32189,32189,l10n_bg.village,Ivancha,TGV24-00,normal,base.bg,,False
l10n_bg.32233,32233,l10n_bg.village,Iglika,GAB05-00,normal,base.bg,,False
l10n_bg.32264,32264,l10n_bg.village,Iglika,JAM03-00,normal,base.bg,,False
l10n_bg.32305,32305,l10n_bg.village,Ignatovtsi,VTR13-00,normal,base.bg,,False
l10n_bg.32319,32319,l10n_bg.village,Ignatovtsi,GAB12-00,normal,base.bg,,False
l10n_bg.32408,32408,l10n_bg.village,Izvor,PDV26-00,normal,base.bg,,False
l10n_bg.32411,32411,l10n_bg.village,Izvor,SFO45-00,normal,base.bg,,False
l10n_bg.32439,32439,l10n_bg.village,Izvor mahala,VID22-00,normal,base.bg,,False
l10n_bg.32456,32456,l10n_bg.village,Izvorovo,SZR36-00,normal,base.bg,,False
l10n_bg.32500,32500,l10n_bg.village,Izvorche,LOV18-00,normal,base.bg,,False
l10n_bg.32514,32514,l10n_bg.village,Izgrev,BGS13-00,normal,base.bg,,False
l10n_bg.32528,32528,l10n_bg.village,Izgrev,VAR26-00,normal,base.bg,,False
l10n_bg.32582,32582,l10n_bg.village,Iztochnik,GAB05-00,normal,base.bg,,False
l10n_bg.32617,32617,l10n_bg.village,Ilevtsi,VTR04-00,normal,base.bg,,False
l10n_bg.32648,32648,l10n_bg.village,Ilinden,BLG52-00,normal,base.bg,,False
l10n_bg.32651,32651,l10n_bg.village,Ilinden,SFO56-00,normal,base.bg,,False
l10n_bg.32679,32679,l10n_bg.village,Ilinitsa,KRZ16-00,normal,base.bg,,False
l10n_bg.32682,32682,l10n_bg.village,Iliyuvtsi,VTR13-00,normal,base.bg,,False
l10n_bg.32696,32696,l10n_bg.village,Ilia,KNL31-00,normal,base.bg,,False
l10n_bg.32768,32768,l10n_bg.village,Irechek,DOB17-00,normal,base.bg,,False
l10n_bg.32785,32785,l10n_bg.village,Irinetsi,GAB35-00,normal,base.bg,,False
l10n_bg.32799,32799,l10n_bg.village,Irnik,SLS32-03,normal,base.bg,,False
l10n_bg.32812,32812,l10n_bg.village,Iskra,GAB12-02,normal,base.bg,,False
l10n_bg.32860,32860,l10n_bg.village,Iskar,VAR09-00,normal,base.bg,,False
l10n_bg.32891,32891,l10n_bg.village,Isyovtsi,SML31-18,normal,base.bg,,False
l10n_bg.34062,34062,l10n_bg.village,Yovovtsi,GAB35-04,normal,base.bg,,False
l10n_bg.34076,34076,l10n_bg.village,Yovchevtsi,VTR04-09,normal,base.bg,,False
l10n_bg.37945,37945,l10n_bg.village,Kokorovo,SML31-00,normal,base.bg,,False
l10n_bg.35078,35078,l10n_bg.village,Kavlak,VTR31-00,normal,base.bg,,False
l10n_bg.35119,35119,l10n_bg.village,Kadrovitsa,KNL31-00,normal,base.bg,,False
l10n_bg.35143,35143,l10n_bg.village,Kazak,HKV11-04,normal,base.bg,,False
l10n_bg.35153,35153,l10n_bg.village,Kazanka,SZR31-00,normal,base.bg,,False
l10n_bg.35225,35225,l10n_bg.village,Kazimir,SLS31-00,normal,base.bg,,False
l10n_bg.35269,35269,l10n_bg.village,Kalaydzhievo,KRZ15-38,normal,base.bg,,False
l10n_bg.35314,35314,l10n_bg.village,Kalen,VRC27-00,normal,base.bg,,False
l10n_bg.35345,35345,l10n_bg.village,Kalenovtsi,SFO09-00,normal,base.bg,,False
l10n_bg.35384,35384,l10n_bg.village,Kalina,VID06-00,normal,base.bg,,False
l10n_bg.35393,35393,l10n_bg.village,Kalina,DOB12-00,normal,base.bg,,False
l10n_bg.35448,35448,l10n_bg.village,Kalnishte,TGV02-00,normal,base.bg,,False
l10n_bg.35451,35451,l10n_bg.village,Kalovo,BGS12-00,normal,base.bg,,False
l10n_bg.35465,35465,l10n_bg.village,Kalomen,GAB12-00,normal,base.bg,,False
l10n_bg.35482,35482,l10n_bg.village,Kalotintsi,PER19-00,normal,base.bg,,False
l10n_bg.35626,35626,l10n_bg.village,Kalchovtsi,GAB05-00,normal,base.bg,,False
l10n_bg.35630,35630,l10n_bg.village,Kambelevtsi,SFO16-00,normal,base.bg,,False
l10n_bg.35746,35746,l10n_bg.village,Kamen bryag,DOB17-00,normal,base.bg,,False
l10n_bg.35756,35756,l10n_bg.village,Kamen vrah,JAM03-00,normal,base.bg,,False
l10n_bg.35804,35804,l10n_bg.village,Kamenik,KNL05-00,normal,base.bg,,False
l10n_bg.35821,35821,l10n_bg.village,Kamenitsa,SFO56-00,normal,base.bg,,False
l10n_bg.35835,35835,l10n_bg.village,Kamenichka Skakavitsa,KNL29-00,normal,base.bg,,False
l10n_bg.35866,35866,l10n_bg.village,Kamenna reka,HKV32-00,normal,base.bg,,False
l10n_bg.35938,35938,l10n_bg.village,Kamentsi,SLS15-10,normal,base.bg,,False
l10n_bg.35972,35972,l10n_bg.village,Kamenyane,KRZ08-11,normal,base.bg,,False
l10n_bg.35986,35986,l10n_bg.village,Kameshtitsa,GAB05-07,normal,base.bg,,False
l10n_bg.35997,35997,l10n_bg.village,Kamilski dol,HKV11-00,normal,base.bg,,False
l10n_bg.36049,36049,l10n_bg.village,Kanits,VID03-04,normal,base.bg,,False
l10n_bg.36052,36052,l10n_bg.village,Kantari,VTR13-00,normal,base.bg,,False
l10n_bg.36333,36333,l10n_bg.village,Kara Mihal,RAZ29-00,normal,base.bg,,False
l10n_bg.36261,36261,l10n_bg.village,Karaivantsa,GAB12-00,normal,base.bg,,False
l10n_bg.36275,36275,l10n_bg.village,Karaivantsi,VTR13-00,normal,base.bg,,False
l10n_bg.36292,36292,l10n_bg.village,Karali,GAB05-00,normal,base.bg,,False
l10n_bg.36347,36347,l10n_bg.village,Karamichevtsi,GAB29-00,normal,base.bg,,False
l10n_bg.36378,36378,l10n_bg.village,Karandili,VTR13-00,normal,base.bg,,False
l10n_bg.36422,36422,l10n_bg.village,Karapoltsi,SFO17-00,normal,base.bg,,False
l10n_bg.36436,36436,l10n_bg.village,Karash,VRC32-00,normal,base.bg,,False
l10n_bg.36453,36453,l10n_bg.village,Karvuna,DOB03-14,normal,base.bg,,False
l10n_bg.36508,36508,l10n_bg.village,Karlovsko,HKV11-16,normal,base.bg,,False
l10n_bg.36556,36556,l10n_bg.village,Kasapsko,SML16-00,normal,base.bg,,False
l10n_bg.36566,36566,l10n_bg.village,Kasilag,PER36-00,normal,base.bg,,False
l10n_bg.36600,36600,l10n_bg.village,Kastel,GAB29-00,normal,base.bg,,False
l10n_bg.36614,36614,l10n_bg.village,Kateritsa,PVN27-00,normal,base.bg,,False
l10n_bg.36628,36628,l10n_bg.village,Katrandzhii,GAB12-00,normal,base.bg,,False
l10n_bg.36659,36659,l10n_bg.village,Katrishte,KNL29-00,normal,base.bg,,False
l10n_bg.36681,36681,l10n_bg.village,Katunishte,SLV11-00,normal,base.bg,,False
l10n_bg.36720,36720,l10n_bg.village,Kashentsi,GAB35-00,normal,base.bg,,False
l10n_bg.36734,36734,l10n_bg.village,Kashina,BLG40-00,normal,base.bg,,False
l10n_bg.36751,36751,l10n_bg.village,Kereka,GAB12-00,normal,base.bg,,False
l10n_bg.36765,36765,l10n_bg.village,Kerenite,GAB35-00,normal,base.bg,,False
l10n_bg.36796,36796,l10n_bg.village,Kesten,SML09-00,normal,base.bg,,False
l10n_bg.36823,36823,l10n_bg.village,Kievtsi,GAB05-00,normal,base.bg,,False
l10n_bg.36871,36871,l10n_bg.village,Kirevtsi,VTR13-00,normal,base.bg,,False
l10n_bg.36938,36938,l10n_bg.village,Kirovo,BGS06-00,normal,base.bg,,False
l10n_bg.36960,36960,l10n_bg.village,Kiselitsa,KNL50-00,normal,base.bg,,False
l10n_bg.36988,36988,l10n_bg.village,Kiselkovtsi,GAB35-04,normal,base.bg,,False
l10n_bg.36974,36974,l10n_bg.village,Kiselchovo,SML31-00,normal,base.bg,,False
l10n_bg.36991,36991,l10n_bg.village,Kisiytsite,GAB35-00,normal,base.bg,,False
l10n_bg.37006,37006,l10n_bg.village,Kisyovtsi,VTR04-09,normal,base.bg,,False
l10n_bg.37037,37037,l10n_bg.village,Kiten,VAR24-00,normal,base.bg,,False
l10n_bg.37040,37040,l10n_bg.village,Kitino,TGV02-00,normal,base.bg,,False
l10n_bg.37126,37126,l10n_bg.village,Kladenets,HKV30-00,normal,base.bg,,False
l10n_bg.37143,37143,l10n_bg.village,Kladentsi,BLG33-00,normal,base.bg,,False
l10n_bg.37160,37160,l10n_bg.village,Kladni dyal,VTR04-00,normal,base.bg,,False
l10n_bg.37188,37188,l10n_bg.village,Kladorub,VID16-00,normal,base.bg,,False
l10n_bg.37191,37191,l10n_bg.village,Klepalo,BLG49-00,normal,base.bg,,False
l10n_bg.37263,37263,l10n_bg.village,Klisura,BLG03-00,normal,base.bg,,False
l10n_bg.37280,37280,l10n_bg.village,Klisura,SOF46-00,normal,base.bg,,False
l10n_bg.37304,37304,l10n_bg.village,Klisuritsa,MON29-00,normal,base.bg,,False
l10n_bg.37318,37318,l10n_bg.monastery,Klisurski manastir,MON12-00,normal,base.bg,,False
l10n_bg.37335,37335,l10n_bg.village,Klashka reka,VTR04-00,normal,base.bg,,False
l10n_bg.37352,37352,l10n_bg.village,Kmetovtsi,GAB05-00,normal,base.bg,,False
l10n_bg.37366,37366,l10n_bg.village,Kmetcheta,GAB05-00,normal,base.bg,,False
l10n_bg.37455,37455,l10n_bg.village,Kovach,SZR27-00,normal,base.bg,,False
l10n_bg.37472,37472,l10n_bg.village,Kovachevitsa,BLG13-00,normal,base.bg,,False
l10n_bg.37486,37486,l10n_bg.village,Kovachevo,BLG40-00,normal,base.bg,,False
l10n_bg.37575,37575,l10n_bg.village,Koevtsi,GAB35-00,normal,base.bg,,False
l10n_bg.37592,37592,l10n_bg.village,Kozhari,SML05-00,normal,base.bg,,False
l10n_bg.37602,37602,l10n_bg.village,Kozhintsi,PER51-00,normal,base.bg,,False
l10n_bg.37616,37616,l10n_bg.village,Kozhlyuvtsi,VTR13-00,normal,base.bg,,False
l10n_bg.37622,37622,l10n_bg.village,Kozhuhartsi,KRZ15-41,normal,base.bg,,False
l10n_bg.37650,37650,l10n_bg.village,Kozare,BGS09-00,normal,base.bg,,False
l10n_bg.37722,37722,l10n_bg.village,Kozi rog,GAB05-00,normal,base.bg,,False
l10n_bg.37825,37825,l10n_bg.village,Koznitsa,BGS15-00,normal,base.bg,,False
l10n_bg.37842,37842,l10n_bg.village,Kozya reka,VTR13-09,normal,base.bg,,False
l10n_bg.37890,37890,l10n_bg.village,Koychovtsi,GAB35-00,normal,base.bg,,False
l10n_bg.37959,37959,l10n_bg.village,Kokortsi,SML27-00,normal,base.bg,,False
l10n_bg.37976,37976,l10n_bg.village,Kolari,VTR13-00,normal,base.bg,,False
l10n_bg.38011,38011,l10n_bg.village,Kolarovo,HKV33-00,normal,base.bg,,False
l10n_bg.38056,38056,l10n_bg.village,Kolibite,BLG49-00,normal,base.bg,,False
l10n_bg.38060,38060,l10n_bg.village,Kolishovtsi,GAB05-00,normal,base.bg,,False
l10n_bg.38090,38090,l10n_bg.village,Kolyu Ganev,GAB35-04,normal,base.bg,,False
l10n_bg.38100,38100,l10n_bg.village,Kolyu Marinovo,SZR04-00,normal,base.bg,,False
l10n_bg.38131,38131,l10n_bg.village,Komarevo,MON02-00,normal,base.bg,,False
l10n_bg.38186,38186,l10n_bg.village,Komshtitsa,SFO09-00,normal,base.bg,,False
l10n_bg.38193,38193,l10n_bg.village,Konak,TGV24-00,normal,base.bg,,False
l10n_bg.38217,38217,l10n_bg.village,Konare,DOB12-00,normal,base.bg,,False
l10n_bg.38234,38234,l10n_bg.village,Konarskoto,GAB35-00,normal,base.bg,,False
l10n_bg.38251,38251,l10n_bg.village,Kondolovo,BGS13-00,normal,base.bg,,False
l10n_bg.38296,38296,l10n_bg.village,Konevo,RAZ14-00,normal,base.bg,,False
l10n_bg.41126,41126,l10n_bg.village,Konska,PER08-00,normal,base.bg,,False
l10n_bg.38340,38340,l10n_bg.village,Konstantinovets,SZR27-00,normal,base.bg,,False
l10n_bg.38491,38491,l10n_bg.village,Kopitnik,KRZ35-12,normal,base.bg,,False
l10n_bg.38515,38515,l10n_bg.village,Kopriva,KNL29-00,normal,base.bg,,False
l10n_bg.38577,38577,l10n_bg.village,Kopcheliite,GAB05-09,normal,base.bg,,False
l10n_bg.38594,38594,l10n_bg.village,Koriite,SML16-23,normal,base.bg,,False
l10n_bg.38621,38621,l10n_bg.village,Koriyata,GAB29-12,normal,base.bg,,False
l10n_bg.38710,38710,l10n_bg.village,Kosarka,GAB12-00,normal,base.bg,,False
l10n_bg.38724,38724,l10n_bg.village,Kosacha,PER22-00,normal,base.bg,,False
l10n_bg.38738,38738,l10n_bg.village,Kosevtsi,VTR13-00,normal,base.bg,,False
l10n_bg.38741,38741,l10n_bg.village,Kosilka,GAB12-02,normal,base.bg,,False
l10n_bg.38786,38786,l10n_bg.village,Kosovo,KNL50-00,normal,base.bg,,False
l10n_bg.38799,38799,l10n_bg.village,Kosovo,PDV01-14,normal,base.bg,,False
l10n_bg.38858,38858,l10n_bg.village,Kosta Perchevo,VID22-00,normal,base.bg,,False
l10n_bg.38813,38813,l10n_bg.village,Kostadinite,GAB05-00,normal,base.bg,,False
l10n_bg.41191,41191,l10n_bg.village,Kostadinkino,SFO20-00,normal,base.bg,,False
l10n_bg.38861,38861,l10n_bg.village,Kostel,VTR13-00,normal,base.bg,,False
l10n_bg.38892,38892,l10n_bg.village,Kostena reka,SHU30-00,normal,base.bg,,False
l10n_bg.38920,38920,l10n_bg.village,Kostenkovtsi,GAB05-00,normal,base.bg,,False
l10n_bg.38933,38933,l10n_bg.village,Kostentsi,MON02-00,normal,base.bg,,False
l10n_bg.38964,38964,l10n_bg.village,Kostilkovo,HKV11-15,normal,base.bg,,False
l10n_bg.38995,38995,l10n_bg.village,Kostichovtsi,VID16-00,normal,base.bg,,False
l10n_bg.39001,39001,l10n_bg.village,Kostur,HKV28-00,normal,base.bg,,False
l10n_bg.39013,39013,l10n_bg.village,Kosturino,KRZ14-20,normal,base.bg,,False
l10n_bg.39027,39027,l10n_bg.village,Kosturintsi,PER51-00,normal,base.bg,,False
l10n_bg.39075,39075,l10n_bg.village,Kotutsi,VTR13-00,normal,base.bg,,False
l10n_bg.41251,41251,l10n_bg.village,Kosharite,PER36-00,normal,base.bg,,False
l10n_bg.39181,39181,l10n_bg.village,Koshnitsa,SML31-00,normal,base.bg,,False
l10n_bg.39195,39195,l10n_bg.village,Koshnichari,TGV35-00,normal,base.bg,,False
l10n_bg.39222,39222,l10n_bg.village,Kravino,SZR23-00,normal,base.bg,,False
l10n_bg.39242,39242,l10n_bg.village,Kragulevo,DOB15-00,normal,base.bg,,False
l10n_bg.39267,39267,l10n_bg.village,Kraevo,SFO07-00,normal,base.bg,,False
l10n_bg.39284,39284,l10n_bg.village,Kraishte,DOB12-00,normal,base.bg,,False
l10n_bg.39311,39311,l10n_bg.village,Krayna,SML16-00,normal,base.bg,,False
l10n_bg.41277,41277,l10n_bg.village,Krayna,SML18-00,normal,base.bg,,False
l10n_bg.39325,39325,l10n_bg.village,Krayni dol,KNL48-00,normal,base.bg,,False
l10n_bg.39356,39356,l10n_bg.village,Kraynovo,JAM03-00,normal,base.bg,,False
l10n_bg.39368,39368,l10n_bg.village,Kraypole,TGV02-00,normal,base.bg,,False
l10n_bg.39373,39373,l10n_bg.village,Krakra,VAR09-00,normal,base.bg,,False
l10n_bg.39462,39462,l10n_bg.village,Kranovo,SLS15-00,normal,base.bg,,False
l10n_bg.39517,39517,l10n_bg.village,Krasava,PER08-00,normal,base.bg,,False
l10n_bg.39551,39551,l10n_bg.village,Krasimir,VAR16-00,normal,base.bg,,False
l10n_bg.39582,39582,l10n_bg.village,Krasno gradishte,VTR32-00,normal,base.bg,,False
l10n_bg.39606,39606,l10n_bg.village,Krachimir,VID01-00,normal,base.bg,,False
l10n_bg.39637,39637,l10n_bg.village,Kremene,SML31-00,normal,base.bg,,False
l10n_bg.39640,39640,l10n_bg.village,Kremenik,KNL48-00,normal,base.bg,,False
l10n_bg.39685,39685,l10n_bg.village,Kreslyuvtsi,GAB35-00,normal,base.bg,,False
l10n_bg.39757,39757,l10n_bg.village,Kriva krusha,SLV16-00,normal,base.bg,,False
l10n_bg.39801,39801,l10n_bg.village,Krivini,VAR13-00,normal,base.bg,,False
l10n_bg.39855,39855,l10n_bg.village,Krivonos,PER08-00,normal,base.bg,,False
l10n_bg.39880,39880,l10n_bg.village,Krilyuvtsi,VTR13-00,normal,base.bg,,False
l10n_bg.39997,39997,l10n_bg.village,Krumovo,KNL27-00,normal,base.bg,,False
l10n_bg.40035,40035,l10n_bg.village,Krumchevtsi,VTR13-09,normal,base.bg,,False
l10n_bg.40049,40049,l10n_bg.village,Krupen,DOB17-00,normal,base.bg,,False
l10n_bg.40066,40066,l10n_bg.village,Krusha,VAR01-00,normal,base.bg,,False
l10n_bg.40070,40070,l10n_bg.village,Krusha,SFO16-00,normal,base.bg,,False
l10n_bg.40110,40110,l10n_bg.village,Krushev dol,SML16-00,normal,base.bg,,False
l10n_bg.40186,40186,l10n_bg.village,Krushka,KRZ16-00,normal,base.bg,,False
l10n_bg.40227,40227,l10n_bg.village,Krushovitsa,SFO17-02,normal,base.bg,,False
l10n_bg.40230,40230,l10n_bg.village,Krushovo,BGS09-00,normal,base.bg,,False
l10n_bg.40244,40244,l10n_bg.village,Krushovo,PDV15-00,normal,base.bg,,False
l10n_bg.40258,40258,l10n_bg.village,Krusholak,TGV02-00,normal,base.bg,,False
l10n_bg.40302,40302,l10n_bg.village,Krandzhilitsa,BLG33-00,normal,base.bg,,False
l10n_bg.40316,40316,l10n_bg.village,Krancha,GAB12-00,normal,base.bg,,False
l10n_bg.40326,40326,l10n_bg.village,Krastatitsa,SML02-00,normal,base.bg,,False
l10n_bg.40350,40350,l10n_bg.village,Krastenyatsite,GAB35-00,normal,base.bg,,False
l10n_bg.40364,40364,l10n_bg.village,Krastets,GAB35-00,normal,base.bg,,False
l10n_bg.40378,40378,l10n_bg.village,Krastiltsi,BLG40-00,normal,base.bg,,False
l10n_bg.40419,40419,l10n_bg.village,Kubadin,BGS06-00,normal,base.bg,,False
l10n_bg.40470,40470,l10n_bg.village,Kuklya,GAB12-00,normal,base.bg,,False
l10n_bg.40498,40498,l10n_bg.village,Kukuvitsa,SML31-41,normal,base.bg,,False
l10n_bg.40508,40508,l10n_bg.village,Kukurahtsevo,BLG33-00,normal,base.bg,,False
l10n_bg.40587,40587,l10n_bg.village,Kumanite,GAB12-02,normal,base.bg,,False
l10n_bg.40659,40659,l10n_bg.village,Kupen,GAB29-00,normal,base.bg,,False
l10n_bg.40751,40751,l10n_bg.village,Kutlovitsa,SLS01-00,normal,base.bg,,False
l10n_bg.40765,40765,l10n_bg.village,Kutugertsi,KNL29-00,normal,base.bg,,False
l10n_bg.40779,40779,l10n_bg.village,Kutsarovtsi,VTR04-24,normal,base.bg,,False
l10n_bg.40796,40796,l10n_bg.village,Kutsovo,KRZ35-36,normal,base.bg,,False
l10n_bg.40806,40806,l10n_bg.village,Kushla,SML11-00,normal,base.bg,,False
l10n_bg.40840,40840,l10n_bg.village,Kalnovo,SHU25-00,normal,base.bg,,False
l10n_bg.40871,40871,l10n_bg.village,Kapinets,TGV02-00,normal,base.bg,,False
l10n_bg.40926,40926,l10n_bg.village,Karlanovo,BLG40-00,normal,base.bg,,False
l10n_bg.40943,40943,l10n_bg.village,Karpachevo,LOV17-00,normal,base.bg,,False
l10n_bg.40957,40957,l10n_bg.village,Karpelevo,BLG49-00,normal,base.bg,,False
l10n_bg.40960,40960,l10n_bg.village,Kartipanya,GAB12-02,normal,base.bg,,False
l10n_bg.40974,40974,l10n_bg.village,Kartozhabene,PVN24-00,normal,base.bg,,False
l10n_bg.40991,40991,l10n_bg.village,Karshalevo,KNL29-00,normal,base.bg,,False
l10n_bg.41040,41040,l10n_bg.village,Kashle,PER51-00,normal,base.bg,,False
l10n_bg.41099,41099,l10n_bg.village,Kyosevtsi,TGV02-00,normal,base.bg,,False
l10n_bg.43013,43013,l10n_bg.village,Lagerite,VTR04-00,normal,base.bg,,False
l10n_bg.43027,43027,l10n_bg.village,Lagoshevtsi,VID16-00,normal,base.bg,,False
l10n_bg.43030,43030,l10n_bg.village,Ladarevo,BLG40-00,normal,base.bg,,False
l10n_bg.43061,43061,l10n_bg.village,Lazartsi,VTR13-00,normal,base.bg,,False
l10n_bg.43116,43116,l10n_bg.village,Lalkovo,JAM07-00,normal,base.bg,,False
l10n_bg.43128,43128,l10n_bg.village,Lambuh,HKV11-00,normal,base.bg,,False
l10n_bg.43147,43147,l10n_bg.village,Laskar,PVN24-00,normal,base.bg,,False
l10n_bg.43164,43164,l10n_bg.village,Latinka,KRZ02-14,normal,base.bg,,False
l10n_bg.43195,43195,l10n_bg.village,Leva reka,PER51-00,normal,base.bg,,False
l10n_bg.44906,44906,l10n_bg.village,Levishte,SFO43-00,normal,base.bg,,False
l10n_bg.43267,43267,l10n_bg.village,Lelintsi,KNL29-00,normal,base.bg,,False
l10n_bg.43308,43308,l10n_bg.village,Lensko,HKV11-07,normal,base.bg,,False
l10n_bg.43339,43339,l10n_bg.village,Lesicharka,GAB05-00,normal,base.bg,,False
l10n_bg.43342,43342,l10n_bg.village,Lesiche,VTR13-11,normal,base.bg,,False
l10n_bg.43373,43373,l10n_bg.village,Leska,KNL29-00,normal,base.bg,,False
l10n_bg.43390,43390,l10n_bg.village,Leskovdol,SFO43-00,normal,base.bg,,False
l10n_bg.43414,43414,l10n_bg.village,Leskovets,MON02-00,normal,base.bg,,False
l10n_bg.43484,43484,l10n_bg.village,Letnitsa,SFO16-00,normal,base.bg,,False
l10n_bg.43493,43493,l10n_bg.village,Letovnik,KRZ21-00,normal,base.bg,,False
l10n_bg.43503,43503,l10n_bg.village,Lehovo,BLG40-00,normal,base.bg,,False
l10n_bg.43548,43548,l10n_bg.village,Leshnikovo,HKV33-00,normal,base.bg,,False
l10n_bg.43551,43551,l10n_bg.village,Leshnikovtsi,PER51-00,normal,base.bg,,False
l10n_bg.43579,43579,l10n_bg.village,Leshnitsa,LOV18-00,normal,base.bg,,False
l10n_bg.43606,43606,l10n_bg.village,Leshten,BLG13-00,normal,base.bg,,False
l10n_bg.43615,43615,l10n_bg.village,Leyarovo,JAM22-00,normal,base.bg,,False
l10n_bg.43637,43637,l10n_bg.village,Livade,SML16-07,normal,base.bg,,False
l10n_bg.43668,43668,l10n_bg.village,Lilekovo,SML38-00,normal,base.bg,,False
l10n_bg.43671,43671,l10n_bg.village,Lilkovo,PDV26-00,normal,base.bg,,False
l10n_bg.43726,43726,l10n_bg.village,Limets,KRZ15-00,normal,base.bg,,False
l10n_bg.43743,43743,l10n_bg.village,Lipets,SML31-00,normal,base.bg,,False
l10n_bg.43757,43757,l10n_bg.village,Lipintsi,SFO16-00,normal,base.bg,,False
l10n_bg.43788,43788,l10n_bg.village,Lipnitsa,SFO07-00,normal,base.bg,,False
l10n_bg.43815,43815,l10n_bg.village,Lisets,KNL29-00,normal,base.bg,,False
l10n_bg.43832,43832,l10n_bg.village,Lisets,SFO39-00,normal,base.bg,,False
l10n_bg.43846,43846,l10n_bg.village,Lisi vrah,SHU18-00,normal,base.bg,,False
l10n_bg.43856,43856,l10n_bg.village,Lisitsite,KRZ16-41,normal,base.bg,,False
l10n_bg.43863,43863,l10n_bg.village,Lisia,BLG03-00,normal,base.bg,,False
l10n_bg.43877,43877,l10n_bg.village,Lisovo,HKV28-04,normal,base.bg,,False
l10n_bg.44015,44015,l10n_bg.village,Loza,GAB05-00,normal,base.bg,,False
l10n_bg.63149,63149,l10n_bg.village,Lozen,SZR31-00,normal,base.bg,,False
l10n_bg.44121,44121,l10n_bg.village,Lozenitsa,BLG40-00,normal,base.bg,,False
l10n_bg.44149,44149,l10n_bg.village,Lozitsa,BGS23-06,normal,base.bg,,False
l10n_bg.44179,44179,l10n_bg.village,Loznitsa,DOB12-00,normal,base.bg,,False
l10n_bg.44210,44210,l10n_bg.village,Lokvata,KNL04-00,normal,base.bg,,False
l10n_bg.44255,44255,l10n_bg.village,Lomnitsa,KNL29-00,normal,base.bg,,False
l10n_bg.44269,44269,l10n_bg.village,Lomnitsa,PER51-00,normal,base.bg,,False
l10n_bg.44300,44300,l10n_bg.village,Lopushnya,SFO09-00,normal,base.bg,,False
l10n_bg.44361,44361,l10n_bg.village,Lavovo,KRZ16-06,normal,base.bg,,False
l10n_bg.44447,44447,l10n_bg.village,Lakavitsa,PDV15-00,normal,base.bg,,False
l10n_bg.44464,44464,l10n_bg.village,Laki,BLG52-00,normal,base.bg,,False
l10n_bg.44553,44553,l10n_bg.village,Lyubenovo,HKV34-00,normal,base.bg,,False
l10n_bg.44567,44567,l10n_bg.village,Lyubentsi,VTR31-00,normal,base.bg,,False
l10n_bg.44611,44611,l10n_bg.village,Lyubnitsa,SFO20-00,normal,base.bg,,False
l10n_bg.44625,44625,l10n_bg.village,Lyubovishte,BLG40-00,normal,base.bg,,False
l10n_bg.44639,44639,l10n_bg.village,Lyubovka,BLG40-00,normal,base.bg,,False
l10n_bg.44673,44673,l10n_bg.village,Lyulka,SML31-00,normal,base.bg,,False
l10n_bg.44687,44687,l10n_bg.village,Lyulyak,SZR31-00,normal,base.bg,,False
l10n_bg.44776,44776,l10n_bg.village,Lyava reka,SZR37-00,normal,base.bg,,False
l10n_bg.44781,44781,l10n_bg.village,Lyalintsi,PER51-00,normal,base.bg,,False
l10n_bg.44817,44817,l10n_bg.village,Lyaskovo,BGS01-00,normal,base.bg,,False
l10n_bg.44834,44834,l10n_bg.village,Lyaskovo,PDV01-00,normal,base.bg,,False
l10n_bg.44851,44851,l10n_bg.village,Lyaskovo,SZR31-00,normal,base.bg,,False
l10n_bg.46019,46019,l10n_bg.village,Magardzhitsa,SML31-00,normal,base.bg,,False
l10n_bg.46108,46108,l10n_bg.village,Mazarachevo,KNL29-00,normal,base.bg,,False
l10n_bg.46139,46139,l10n_bg.village,Maystorovo,KRZ16-26,normal,base.bg,,False
