id,ekatte,type_village_city_id/id,name,code,structure_type,country_id/id,zipcode,has_taxoffice
l10n_bg.03335,03335,l10n_bg.village,Белевехчево,BLG40-00,normal,base.bg,,False
l10n_bg.03349,03349,l10n_bg.village,Белеврен,BGS06-00,normal,base.bg,,False
l10n_bg.03383,03383,l10n_bg.village,Бели брег,MON04-00,normal,base.bg,,False
l10n_bg.03407,03407,l10n_bg.village,Бели бряг,SZR27-00,normal,base.bg,,False
l10n_bg.03424,03424,l10n_bg.village,Бели дол,HKV11-04,normal,base.bg,,False
l10n_bg.03455,03455,l10n_bg.village,Белила,BGS06-00,normal,base.bg,,False
l10n_bg.03513,03513,l10n_bg.village,Белица,GAB35-00,normal,base.bg,,False
l10n_bg.07960,07960,l10n_bg.village,Белица,SFO20-00,normal,base.bg,,False
l10n_bg.03650,03650,l10n_bg.village,Беломъжите,GAB05-00,normal,base.bg,,False
l10n_bg.03753,03753,l10n_bg.village,Белчевци,VTR04-09,normal,base.bg,,False
l10n_bg.03770,03770,l10n_bg.village,Белчински бани,SFO39-03,normal,base.bg,,False
l10n_bg.03784,03784,l10n_bg.village,Бельово,BLG40-00,normal,base.bg,,False
l10n_bg.03842,03842,l10n_bg.village,Бенковски,SFO56-00,normal,base.bg,,False
l10n_bg.03856,03856,l10n_bg.village,Бенковски,SZR31-00,normal,base.bg,,False
l10n_bg.03873,03873,l10n_bg.village,Берайнци,PER51-00,normal,base.bg,,False
l10n_bg.03887,03887,l10n_bg.village,Беренде,PER19-00,normal,base.bg,,False
l10n_bg.03890,03890,l10n_bg.village,Беренде,SFO16-00,normal,base.bg,,False
l10n_bg.03900,03900,l10n_bg.village,Беренде извор,SFO16-00,normal,base.bg,,False
l10n_bg.03931,03931,l10n_bg.village,Берковски,TGV24-00,normal,base.bg,,False
l10n_bg.03945,03945,l10n_bg.village,Берковци,VTR13-00,normal,base.bg,,False
l10n_bg.03959,03959,l10n_bg.village,Бероново,BGS23-00,normal,base.bg,,False
l10n_bg.03986,03986,l10n_bg.village,Беснурка,KRZ35-36,normal,base.bg,,False
l10n_bg.04011,04011,l10n_bg.village,Бижовци,VTR04-00,normal,base.bg,,False
l10n_bg.04025,04025,l10n_bg.village,Бижовци,GAB35-00,normal,base.bg,,False
l10n_bg.04042,04042,l10n_bg.village,Билинци,PER08-00,normal,base.bg,,False
l10n_bg.04068,04068,l10n_bg.village,Билкини,GAB12-00,normal,base.bg,,False
l10n_bg.04090,04090,l10n_bg.village,Било,DOB17-00,normal,base.bg,,False
l10n_bg.04100,04100,l10n_bg.village,Билянска,SML31-00,normal,base.bg,,False
l10n_bg.04176,04176,l10n_bg.village,Бистрец,BGS06-00,normal,base.bg,,False
l10n_bg.04323,04323,l10n_bg.village,Блатец,KNL29-00,normal,base.bg,,False
